Start Time (s),Duration (s),Text
0.12,8.04,दिल ये मेरा तेरे दिल से जा मिला है रब से
5.64,7.159,जिसको मांगा
8.16,7.959,तूस है अम्मी से मत उलझा करो लेकिन यू नो
12.799,6.281,व्हाट उलझा
16.119,4.521,करो हर उस शख्स से उलझा करो जो तुम्हारे
19.08,5.439,साथ ज्यादती
20.64,6.399,करे अपने हक के लिए खड़ी हो जा करो तुम
24.519,6.441,मुझे बेवकूफ नहीं बना
27.039,6.881,सकती मेरी जिंदगी तो चल पड़ी है
30.96,6.48,भाई जान कानों सुनी पर तो तुम यकीन करोगे
33.92,6.84,नहीं पर आंखों देखी पर तो यकीन कर लो कि
37.44,8.599,देखो यह इतनी ऊंची हील पहनने वाला हाल है
40.76,8.479,इसका बस मेरी इतनी खता है कि मैंने इसे इस
46.039,4.761,ऊंचाई से उतरने का कह दिया इंसान गुस्से
49.239,5.561,में कहां तक जा सकता
50.8,9.239,है गुस्सा इंसान को पागल कर देता
54.8,10.999,है पागल इंसान तो कुछ भी कर सकता है
60.039,9.911,तेरे दिल से जा मिला है रब से जिसको मांगा
65.799,8.08,तू वो सिला है
69.95,3.929,[संगीत]
76.1,12.85,[संगीत]
92.18,7.21,[संगीत]
109.68,5.759,यूं ही खड़ी तमाशा देखती रहोगी अगर देर
112.52,7.8,करती बड़ा शौक था ना तुम्हें हमजा को
115.439,6.64,बताने का तो जाओ बताओ
120.32,5.96,एक मुश्किल
122.079,8.001,है वह तुमसे पूछेगा कि सब जानते बूझ तुमने
126.28,6.56,समीन की मंगनी क्यों होने दी अपना जुर्म
130.08,3.519,छुपाने के लिए समन की जिंदगी को तमाशा
132.84,3.96,क्यों
133.599,4.161,बनाया और फिर हम दुनिया को क्या जवाजी
136.8,5.079,टूटने
137.76,6.119,का यह बताने से तो रहे कि लड़का हमारी बहू
141.879,5.921,का साप का आशिक
143.879,6.801,है क्या कर सकती हूं मैं और जलीस को बता
147.8,5.88,दो चुपके से
150.68,6.36,नहीं चाच की नजरों में गिर नहीं
153.68,8.32,सक खुद नजरों से गिरने का इतना डर
157.04,4.96,है और समीन जो दलदल में गिर रही है
162.159,4.481,वह हम कोई और हल भी तो ढूंढ
169.239,8.801,सकते एक हल है मेरे पास रम से बात करो
175.56,5.0,उससे पूछो कि वो तुम्हारे जुर्म की सजा
178.04,5.919,समीन को क्यों दे रहा है
180.56,8.039,और वो मेरी बात मान लेगा उसे मनाना ही तो
183.959,8.721,तुम्हारा इम्तिहान है जलीस से मोहब्बत का
188.599,7.681,इतिहा न से मिलो
192.68,4.4,नहीं मैं उससे कैसे मिल सकती हूं मुझे
196.28,3.239,नहीं
197.08,5.04,मिल
199.519,9.401,देखो उसका चेहरा
202.12,6.8,देखो यह एक फते मन इंसान का चेहरा है
210.92,6.239,कैसी शैतानिया सी दिख रही है उसकी हंसी
213.08,4.079,में पहले तो ऐसे नहीं हसता
219.159,9.601,था मैं जमीन के साथ बुरा होता नहीं देख
222.439,10.8,सकती चाच को दुख नहीं प हा ना मुझे मालूम
228.76,7.479,है इसीलिए तो मैं यह हल बता रही हूं र्रम
233.239,6.0,से मिलो अगर कहोगी ना तो मैं भी चलूंगी
236.239,6.28,तुम्हारे साथ हम दोनों ही तो उसकी असलियत
239.239,5.271,से बा के फिन और हल भी हम दोनों को ही
242.519,3.681,निकालना है
244.51,5.69,[संगीत]
246.2,4.0,ना नहीं
256.95,20.819,[संगीत]
280.95,70.44,[संगीत]
353.44,4.209,[संगीत]
360.24,6.76,दादी दादी कमर में बहुत दर्द हो रहा है
364.28,5.4,सुबह हल्का हल्का हो रहा था बर्दाश्त नहीं
367.0,5.28,हो रहा डॉक्टर के पास चली जाओ हां हां
369.68,4.68,क्यों नहीं हमजा को फोन मिलाओ उससे कहो आ
372.28,4.24,जाए और डॉक्टर के पास लेकर जाए अरे नहीं
374.36,4.92,नहीं हमजा को तंग करने की क्या जरूरत है
376.52,4.48,छोटी मोटी दर्द तो चलती रहती है ना मैं ले
379.28,4.039,जाती हूं ना ऐसे डॉक्टर के पास इस बहाने
381.0,4.28,अपनी बीपी की दवाई भी ले आऊंगी अब खुदा के
383.319,4.641,लिए हमजा को मत बता देना बिला वजह वो
385.28,5.68,परेशान होगा थोड़ी देर में तो हम आ जाएंगे
387.96,3.0,हां
392.56,6.56,च ठीक
395.12,4.0,है हां हां चले
401.35,5.839,[संगीत]
