Start Time (s),Duration (s),Text
0.08,8.12,दिल ये मेरा तेरे दिल से जा मिला है रब से
5.6,4.2,जिसको मांगा
8.2,4.28,तूस
9.8,5.52,है गेम तो खेल रहा हूं
12.48,6.52,शाहजहां लेकिन तुम्हारे साथ
15.32,8.08,नहीं इस बार बाहर के खिलाड़ी
19.0,8.88,से मुझे मुझे यकीन नहीं आ रहा मेरा ख्याल
23.4,5.199,है ड़ को दर्स और दर्स को दर बनते देर
27.88,3.64,नहीं
28.599,6.201,लगती यहां मेरी बीवी की बात हो रही है
31.52,6.8,सु मैं सिर्फ तमाशबीन बनकर खड़ा नहीं हो
34.8,7.32,सकता हां हां तुम्हें तो चाहिए एक फिल्मी
38.32,5.88,बड़क मार कर इन दोनों को शूट कर दो रंगे
42.12,5.0,हाथों जो पकड़ा था इन्हे है
44.2,5.519,ना कि मेरे साथ इस कमरे में रहना तुम्हारे
47.12,2.599,लिए सजा
50.719,8.64,है तो फिर अपनी अपनी ही बात से क्यों फिर
53.84,10.399,रहे दिल ये मेरा तेरे दिल से जा मिला है
59.359,9.361,रब जिसको मांगा तू वो सिला
64.239,7.121,है जी बहुत शुक्रिया बहुत शुक्रिया
68.72,5.759,जमीन तुम तुम अकेली जा रहे हो अकेले मत
71.36,5.399,जाओ बेटा क्यों किसी का रास्ता रोकने के
74.479,4.32,डर से मैं यूनिवर्सिटी जाना छोड़ दूं ये
76.759,4.081,चाहती है आप अरे नहीं नहीं मैं यह बिल्कुल
78.799,3.881,नहीं कह रही कि तुम जाना ही छोड़ दो मैं
80.84,4.76,तो सिर्फ यह कह रही थी
82.68,5.2,कि मैं मैं मैं हमजा से कहती हूं वो छोड़
85.6,4.0,आएगा फिर ले भी आएगा हां नहीं इसकी कोई
87.88,5.36,जरूरत नहीं है ताई जान आपको प्लीज अरे
89.6,6.01,क्यों नहीं है जरूरत रुको तुम हमजा हमजा
93.24,6.35,हमजा वहां है यहां
95.61,3.98,[संगीत]
101.74,9.059,[संगीत]
115.36,10.2,नहीं तुम कहां से आ रहे हो इसे साथ लेकर
121.0,6.479,कब्रस्तान गए थे हमजा तुम अब भी इसे पहलू
125.56,3.479,में लिए घूम रहे हो जिसे ठोकर पर भी नहीं
127.479,3.961,रखना
129.039,4.901,चाहिए यह आप मेरी बीवी के बारे में कह रही
131.44,8.36,है अमी मैं क्यों रखूंगा ऐसे ठोकर
133.94,8.5,[संगीत]
139.8,4.79,पर ठोकर पर नहीं रखोगे तो क्या करोगे
142.44,5.6,नगीना बनाकर ताज में जड़वा करर सर पर रख
144.59,7.57,[संगीत]
148.04,7.76,लोगे बीवी की जगह तो वही होती है आप भी एक
152.16,3.64,औरत है आपको मुझसे ज्यादा अंदाजा होना
156.44,8.55,चाहिए च
160.37,4.62,[संगीत]
169.01,4.08,[संगीत]
176.63,3.59,[संगीत]
200.12,3.639,[संगीत]
208.4,4.24,समीन समन प् प्लीज मेरी
212.799,3.0,बात
229.08,5.84,नो तुम नहीं जानते
231.4,5.96,वकास मुझे यह बात शायद अब रिलाइज हुई है
234.92,5.28,कि मैं अपने मुंह से हमारे रिश्ते की बात
237.36,6.4,अपनी अम्मी के सामने नहीं कर सकती और अगर
240.2,7.119,मैंने कर भी दी तो स्टैंड नहीं ले
243.76,6.92,सकती इसलिए तुमने पीछे हटने का फैसला किया
247.319,3.361,है पता
251.0,7.479,नहीं तुम अपनी बात
253.599,7.521,करो मोहब्बत करती है मुझसे करती हो कि
258.479,5.361,नहीं अपनी बेटी की जान लेना इतना आसान
261.12,5.24,नहीं होता लोगों के असूल दूसरों के लिए
263.84,4.2,अलग अपने बच्चों के लिए अलग होते हैं अपने
266.36,3.92,बच्चों की खुशी की खातिर हर कोई कुछ भी कर
268.04,4.76,सकता है मेरी अम्मी के लिए सर्फ सर्फ उनकी
270.28,4.72,खुशी और उनकी अना सबसे अहम है मेरी
272.8,3.239,मोहब्बत से इनकार करके तुम खुद क्या करोग
275.0,4.28,पता
276.039,6.0,नहीं मेरी मां जैसी औरत की बेटी का कोई
279.28,5.52,काम नहीं कि वह मोहब्बत करे या पसंद की
282.039,5.241,शादी जैसा ख्याल अपने दिल में
284.8,4.119,लाए मैं तुम्हारी मां के ख्यालात यहां
287.28,3.24,जानने के लिए नहीं तुम्हारे ख्यालात जाने
288.919,4.081,के लिए बैठा
290.52,6.239,रू मोहब्बत करती हो
293.0,7.16,मुझसे जबी तो रो रही
296.759,6.0,हूं बस सब मुझ पर छोड़ दो
300.16,2.599,क्या करोगे
303.72,5.84,तुम आईम सॉरी टू से बट तुम्हारी मम आई मीन
307.68,4.12,ताई जान तुम दोनों के बीच में इस बात को
309.56,5.639,बहुत बढ़ा रही है कोई और बात
311.8,6.04,करो मुझे तुमसे इस बारे में कोई बात क्या
315.199,4.481,बात करो तुम दोनों की जिंदगी का इतना अहम
317.84,6.04,मसला है और तुम इस टॉपिक पर बात नहीं करना
319.68,5.88,चाहते कमन हम इनोस तुम इतने साल
323.88,5.92,ऑस्ट्रेलिया में रहकर आए हो और तुम इतनी
325.56,8.8,छोटी सी बात रिट करो छोटी सी बात नहीं
