Start Time (s),Duration (s),Text
0.12,8.08,दिल ये मेरा तेरे दिल से जा मिला है रब से
5.64,4.44,जिसको मांगा
8.2,5.359,तूला
10.08,6.279,है तुम चाहते हो कि मैं इस सारे खेल में
13.559,7.841,एक खामोश तमाशाई का किरदार अदा करूं तो
16.359,8.481,ठीक है मुझे मंजूर है लेकिन
21.4,4.959,कुर्रम फिर जीत तुम्हारी होनी
24.84,5.759,चाहिए
26.359,5.88,मंजूर हाला बेवकूफ तो मैं हूं नहीं ओके
30.599,3.081,बात तो जरूर है जो तुम्हारे होठों पर आती
32.239,2.801,है और बताती नहीं हो या बताना नहीं चाहती
33.68,5.32,हो तो और बात
35.04,3.96,है इनफ इ इनफ
40.44,10.08,यार रिश्ते ताल्लुक मोहब्बत ये तो सब नेमत
47.64,6.0,है इनकी नाक दरी नहीं की
50.52,9.679,[संगीत]
53.64,11.839,जाती दि ये मेरा तेरे दिल से जा मिला है
60.199,7.761,से जिसको मांगा तू वो सिला है गाइस आई एम
65.479,4.721,सो हैप्पी टुडे कि आज ये कांट्रैक्ट हमने
67.96,5.159,विन किया है यह आप लोगों की मेहनतों का
70.2,4.959,नतीजा है मेक श्यर कि एक मल्टीनेशनल
73.119,4.921,क्लाइंट है एंड वी हैव टू मेक श्यर कि हम
75.159,5.841,उनकी सारी डिमांड्स को फुलफिल
78.04,7.24,करें अ
81.0,4.28,फोन सॉरी
88.479,6.28,शर हेलो
91.759,3.0,हमजा
94.84,4.04,लो
96.52,4.959,सॉरी
98.88,6.76,सॉरी आईम
101.479,8.0,सॉरी मैं बाद में करता हूं
105.64,5.36,हम अभी सॉरी एक्सेप्ट कर लो कॉल बेशक बाद
109.479,5.041,में
111.0,5.96,करलेना मैं बाद में करता हूं खुदा नहीं
114.52,5.68,सुनो फोन नहीं
116.96,5.36,रखना देखो अभी
120.2,6.12,मैं सिर्फ सॉरी कह सकती हूं घर वापस आओगे
122.32,6.359,तो देखना मैं कान पकड़ के माफी
126.32,3.24,मांगूंगी तुम्हारी नाराजगी नहीं बर्दाश्त
128.679,3.041,कर
129.56,4.96,सकती खुदा
131.72,7.179,हाफिज
134.52,4.379,[संगीत]
141.28,12.16,हमजा तस्वीर मन में बसी यार की तस्बी पड़ी
149.92,3.52,रे प्यार
156.239,13.601,की दिल ये मेरा तेरे दिल से जा मिला है रब
162.68,14.639,से जिसको मांगा तू वो सला है तकदीर जब से
169.84,11.64,तुझसे जुड़ी है जाम मोहबत जहे आशकी है
177.319,9.451,पूछो ना पूछो ना पूछो ना हम सब सताए हुए
181.48,8.9,हैं सताए हुए हैं सताए हुए
186.77,5.87,[संगीत]
190.38,4.9,[प्रशंसा]
192.64,5.239,हैं हो हो
195.28,5.12,ग्रेट तो तुम्हें स्मार्ट फोन यूज करना आ
197.879,2.521,गया
200.879,7.761,फाइनली दो दिल मिल रहे
204.879,6.08,हैं हमम पर दर् आ रहा है मुझे तुम्हारे
208.64,4.84,हाथ किस तरह बेवकूफ बन रहा
210.959,4.92,है तुम्हारी असलियत के बारे में तोसे पता
213.48,3.399,नहीं होगा कि कितनी बड़ी फ्रॉड हो तुम मैं
215.879,4.521,फ्रॉड
216.879,6.761,हूं मैं फ्रॉड हूं या तुम फ्रॉड
220.4,5.479,हो शफ के साथ मंगनी हुई हुई थी तुम्हारी
223.64,3.08,फिर भी तुमने मेरे साथ फ्लड किया मुझसे
225.879,3.881,झूठ
226.72,4.239,बोला पछे धोखा दिया अपनी अम्मी को दिया
229.76,5.119,शफक को
230.959,3.92,दिया फोन वापस दो मेरा
235.12,6.6,हां इतनी जल्दबाजी किस बात की है इतनी देर
238.48,3.24,भी मुनासिब नहीं है लड़के
244.04,3.32,जल्दबाजी मुंह को जला देती
247.599,5.211,है तुम्हारी सास चाहती है कि मैं तुम्हें
250.079,5.84,अंजाम से जल्द से जल्द दो चार कर
252.81,7.669,[संगीत]
255.919,8.921,द पर तुम्हें तो पता है कि 2020 मुझे पसंद
260.479,6.041,नहीं है टेस्ट मैच का शैदाई हूं मैं मेरा
264.84,7.199,फोन
266.52,9.8,वापस वैसे आप भी दुनिया की अनोखी सास अपनी
272.039,4.281,बहू की मुलाकात पर पहरा दे रही है शाह
279.16,5.759,जहान मैं जरा ताजा हवा ले रही हूं रईस इधर
283.16,5.2,ही आ जाए आप
284.919,7.241,भी अंदर तलाश कर रहा हूं तुम य
288.36,7.119,खड़ी ये क्या हो रहा है अब
292.16,6.4,वो गिरगिट आ गया था इनका पैर पड़ने वाला
295.479,5.121,था इनको बचाने में इनका फोन गिर गया कहां
298.56,6.56,आ गया गट कहां
300.6,7.2,है यही यही है यही
305.12,5.13,था आपका
307.8,7.399,फोन थैंक
310.25,8.75,[संगीत]
315.199,3.801,यू अब नहीं नजर
319.56,5.24,आएगा रंग बदल लिया ना उन्होंने
344.43,3.12,[संगीत]
351.759,8.0,तुम तुम अपने होश में हो मुझे आंखें दिखा
355.319,6.801,कर आई हो होश में आ गई हूं ताई जान
359.759,6.88,बिल्कुल होश में आ गई
362.12,6.44,हूं आप बताएंगे हमजा को व रम बताएगा हमजा
366.639,5.601,को
368.56,7.079,हां मैं खुद बताऊंगी हमजा
372.24,7.0,को तुम हां
375.639,6.481,मैं जब यह तय हो ही गया है कि हमजा को पता
379.24,5.44,चलना ही है तो मैं खुद क्यों ना बता दूं
382.12,5.84,उसे
384.68,7.919,अच्छा तो
387.96,10.359,चलो कैसे बता मुझे भी तो पता चले क्या
392.599,9.121,बताओ सब कुछ बता दूंगी हर्फ
398.319,5.201,हर्फ और जब उसे पता चलेगा तो व रन को जान
401.72,4.24,से मार देगा आप
403.52,4.72,देखिएगा मैं उसे बताऊंगी कि कैसे उसने
405.96,5.6,मुझे तंग किया कैसे उसने मुझे धोखा दिया
408.24,6.6,वो किस मकसद से इस घर में आया ओ इतनी
411.56,6.68,होशियारी यानी तुम हमजा को भड़का गी उसे
414.84,5.84,इतल दिलाओ गी खुद को मासूम साबित करोगी
418.24,3.84,ताकि वो इज्जत और गैरत के नाम पर खुरम से
420.68,4.239,भिड़
422.08,6.64,जाए तो तुम्हें यह चाल तो मैं नहीं चलने
424.919,5.4,दूंगी आपको किसने कहा कि मैं झूठ बोलूंगी
428.72,5.199,हमजा
430.319,7.16,से मैं हमजा को सब सच
433.919,5.961,बताऊंगी और अगर आपको जरा सा भी शक है ना
437.479,4.681,तो आप सामने बैठ के तैसी करती
439.88,6.4,[संगीत]
442.16,8.0,जाइएगा इससे पहले कि खुर्रम और आप अपने
446.28,5.319,अपने सच में इतना झूठ मिला दे कि वो तो मत
450.16,6.56,बन
451.599,8.0,जाए मैं हमजा को अलिफ से ये तक सब कुछ बता
456.72,6.4,दूंगी मैंने बहुत गैरत मंद बेटा पैदा किया
459.599,5.88,है हाला नफीस अहमद क्या समझती हो तुम
463.12,3.4,तुम्हारी बद किरदार की दास्तान वो हंस के
465.479,5.0,सुन
466.52,6.6,लेगा बद किरदार की नहीं ताई
470.479,5.881,जान बेवकूफी
473.12,8.4,की बे अकली
476.36,8.36,की और हां आपने पैदा जरूर किया है लेकिन
481.52,6.92,मैं उसकी बीवी हूं उसके साथ रहती हूं आपसे
484.72,7.36,अच्छा उसको जानती हूं
488.44,7.28,मा गुस्सा होगा नाराज हो जाएगा लेकिन मैं
492.08,7.32,उसे मना लूंगी बहुत बड़ा दिल है
495.72,9.199,उसका तुम
499.4,10.519,हां आपको पता है राफे जुर्म जुर्म को
504.919,6.641,हल्का कर देता है और शर्मिंदगी से दिल हो
509.919,5.081,जाते
511.56,5.959,हैं और माफी मांगने वालों के लिए गुंजाइश
515.0,6.32,की कमी नहीं
517.519,7.961,होती मैं आपके और रम के हाथों और अजियत
521.32,7.76,नहीं सह सकती मैंने मैंने सोच लिया है
525.48,7.16,आरया पार आईम सॉरी
529.08,6.199,आला गुस्से में कुछ ज्यादा ही क गया
532.64,8.639,नहीं आई एम
535.279,6.0,सॉरी दोबारा नहीं और नहीं
541.519,5.201,नहीं मेरी तरफ से एक सॉरी रहता है एक बात
544.6,2.12,के
549.279,4.881,लिए
551.04,5.32,क्या हम बाद में बात करते हैं नहीं मुझे
554.16,5.28,अभी बात करनी है मुझे तुमसे बहुत जरूरी
556.36,5.479,बात करनी हमजा इतनी आसानी से नहीं क्या कर
559.44,9.28,रही है अम्मी अभी लग जाती उसे आसानी से
561.839,6.881,नहीं ताई जान मुश्किल से बहुत मुश्किल से
