Start Time (s),Duration (s),Text
0.12,8.04,दिल ये मेरा तेरे दिल से जा मिला है रब से
5.64,5.28,जिसको मांगा
8.16,5.679,तूस
10.92,5.72,है अगर तुमने मेरी मां के बारे में दोबारा
13.839,5.481,यह लज इस्तेमाल किया तो मुरा कोई नहीं
16.64,5.12,होगा समझी
19.32,7.84,तुम
21.76,8.679,ला माफी मांगो अमी से आई से सॉरी नहीं
27.16,4.919,नहीं रहने दो रहने दो हमजा अब हम जबरदस्ती
30.439,6.841,किसी के दिल में एहतराम तो नहीं पैदा कर
32.079,8.041,सकते ना कौन है ये लड़की मैं मैं इसे नहीं
37.28,5.36,जानता अंकल मैं तो मैं तो खुद पहली बार
40.12,5.08,देख रहा हूं उस लड़की
42.64,6.72,को मुझे अंदाजा नहीं था कि मुझे इस तरह
45.2,8.79,बुलवाकर जलील किया जाएगा दिय मेरा तेरे
49.36,5.76,दिल से जा मिला है रब से जिसको
53.99,2.889,[संगीत]
55.12,5.959,मांगा
56.879,8.721,है अच्छा खुदा
61.079,7.241,आप फफा हो के जा रहे हैं आईम
65.6,7.0,सॉरी आप क्यों सॉरी कर रही है
68.32,6.72,स आपने तो कुछ नहीं किया व जो मेरी ताई
72.6,4.48,जान ने कहा
75.04,6.439,ननो रिली
77.08,11.6,ओके चलता हू एक्सक्यूज
81.479,7.201,मी आईम रियली सॉरी फॉर ट मा मदर ड हमजा
91.52,5.919,मैं बहुत माजर खा यार दर सल अम्मी मैं समझ
96.119,5.801,नहीं
97.439,7.96,सक इस तरह आपकी मदर ने मुझे हिट क्यों
101.92,7.76,किया क्या दुश्मनी थी उनकी मुझसे या या
105.399,7.641,उनसे दुश्मनी आपसे नहीं दुश्मनी मुझसे
109.68,3.36,हैकी मदर
113.719,8.0,की एनीवे आईम रिली सॉरी या आई होप टू सी य
118.719,3.0,स
124.56,7.88,आप खफा हो के जा रहे हैं ना खफा नहीं हो
129.56,6.959,स पर अभी जाना मुनासिब
132.44,4.079,होगा तभी तो मैं दोबारा आ
137.22,3.08,[संगीत]
148.04,4.72,सकूंगा ठीक हो
150.15,3.77,[संगीत]
152.76,5.0,कुछ नहीं
153.92,8.319,है आराम आराम
157.76,4.479,से ज य
168.159,6.881,बै
170.44,4.6,य हाला इस शक्स को नहीं जानती
175.159,5.521,है देख आराम से प
180.76,6.399,इसे पता चल जाए कि जान गलत नहीं कह
184.2,3.93,तो आपने तो मुझे नजर मिलाने के काबिल भी
187.159,3.881,नहीं
188.13,7.109,[संगीत]
191.04,6.64,छोड़ा क्या हो गया ला ला नहीं रोते तबीयत
195.239,2.441,खराब हो
198.959,5.481,जाएगी
201.239,3.201,लारी तरफ
205.799,5.241,देखो अम्मी को तो पता नहीं क्या हो गया
211.08,6.4,लेकिन मैंने उनकी किसी बात पर यकीन नहीं
213.28,7.44,किया ओके ठीक ठीक कह रहा है
217.48,6.039,हमजा इसने यकीन नहीं किया मैं कह रही हं
220.72,2.799,छोड़ मुझे जाने
225.959,7.961,देना तुम मुझे अके छोड़ के मत
229.519,8.08,जाओ किस कदर खौफ जदा कर दिया आपने ला
233.92,7.239,कोमी हमजा हमजा ने मुझ पर यकीन किया और
237.599,4.311,र्रम ने इंकार कर दिया इसलिए इसलिए अब ईडन
241.159,2.761,कुछ नहीं कर
241.91,5.049,[संगीत]
243.92,5.72,सकेंगे अब वो भी गुस्से में
246.959,5.351,है तुम्हें पता उससे उनको कुछ समझ नहीं
249.64,5.97,आता वो क्या करते हैं मैं
252.31,3.3,[संगीत]
256.639,5.12,आता लेकिन र ने मुझे पहचानने से इंकार
260.639,6.521,क्यों कर
261.759,8.641,दिया उसने मुझे धमकाया था हॉस्पिटल में या
267.16,7.44,फिर शायद ये कि उसे
270.4,7.639,समीन जैसी अच्छी अच्छी लड़की मिल रही है
274.6,7.68,तो उसने सोचा होगा कि क्या क्या जरूरत
278.039,6.921,हाला के नाम की राख रख कर अपने हाथ काले
282.28,5.919,करे
284.96,3.239,और क
293.639,7.241,गया मैं आज ये सच साबित करके लूंगी
296.759,7.041,शाहजहां तमल से खड़ी रहो अरे का सच कौन सा
300.88,5.72,सच जब कोई और हीला बहाना काम ना आया तो
303.8,7.0,कैसे पतरा बदल दिया बतान लगा दिया मेरी
306.6,8.0,बच्ची पर मैं बतान नहीं लगा रही और तुम
310.8,7.48,दोनों बाप बेटा सुन लो अच्छी तरह से अरे
314.6,6.879,यह तो जीता जागता लड़का था यह शाह जहान तो
318.28,6.199,हालाकि बकस में इतनी बढ़ गई है कि अगर कोई
321.479,6.84,कव्वा भी मुंडेर पर आकर बैठेगा तो यह यही
324.479,7.401,कहेगी यह कव्वा हाला के चक्कर में आता है
328.319,7.6,हां बल्कि हाला को तो छोड़ो अब मैं समझी
331.88,7.599,असल बात यानी शाह जहान तेरा भी कमाल नहीं
335.919,6.521,है कैसे एक तीर से दो शिकार कर लिए यानी
339.479,5.681,समीन का भी रिश्ता कैसे सफाई से भगा दिया
342.44,6.759,सही कहती थी सोफिया यह नहीं होने देगी
345.16,7.92,जमीन का रिश्ता अरे जलीस को देखो कैसा दिल
349.199,8.0,पकड़ के गया है मेरा बच्चा और वो कैसा
353.08,7.08,सुलझा हुआ समझदार शरीफ मामला फहम बच्चा था
357.199,5.601,कि चुपचाप चला गया वरना इसने
360.16,7.36,इसने तो कोई कसर नहीं छोड़ी थी पता नहीं
362.8,4.72,क्या सोचता होगा वो हम लोगों के बारे में
372.21,9.14,[संगीत]
387.04,16.27,[संगीत]
404.68,4.68,क्या सोच रहा होगा वो यही सोच रहा होगा ना
407.12,4.519,कि किस महारत से वो हम लोगों की आंखों में
409.36,4.2,धूल झोक कर यहां से चला गया है पर मैं उसे
411.639,6.96,ऐसे जाने नहीं दूंगी मैं दूध का दूध और
413.56,8.199,पानी का पानी करके रहूंगी हां हा समीन को
418.599,6.28,पता है समीन को बुलाती हूं समीन समन समीन
421.759,5.401,को मत बुला अमी आ गई आपने उसके साथ अच्छा
