Start Time (s),Duration (s),Text
0.12,11.519,दिल ये मेरा तेरे दिल से जा मिला है रब से
5.6,10.4,जिसको मांगा तू हसला है कैसा सलूक था आप
11.639,6.8,लोगों का हाला के साथ खास तौर पर शाहजहां
16.0,4.92,भाभी का नाम लिया था हम तुम कौन होते हो
18.439,5.241,उसको यहां से निकालने वाले ये लड़का समीन
20.92,4.599,तो क्या उसकी परछाई के काबिल भी नहीं है
23.68,6.28,आप प्लीज इसको कहीं अभी निकले यहां से
25.519,6.441,नहीं ये हाला ने किया है इसने फसवाल को
29.96,4.279,खुर्रम के साथ ताकि खुर्रम का आना जाना
31.96,4.119,लगा रहे इस घर में मैं नहीं लाई थी उसे
34.239,5.521,अपने पीछे लगाकर ताई
36.079,6.241,जान मैं ये बात नहीं मानूंगी हां हां
39.76,4.92,पकड़ो पकड़ो बाप का हाथ बहुत पुकारती थी
42.32,7.879,ना देख लो फाइनली आ गया है तुम्हारा बाप
44.68,11.28,तुम्हें लेने मेरा तेरे दिल से जा मिरा है
50.199,10.2,रब से जिसको मांगा तू वो स है
55.96,4.439,हाला कहीं नहीं जाएगी
61.039,6.241,मैंने तुम्हारी जिंदगी से इस नहुसत के
64.119,5.961,दायरे को हटा दिया है ये जा रही है हमजा
67.28,4.36,ये जा रही है ये ये मेरे बेटे के लिए यही
70.08,4.2,रह गई थी क्या
71.64,5.6,हमजा अपनी मां को यहां से लेकर जाओ जाओ
74.28,5.519,यहां से नहीं मुझे नहीं जाना नहीं जाना
77.24,5.199,मुझे मुझे यह मंजर अपनी आंखों से देखना है
79.799,4.841,इस एक पल के लिए मैंने सारी जिंदगी इंतजार
82.439,5.161,किया हाला कहीं नहीं जाएगी अम्मी और ये
84.64,6.08,मेरा आखरी फैसला है नहीं जाएगी कैसे नहीं
87.6,6.24,जाएगी ये जाएगी ये जाएगी हमजा
90.72,6.0,मैंने आज मर जाने या मार देने की कसम खा
93.84,7.04,ली है हमजा ये जाएगी इसको निकालो यहां से
96.72,7.52,शाजन ये जाएगी चलो अपने कमरे में चलो चलो
100.88,3.36,मैं कह रहा
105.64,14.7,[संगीत]
120.64,4.21,अब हम यहां नहीं रुकेंगे
122.92,5.399,ला
124.85,6.67,[संगीत]
128.319,5.211,चलो हला मेरे
131.52,41.439,बच्चे चलो
133.53,43.67,[संगीत]
172.959,7.121,आपके मल प से जवाब मस नहीं हो रहा कुछ देर
177.2,6.119,बाद कोशिश कीजिए
180.08,3.239,र थी
183.7,4.709,[संगीत]
195.36,9.72,[संगीत]
211.28,17.4,कॉल काट ी
212.73,20.429,[संगीत]
228.68,7.399,मेरी चलो इधर इधर चलो मैं कह रहा हूं बैठो
233.159,3.881,इधर बहुत सोच के मैंने तुम्हारा नाम रखा
236.079,4.8,था
237.04,7.279,अमसा यानी शेर मैं भूल गई कि नाम से कोई
240.879,6.321,फर्क नहीं पड़ता लानत का मकाम है बेटे ने
244.319,5.0,बाप से जींस में बेगैर ले ली है बदतमीजी
247.2,5.36,मत करो बकवास कर रही हो छोड़ो उसे क्या
249.319,6.441,कहू क्या कहू ये ये कैसे रह सकता है उसके
252.56,4.199,साथ एक छत के नीचे अमी क्या अम्मी बोलो
255.76,3.64,क्या
256.759,5.681,अम्मी अपने हाथ पर बैठी हुई मक्खी
259.4,5.12,बर्दाश्त ना करने वाला मर्द आंखों देखी
262.44,5.12,मक्खी निकलने की तैयारी कर रहा है दुनिया
264.52,5.44,क्या कहेगी दुनिया बाद में कहेगी पहल तो
267.56,4.72,आपने कर दिया ना रोकता रह ग मैं आपको
269.96,5.16,रोकता रह गया हूं बेइज्जत करके रख दिया
272.28,6.12,आपने तमाशा लगा दिया मेरी इज्जत का आपको
275.12,7.32,एहसास है कितनी तकलीफ पहुंचाई है आपने
278.4,7.72,मुझे बिल्कुल ठीक कह रहा है तुम जाओ बे
282.44,7.039,तुम जाओ हां हां जाओ जाओ जाओ हमजा तुम जाओ
286.12,6.12,जाके राओ उस बेशर्म के साथ मुझे क्यों चप
289.479,5.641,कर आ रहे हो मेरा ख्याल था जब रईस अहमद को
292.24,6.84,पता चल जाएगा घर में जलजला आ जाएगा घर की
295.12,6.6,बुनियाद हिल जाएंगी ईट से ईंट बजा देंगे र
299.08,6.6,से मैं पागल नहीं है रईस
301.72,7.84,अहमद ईंट से ईट बजा देगा रईस
305.68,9.28,अहमद इतनी मेहनत से बनाया हुआ
309.56,5.4,घर इ आसानी से तबाह नहीं होने दूंगा
315.039,3.681,मैं ऐसे नहीं हो
319.12,6.24,सकता
320.96,7.16,बहुत बहुत मोहब्बत है मुझे इस घर
325.36,7.399,से ये नहीं हो सकता कि
328.12,4.639,मैं मैं इसे इस तरह से बर्बाद कर
333.039,3.761,दो कुछ नहीं करेंगे
342.36,4.16,आप अब और कितना शर्मिंदा
347.88,6.4,करोगी हो गई मुझसे गलती
351.96,8.079,हाला
354.28,5.759,लेकिन तुम्हें तो गलती करने की जरूरत नहीं
360.36,5.92,मुझे माफ कर
362.479,3.801,दो मुझे माफ कर
381.36,4.64,दो चलो मेरे बच्चे
388.34,10.819,[संगीत]
399.199,6.44,चलो पहले
401.52,8.16,मैं इस धज के से तो बाहर निकला हूं कि
405.639,6.361,हाला जैसी बुद्धू लड़की यह सब कुछ कर सकती
409.68,6.199,है मैं तो
412.0,8.72,हमेशा जमीन पर इस तरह का शको शुबा करता
415.879,8.521,रहा हाला इस तरह का चांद चढ़ाए कीी
420.72,7.36,कभी सोच भी नहीं सकता था मैं मेरा खून खोल
424.4,7.239,रहा है तो किस बात का इंतजार है जाके कहे
428.08,5.28,ना अपने बेटे से कि फारिग करे उसे बेटे से
431.639,6.321,तो बाद में बात
433.36,10.36,करूंगा पहले जरा भाई से बात कर
437.96,9.519,लू कौन से भाई ला का बाप क्या मतलब ला को
443.72,8.0,पाला पोसा अपने लाइक फाइक बेटे की बीवी
447.479,8.0,बना दिया और आज वो यहां आकर अपना हक जताने
451.72,6.599,लगा है इस घर पर मेरे बेटे के सामने अपनी
455.479,7.081,बेटियों को खड़ा करना चाह रहा
458.319,4.241,है मेरी समझ में कुछ नहीं आ
462.8,8.679,रहा देखो मुझे यह चाहिए कि मैं इस घर को
467.639,5.641,किसी ना किसी तरह से अपने नाम करवा लू या
471.479,5.801,फिर हमजा के
473.28,8.24,नाम यह घर हमारी मिलकियत हो जाए उसके बाद
477.28,7.319,तुमने जो आपके की वजह से हाला आप भी मेरे
481.52,6.519,सर पर मुसल्लत रहेगी नहीं नहीं रही सहमत
484.599,7.121,ये नहीं होगा नहीं अब आप कहे हमजा को क्या
488.039,9.6,हाला को छोड़ दे वो अरे छोड़ देगा कह
491.72,5.919,दूंगा तलाक दे उसे तलाक भी दे
498.0,5.759,देगा आप मेरे साथ गेम खेल रहे हैं गेम तो
502.479,4.081,खेल रहा हूं
503.759,7.64,शाहजहां लेकिन तुम्हारे साथ
506.56,8.76,नहीं इस बार बाहर के खिलाड़ी से
511.399,5.12,मुझे मुझे यकीन नहीं आ रहा मेरा ख्याल है
515.32,5.56,को दर्
516.519,8.721,और दर्स को दर बनते देर नहीं
520.88,6.04,लगती तुमने हाला को निकालना है निकाल देना
525.24,5.719,तुम्हें कोई कुछ नहीं
526.92,7.68,[संगीत]
530.959,8.681,कहेगा मुझे पता है मैंने क्या करना
534.6,5.04,है और कब करना है
541.18,3.14,[संगीत]
546.32,6.44,डैड ये सब क्या है जो भी हाला ने कहा
550.6,7.2,है
552.76,7.4,गलती बल्कि गलतिया गलती यू मीन मिस्टेक
557.8,2.36,लेकिन
561.92,4.8,किसकी
564.079,6.121,मरियम चलो यहां
566.72,4.6,से अब हम यहां नहीं रुकेंगे
570.2,3.84,और
571.32,5.8,हाला उसने तो तुम्हारे सामने ही इंकार कर
574.04,6.08,दिया था वो हमारे साथ नहीं चलना चाहती
577.12,6.279,मरियम तो आप उसे छोड़ के चले जाएंगे जैसे
580.12,5.08,उसे पहले छोड़ के गए थे मैं अक्सर सोचती
583.399,4.241,थी कि एक इंसान के बारे में दो मुख्तलिफ
585.2,5.36,राय कैसे हो सकती है लेकिन इधर आके ना
587.64,4.92,मुझे यह बात समझ में आ गई है आपको देख के
590.56,5.68,[संगीत]
592.56,7.08,डड तुम क्या कहना चाहती हो ड हमारे लिए आप
596.24,6.76,वर्ल्ड के बेस्ट फादर है लेकिन अगर यही
599.64,5.319,क्वेश्चन हाला से पूछा जाए तो कैसे कर
603.0,4.959,सकते हैं आप उसके साथ
604.959,7.081,ऐसा हम वहां पर आपके साथ लाइफ की सारी
607.959,7.0,लगजरी एंजॉय करते रहे और यहां पर
612.04,5.88,हाला आपने मेरे मूसा और अब्राहम के बीच
614.959,6.761,में तो कभी डिफरेंट नहीं किया फिर हाला के
617.92,6.039,साथ ऐसा क्यों वह भी बेटी है ना आपकी आप
621.72,4.44,जाए जाकर पूछे अपने भाई से कि उसके साथ
623.959,6.88,होता क्या आ रहा है इस घर
626.16,4.679,में आ गया हूं मैं
630.88,5.079,पूछो भाई क्या पूछना चाहते हो मरियम तुम
634.24,5.12,जाओ य
635.959,12.261,से डड मरियम
639.36,8.86,[संगीत]
652.56,8.68,[संगीत]
657.079,4.161,जाओ नहीं डड
661.639,6.76,हो ना था हो गया अकेले रहना आ गया है मुझे
665.079,3.32,नहीं जरूरत आपकी
668.44,4.839,अब मेरे साथ जो कुछ बुरा हो रहा था
687.639,5.721,हो शफ खाला का बेटा है
712.32,6.4,खुर हाला बता रही थी कि उसे रात को घर से
715.519,4.361,निकाला गया था तो पूछना था ना क्यों
718.72,4.0,निकाला था
719.88,5.8,आपसे पूछ रहा हूं मुझसे क्यों पूछ रहे
722.72,6.52,हो मुझे कटहरे में खड़ा करने की कोई जरूरत
725.68,7.159,नहीं और ना ही तुम कर सकते हो कर सकता हूं
729.24,6.0,हालांकि शिकायत सुनी आपने वो यहां मुफ्त
732.839,4.521,में नहीं रह रही थी भाई जान जरूरत से
735.24,5.8,ज्यादा खर्चा बेचता रहता था जरूरत से
737.36,5.44,ज्यादा हसत का शिकार है तुम्हारी बेटी और
741.04,5.4,उस पर अम्मा के लाड प्यार ने तो उसको
742.8,6.8,बिल्कुल बिगाड़ दिया अम्मा कानों की
746.44,5.44,कच्ची जो कुछ आकर उसने कहा उन्होने न कर
749.6,6.599,लिया और सबकी शामत आ गई
751.88,8.12,बस किससे शादी करवा रहे थे आप किससे
756.199,5.601,मतलब तुम्हे नहीं मालूम हमजा से शादी
760.0,5.24,करवाई है अपने बेटे
761.8,6.68,से और मेरा बेटा काबिल
765.24,4.08,है जबकि माफ करना तुम्हारी बेटी इस काबिल
768.48,4.4,नहीं
769.32,5.84,थी आज जो कुछ भी हुआ उसके बाद तो मेरे लिए
772.88,4.92,शर्म से डूब मरने का मकाम है
775.16,5.08,ना इस किरदार की लड़की मेरे घर में तो
777.8,4.599,नहीं रह सकती कम से कम आप कौन होते यह
780.24,6.52,फैसला करने
782.399,8.0,वाले तो यह बात तो मैं हमजा से
786.76,6.24,करूंगा और एक बात सुन ले अगर उन दोनों के
790.399,6.641,लिए इस घर में जगह नहीं है तो कोई बात
793.0,7.839,नहीं मेरे साथ चलेंगे वो दोनों
797.04,7.2,ठीक कर लो बात
800.839,7.191,जाओ कर लो कोशिश करके देख लो खड़ा हूं मैं
804.24,11.67,यही जाओ
808.03,7.88,[संगीत]
830.639,4.0,मैंने ना कभी तुम्हें अपनी देवरानी नहीं
833.079,4.88,समझा
834.639,5.681,सोफिया पर पता नहीं क्यों तुमने मुझे
837.959,5.56,हमेशा अपना दुश्मन
840.32,7.519,सम मैं कहती तो रही तुम्हें कि तुम गलत कर
843.519,4.32,रही हो तुम गलत कर रही हो मर
848.72,7.08,तुम इतने साल का साथ था हमारा एक बार तो
852.959,6.44,सोचती इधर देखो मेरी
855.8,6.399,तर इधर देखो ना र
859.399,4.8,देखो मैं हूं
862.199,4.2,ना तुम्हारे
864.199,6.521,साथ तुम्हारे
866.399,6.161,लिए जमीन के लिए
870.72,4.44,वो चली जाएगी इस घर
872.56,7.48,से हमेशा हमेशा के
875.16,4.88,लिए रेस ने कहा है
886.78,6.199,[संगीत]
923.759,4.721,ठीक है मुझे पता है तुम्हारी दादी का
925.88,5.079,इंतकाल हुआ है मगर बंदा एक बार रिप्लाई तो
928.48,2.479,कर सकता है
931.29,3.75,[संगीत]
932.44,6.319,अब कोई बहाना नहीं चलेगा तुम कल कॉलेज जा
935.04,3.719,रही हो तीन दिन से नहीं देखा
939.6,6.52,यार
942.12,4.0,क आई
956.18,3.84,[संगीत]
962.0,2.92,फिर क्या सोचा
966.88,6.72,है किस बारे में आला के बारे
971.21,5.39,[संगीत]
973.6,3.0,में
980.16,8.0,मतलब मतलब यह कि
982.639,5.521,उसे रखना है या छोड़ना है
989.48,4.799,छोड़ कैसे सकता हूं
990.87,5.85,[संगीत]
994.279,5.52,मैं
996.72,3.079,[संगीत]
999.88,3.0,अी
1003.92,8.41,बार अच्छा फैसला है
1006.92,9.67,रा बाकी मुझ पर छोड़ दो मैं खुद सु
1012.33,4.88,[संगीत]
1016.59,7.83,[प्रशंसा]
1017.21,12.649,[संगीत]
1024.42,5.439,[प्रशंसा]
1045.319,9.561,सलाम वालेकुम भाई जान वालेकुम अस्सलाम
1050.4,4.48,अरे बैठे प्लीज स भाई
1057.4,5.88,प्लीज कब लेकर जा रहे हो अपने दामाद को और
1061.48,5.8,अपनी बेटी को अपने
1063.28,5.44,साथ वो हमजा ने तो बात करने का मौका ही
1067.28,6.36,नहीं
1068.72,9.319,दिया दोबारा ट्राई करके देखलो मानेगा नहीं
1073.64,4.399,मेरा बेटा बहुत गैरत मंद है
1080.0,4.48,रईस
1081.48,3.0,भाई
1084.559,4.521,देखि मैं मानता हूं हाला से गलती हो गई
1087.679,6.0,गलती हुई है
1089.08,4.599,ना तो गलती की सजा तो भुगतनी
1095.96,5.52,पड़ेगी भाई जान फिर भी आप जरा बात करके तो
1100.28,4.759,देखें
1101.48,4.92,प्लीज कि तरह से बात करके देख किससे बात
1105.039,4.281,करके देखो
1106.4,4.8,क्यों रात इतनी ह कात से तुम ने मुझसे कहा
1109.32,6.44,कि आप बीच में मत आए तो मैं हट गया मैं
1111.2,8.479,मजरत खा हूं वाकई आपसे माफी चाहता हूं वो
1115.76,6.76,मौके की गरमा गर्मी में ना जाने प्लीज
1119.679,5.081,प्लीज मुझे माफ कर
1122.52,5.6,दे देखो
1124.76,8.279,नफीस य कोई मामूली बात नहीं
1128.12,8.6,है बाप बनकर नहीं कुछ देर मर्द बनकर सोचो
1133.039,7.241,वो लड़का हाला के पीछे घर तक आ गया है यार
1136.72,7.64,व शौहर इस तरह की बात बर्दाश्त कर सकता
1140.28,6.56,है और मैं अगर बात करूं भी तो क्या फायदा
1144.36,6.6,इस तरह की बातों में तो कत्ल हो जाए कर
1146.84,7.52,मेरी किसी ने नहीं सुननी क्यों आपकी कोई
1150.96,7.12,कैसे नहीं सुन सकता आप तो भाई भी सररा है
1154.36,6.16,प्लीज ईस भाई मेरी तिर जरा बात करके तो
