Start Time (s),Duration (s),Text
0.04,8.16,दिल ये मेरा तेरे दिल से जा मिला है रब से
5.64,7.079,जिसको मांगा
8.2,7.88,तूला है लेकिन हाला मुझे हर हाल में यहां
12.719,5.241,चाहिए वो नहीं आएगी और मैं नहीं लाऊंगा
16.08,4.52,हाला का चैप्टर मेरी जिंदगी से क्लोज हो
17.96,5.0,चुका है मुझे हमजा को बताना होगा नहीं
20.6,6.36,नहीं नहीं
22.96,7.88,नहीं तुही उसे बताए बगैर चारा नहीं है ऐसी
26.96,5.799,बेलगाम लड़की को तो मार ही देना चाहिए ना
30.84,4.36,और अगर मैं ये नहीं कर सकता तो कम से कम
32.759,7.001,खुद को तो खत्म कर सकता हूं एकदम से नहीं
35.2,6.679,किया था मैंने अमी को कहा अभी आना चाहते
39.76,5.52,मिलना चाहते थे
41.879,10.081,अब आ गए चलिए आप मेरे साथ डा रूम में बैठ
45.28,10.56,आ गए वो लोग मेरा रे दिल से जा मिला है रब
51.96,3.88,से जिसको मा
60.48,7.319,आपको तो पता ही है
62.519,5.28,बच्चे जज्बाती होते हैं
67.88,6.559,जल्दबाजी
70.2,8.599,बुराई नहीं देखते बस घर गुजरते हैं और
74.439,8.441,बुराई क्या निकाह किया है आसरा देक छोड़
78.799,7.081,देना बहुत बेगैर होती है और मैं तो बहुत
82.88,5.44,खुश हूं कि चिराग के बगैर ही बहू मिल
85.88,5.96,[संगीत]
88.32,7.92,गई माशा
91.84,6.76,ला वो भी इतनी प्यारी ओ माय गॉड मैं उन
96.24,5.72,माओ में से नहीं हूं जो मर्जी की बहु लाने
98.6,6.68,के लिए बेटे की जिंदगी बर्बाद कर दे बेटा
101.96,3.32,खुश मां
106.28,7.439,खुश वैसे मार्केट में रई साहब आपको देखा
109.84,10.36,बड़ा ऊंचा ऊंचा बोलते हैं और आज बहुत चुप
113.719,8.961,है नजरें भी नहीं मिला पा रहे जी वो मज
120.2,2.48,ठीक नहीं है
123.6,8.12,मेरी अच्छा बात सुने कोई 5000 दे मैं जरा
127.96,3.76,बटी को पहली दफा
134.4,5.24,है माशाला अल्ला तुम्ह खुश
146.16,4.92,रखे फिर क्या हुकम है हमारे लिए कब आए
149.319,5.321,अपनी अमान
151.08,6.239,लेने कोई अमानत मानत नहीं जाएगी यहां से य
154.64,4.53,क्या कर रहे हो तुम हमजा चुपचाप सब लोग
157.319,9.481,बैठे इनकी नौटंकी क्यों देख रहे
159.17,9.83,[संगीत]
166.8,5.359,हैं और
169.0,3.959,तुमय पकड़ य ले जाए अपना खजाना और निकले
172.159,4.881,इस घर
172.959,7.321,से आपको खुला का नोटिस मिल जाएगा रई साहब
177.04,5.8,यह क्या तरीका है य भाभी का कोई अंदाज है
180.28,3.53,हम रिश्ता लेने आए आपसे कोई गुंडागर्दी
182.84,4.119,करने
183.81,6.429,[संगीत]
186.959,6.0,आए र साब अगर हमारे खानदान के साथ किसी
190.239,6.681,औरत का नाम जुड़ जाए तो वह कब्र के कदमे
192.959,6.84,तक जाता है और कोई जोर जबरदस्ती नहीं है
196.92,6.319,दोनों प्यार करते हैं एक दूसरे
199.799,3.44,से चलो य
205.48,17.16,से आईम सॉरी आप मेरे साथ
210.65,15.63,[संगीत]
222.64,5.69,आपने कुछ खाने को लिया ही नहीं लेना प्लीज
226.28,8.039,नहीं बहुत
228.33,9.03,[संगीत]
234.319,4.881,शुक्रिया व जोहेल वो बदतमीज शख्स मेरे ही
237.36,3.0,घर में खड़ा होकर मेरी बेटी की कबर बनाने
239.2,4.319,की बात कर
240.36,3.159,मैं नहीं छोडूंगी मैं पुलिस को
244.799,4.36,बुलाऊंगा दिलवा उंगीयर्ड
265.15,3.72,[संगीत]
269.759,6.201,हो गई वो आ रहा है अच्छा लड़का है
272.68,4.92,वो उसके मां बाप भी अच्छे लोग हैं कमस कम
275.96,2.88,मुनाफिक नहीं है अमी जो अंदर से है वही
277.6,4.24,बाहर से
278.84,6.079,हैं और उसकी मां ने जिस प्यार से रनी को
281.84,5.48,साथ बिठाया हुआ है मेरे लिए वह काफी है
284.919,4.161,मैं नहीं होने दूंगी यह नहीं होने दूंगी
287.32,5.2,कुछ नहीं करेंगी
289.08,3.44,आप कुछ भी
293.44,7.599,नहीं और आप कहां थी अमी आपने रूमी का
297.68,6.6,ध्यान क्यों नहीं रखा
301.039,6.321,कहां उलझी हुई थी आप
304.28,5.72,हां ऐसा क्या हुआ अमी की रूमी अपनी जिंदगी
307.36,4.76,में इतनी आगे निकल गई है और आपको पता तक
310.0,2.12,नहीं
312.8,5.2,चला मर्द अपना घर अपना धन सब कुछ छोड़कर
315.96,3.239,जाते हैं एक औरत के भरोसे के वह पीछे से
318.0,4.12,सब कुछ संभाल
319.199,4.321,लेगी मुझे यकीन है कि अब्बू को भरोसा होगा
322.12,4.72,कि आप
323.52,5.32,है आप पीछे से सब कुछ संभाल लेंगे हमने सब
326.84,4.799,कुछ आपके जि में छोड़ा हुआ था अम्मी और आप
328.84,2.799,मैं पका
332.24,4.799,मैं रुखसती करने में थोड़ी सी भी देर नहीं
337.56,9.6,ल और आप कुछ भी नहीं
342.6,4.56,करेंगी कुछ नहीं बस
347.68,7.32,करते बस करते
350.479,4.521,यार आपके आगे हाथ जोड़ता हूं बस
355.88,7.84,करते थक गया हूं यार
359.38,6.57,[संगीत]
363.72,5.89,बस
365.95,3.66,[संगीत]
369.68,5.2,करते और आप कहा थे आपने रू का ध्यान क्यों
373.88,5.08,नहीं
374.88,4.08,रखा कहां उझी हुई थ
379.16,8.599,आप ऐसा क्या हुआ की रू अपनी जिंदगी में
382.36,5.399,इतनी आगे निकल गई और आपको पता तक नहीं चला
389.96,7.51,मैं रुखसत करने में थोड़ी सी
392.87,4.6,[संगीत]
401.16,3.0,भी
404.599,16.621,मरियम देखो
408.0,13.22,[संगीत]
433.599,3.0,हम
437.039,5.641,हमजा तुम ठीक हो मरियम हमजा के लिए पानी
440.52,5.16,लेकर
442.68,3.0,आओ
