Start Time (s),Duration (s),Text
0.12,8.04,दिल ये मेरा तेरे दिल से जा मिला है रब से
5.64,9.159,जिसको मांगा
8.16,6.639,तू है मैं नजर आऊ तुम मुह फेर
15.0,8.84,लेना मैं देख लू तने बदल
20.92,5.56,लेना मैं पुकारूं
23.84,6.48,भी तु जवाब मत
26.48,5.52,देना तुम रह सकोगी मेरे बगैर
30.32,5.759,दया
32.0,7.64,जान अबू जान को आपसे कुछ नहीं
36.079,6.401,चाहिए वो सिर्फ इस घर में से अपना हिस्सा
39.64,5.88,बेचना चाहते
42.48,3.919,हैट्स घर बिक गया तो वो तख्ती तो उतर
45.52,4.719,जाएगी
46.399,7.241,ना अम्मा की रूह तो काप जाएगी मैं और जलीस
50.239,8.561,मिलकर बेच रहे हैं आप खरीद वरना अपना
53.64,12.2,बंदोबस्त कर ले मेरा तेरे दिल से जा मिला
58.8,7.04,है से जिसको मांगा तू वो सला
69.759,6.601,है सुबह तो अच्छी भली थी एकदम से बुखार
72.68,7.64,कैसे चढ़ गया लू लग गई है मुझे लगता है
76.36,7.719,अच्छा ये दवाई ले लो रब्या आने वाली
80.32,5.64,है मुझे नहीं जाना किसी रब्या ब्या के साथ
84.079,4.04,इतने प्यार से वो तुम्हें साथ ले जाकर
85.96,5.0,शादी की शॉपिंग करना चाहती है और तुम होके
88.119,3.881,बदतमीजी कर रही हो लड़की हसरत करती है ऐसी
90.96,4.72,बातों के
92.0,8.479,लिए आप चली जाए ना उसके साथ शॉपिंग करने
95.68,8.84,के वैसे भी तो दूल्हा आपकी पसंद का ही है
100.479,6.32,रूमी क्या रूमी जब मंगेतर आपकी पसंद का हो
104.52,5.879,सकता है तो ये चीजें तो बहुत मामूली है
106.799,7.121,लगता है बुखार तुम्हारे सर पर चढ़ गया
110.399,8.281,है आप एक काम
113.92,9.799,करें ये जूती ले और इसे मेरे सर प मारे अी
118.68,7.039,मुझे सकून का सा लेने जा यहां से यार तुम
123.719,3.241,तुम फिर उस मर्दू से मिलके आई हो है ना
125.719,5.921,यही बात है
126.96,8.04,ना वही तो नहीं मिल रहा
131.64,6.64,क्या कुछ नहीं
135.0,6.92,रूमी क्या मसला है मुझे
138.28,7.679,बताओ कोई मसला नहीं है तुम मुझसे कुछ छुपा
141.92,8.44,रही हो बताओ बताओ क्या मसला है अगर कोई
145.959,7.441,मसला है भी ना तो मैं आपको नहीं बताऊंगी
150.36,8.08,क्योंकि आप वो वाली मां नहीं है जिनको
153.4,5.04,बेटिया अपने मसले बता सके
168.75,15.749,[संगीत]
185.92,7.56,यह मोहब्बत की इंतिहा होती
188.239,5.241,है जब हमें सिर्फ महबूब की खुशी अजीज होती
193.72,4.32,है वरना अपने दिल पर हाथ रख के इस बात का
196.56,6.28,जवाब
198.04,4.8,दो क्या तुम हालत से दूर रह के खुश रह
203.0,5.68,पाओगे चलो खुशी तो
206.12,7.16,छोड़ो मुझे तो लगता है कि तुम जिंदा भी
208.68,10.759,नहीं रह पाओगे इश्क तुम ना करना ये रोग ही
213.28,12.159,लगाए दफन खुद करे है फिर शोग भी मनाए ये
219.439,11.201,इश्क तुम ना करना ये रोग ही लगाए दफन खुद
225.439,6.441,करे है फिर सोग भी मनाए फिर सोग
230.64,2.84,भी
