Start Time (s),Duration (s),Text
0.08,12.519,दि ये मेरा तेरे दिल से जा मिला है रब से
5.64,9.76,जिसको मांगा तू हसला है बस बस करो
12.599,5.84,रोना कभी-कभी बच्चों को लगता है कि माएं
15.4,5.039,उनकी दुश्मन है लेकिन बच्चों के लिए मांओं
18.439,4.961,से बेहतर कोई नहीं सोच
20.439,4.521,सकता उसे वैसे भी तैयार होने के लिए थोड़ी
23.4,4.48,सी हेल्प चाहिए होती है ना उसको पता ही
24.96,7.319,नहीं है चीजें कहां पड़ी हुई है परेशान ना
27.88,6.839,हो जाए हाला वो इतने साल मुझसे बाहर अकेला
32.279,5.481,रहा है सब मैनेज कर लेगा वो
34.719,6.121,खद तुम यह कहना चाह रही हो
37.76,5.36,कि मैं उसकी जिंदगी में हूं या ना हूं उसे
40.84,5.0,कोई फर्क नहीं पड़ता उसे मेरी कमी महसूस
43.12,5.119,नहीं होगी यू लिसन टू
45.84,6.199,मी तुम्हें क्यों ऐसा लगता है कि तुम्हें
48.239,8.281,सिर्फ मुझसे माफी दरकार है और किससे
52.039,9.0,समी मैंने तुमहे हर्ट किया है हाल उन्ही
56.52,4.519,का पूछा जाता है जिनकी चाल अच्छी हो
61.239,5.361,चाल समझते हो चाल चलन अम्मी
67.32,9.88,प्लीज दिल से जा मिला है रब से जिसको
72.32,8.439,मांगा तू वो सला है दुनिया की हर जबान में
77.2,7.2,ऐसी औरतों के लिए हजारों अमी प्लीज म पर
80.759,7.561,चिल्लाओ हमजा हाला के बारे में अपने अफ
84.4,6.399,वापस ऐसा कभी नहीं होगा हमजा वो है ही ऐसी
88.32,3.759,औरत शौहर के साथ साथ साथ उसने एक आशिक भी
90.799,4.241,रखा हुआ है ममी
92.079,5.841,प्लीज वो ऐसी नहीं
95.04,5.399,है वो ऐसी कुछ भी नहीं है जैसी अब हाला की
97.92,2.519,बारे में कहते
100.479,6.64,हैं अपने हस्बैंड पर चीट करने वाली औरतें
103.64,3.479,ऐसी नहीं होती हाला जैसी नहीं
107.6,7.159,होती रोती से
110.119,4.64,सक्ती खौफ जदा वो सब कुछ जो हाला
115.159,7.24,है बद किरदार औरतों की आंखों में हया नहीं
118.24,4.159,होती अमी जो मेरी बीवी की आखों में
125.119,8.12,है उसकी आंखों में एक सहम है
129.16,7.56,अम्मी ऐसी औरतें सफाया नहीं देती बेखौफ
133.239,3.481,होती है बेडर होती
137.12,6.35,है मैं अगर अपनी हाला को सफाई पेश करने को
140.04,6.0,कहू ना तो वो चलते कोलो पर चलकर दिखा दे
143.47,5.61,[संगीत]
146.04,5.76,मुझे य कैसी गीदर सिंघी सुंघा है उसने
149.08,4.84,तुम्हें
151.8,3.48,अल्ला मेरा बेटा तो उसके दामन से वजू करने
153.92,4.399,के लिए तैयार
155.28,5.44,है दिखा कौन से ताज पहनाए उसने क्या पढ के
158.319,2.401,फूका
161.64,3.8,तुम क्या पैदा किया
165.519,6.36,आपने कोई पागल हूं मैं दीवाना हूं
169.64,5.64,मैं मर्द हूं
171.879,8.08,ना तो ऐसी मर्दानगी पर लानत है जो अपने
175.28,4.679,साथ रहती औरत का किरदार ना भा सके
180.72,5.56,आपने ऐसी औरतें भी देखी नहीं अम्मी पास से
183.799,4.281,गुजर जाए ना तो इंसान उनका किरदार भा सकता
186.28,3.23,है बिल्कुल वैसे ही जैसे बा किरदार औरत को
188.08,4.64,देखकर आंखें झुक जाती
189.51,3.21,[संगीत]
194.319,6.041,है मैं उसके साथ एक साल रहा
198.44,9.12,उमी ऐसी नहीं है
200.36,11.32,[संगीत]
