Start Time (s),Duration (s),Text
0.12,8.559,दिल ये मेरा तेरे दिल से जा मिला है रब से
5.64,7.56,जिसको मांगा
8.679,7.321,तू खुरम सिर्फ मेरा कजिन नहीं था मेरा
13.2,2.8,मंगेतर भी
17.0,5.32,[संगीत]
18.48,6.32,था एक तरफ मेरी दोस्त ने और दूसरी तरफ
22.32,4.799,मेरे मंगेतर ने दोनों ने मिलकर मेरी पीठ
24.8,4.16,में छुरा घोपा बहुत जी लिया दूसरों की
27.119,5.44,मर्जी पर दूसरों की
28.96,5.36,मर्जी तुम तुम तुम भूल गई हो सफिया ये
32.559,5.121,तुम्हारी और मेरी मर्जी थी कि समीन मेरी
34.32,6.8,बहू बनेगी जिसको आपकी बहू बनना था ना वो
37.68,7.08,बन चुकी है लाइफ पार्टनर का मतलब होता
41.12,5.84,है कदम से कदम मिलाकर चलना
44.76,7.68,वाला
46.96,11.48,इनफैक्ट हाथ में हाथ डालक चलना पीछे चलना
52.44,8.119,नहीं ये मेरा तेरे दिल से जा मिला है रब
58.44,5.84,से जिसको मांगा
60.559,3.721,तू वो सला
67.32,7.68,है पता सोफिया तुमने मेरी पूरी बात नहीं
70.52,7.48,सुनी दरअसल खुर्रम को अकेले मिलने का मेरा
75.0,3.0,मकसद
79.759,7.36,सोफिया हेलो सलाम वालेकुम इना बड़ी लंबी
84.28,6.4,उम्र है आप ही को याद कर रही
87.119,8.761,थी कैसी हां हां वो तो तो हमने उसी दिन कर
90.68,5.2,दी थी हां अच्छा वो हम आए नहीं थे ना आपको
95.92,5.8,मिलने हां बेटियों की मांओं को तो 100
98.84,5.84,नजाकत देखनी होती हैं और फिर तो यह समीन
101.72,6.679,है हीरा चुना है आपने अपने भाई के लिए
104.68,6.119,थोड़ा तो इंतजार करना होगा ी जी इकलौती
108.399,5.561,बेटी है खुद को बेचना भी पड़ेगा ना तो
110.799,3.161,उसके सारे अरमान पूरे
115.56,6.0,करेंगे हां सही कह रही है अमेरिका तक तो
118.96,5.68,जहेज नहीं जाएगा लेकिन जहां तक जाएगा वहां
121.56,5.919,तक तो मैं कसर नहीं
124.64,5.08,छोडूंगी ये क्या कर रही है आप फोन पर बात
127.479,5.201,कर रही थी मैं तुम्हारी नाराजगी बजा है
129.72,6.28,सोफिया लेकिन मैं माफी मांग रही हूं ना
132.68,7.32,स्कूल के बाद अब खाया मैंने अपने बेटे को
136.0,7.28,देखें जो सैर सपाटे करके आ रहा है सलाम
140.0,5.4,वालेकुम य आपके लिए रसमलाई लाए तो आपको
143.28,6.28,पसंद है ना आला बता रही
145.4,6.96,थी और मेरे लिए क्या लाए हो आपके लिए भी
149.56,4.36,है तो शेयर कर लेंगे ना अब हम शेयर नहीं
152.36,5.0,करते
153.92,6.08,दरअसल कहां से आ रहे हो तुम लोग
157.36,4.76,हा अम्मी मेरे एक दोस्त ने बुलाया ए
160.0,4.56,वेडिंग गिफ्ट गेट टूगेदर रखी अपने फार्म
162.12,6.68,हाउस प शॉपिंग के लिए बस हम साथ चले गए
164.56,6.599,आला में तो ला लेट हो जाएंगे आ जाओ पैकिंग
168.8,2.359,करनी है
172.8,9.079,िस मैं अंदर रख
175.24,9.16,[संगीत]
181.879,5.08,जी सलाम वालेकुम ना सॉरी वो लाइन में कुछ
184.4,5.24,प्रॉब्लम हो गई थी मैं कहना यह चाह रही थी
186.959,4.601,कि चंद दिनों में हम आपको मिलने आएंगे फप
189.64,3.239,की तबीयत नहीं सही व जिस तर संभल जाती है
191.56,4.599,हम
192.879,6.28,आएंगे नहीं नहीं आप फिक्र नहीं करें मैं
196.159,6.0,अपनी बेटी का रिश्ता आपको दे चुकी
199.159,6.961,हूं मैं रात में आपसे तफसील से बात करूंगी
202.159,8.921,अभी जरा रश लगा हुआ है खुदा
206.12,6.92,हाफिज तुम्हें क्या सक्ता हो गया चलो
211.08,5.0,ऐसे कैसे लेकर जा रही है उसे वो नहीं जाना
213.04,6.16,चाहती तो क्या चाहती है आप आपके हनीमून पर
216.08,6.12,जाते हुए बेटे और बहू को सी ऑफ
219.2,3.0,करें
223.16,9.059,[संगीत]
236.4,5.24,चलो मुझे अंदाजा नहीं था कि तुम इतनी खुश
238.959,5.2,होगी
241.64,6.159,हां खुश हू
244.159,7.64,वो लंदन में ना स्कूल में हम सब फिशिंग
247.799,4.0,जाते थे मुझे बहुत पसंद
253.2,4.879,है हम दोनों अकेले
255.7,7.059,[संगीत]
258.079,7.321,जाएंगे हमसे मुराद होता है लोग दो
262.759,4.681,लोग तुम्हारे साथ मैं और मेरे साथ
265.4,5.76,[संगीत]
267.44,5.79,तुम हनीमून पर अकेले ही जाते
271.16,4.72,स्टूपिड यह हनीमून
273.23,5.85,[संगीत]
275.88,5.72,हैन या बिजनेस सेट हो जाएगा तो हनीमून
279.08,5.8,ऑस्ट्रेलिया लेकर जा अपनी यूनिवर्सिटी
281.6,6.28,दिखाऊंगा अपने दोस्तों से मिलाऊंगा कंगरू
284.88,3.0,देखना
288.08,4.36,सिडनी ऑस्ट्रेलिया नहीं जाना
294.12,9.76,मुझे फिर कहां जाना है लंडन डैड के पास
301.44,10.72,डैड को भी साथ लेकर
303.88,10.599,[संगीत]
312.16,5.92,जाएंगे एक्चुअली मुझे कहीं जाना ही नहीं
314.479,7.401,है य नो ट मेरे लिए फाम ठीक है चलो उठो
318.08,7.08,जल्दी करो जल्दी करो एक मिनट सबर करें
321.88,3.28,हमजा दादी से तो
325.82,5.92,[प्रशंसा]
327.8,7.2,जरा यह मत कहना कि द को भी साथ लेकर जाना
331.74,7.019,[संगीत]
335.0,9.199,है मिल तो लू बता तो दू जा रही
338.759,7.641,हूं य युली राट दादी को बता देते हैं बल्क
344.199,6.0,घर वालों को इक्ट सारे महल्ले वालो को बता
346.4,6.799,देते हैं जहाज प जा रहे हैं ना हम
350.199,3.0,लोग
353.6,7.07,उठो आई नी टू चेंज दिस बैगन लेट्स गो
357.479,6.311,लेट्स गो लेट्स गो
360.67,3.12,[संगीत]
364.639,8.75,वो ये मुझे पकड़ा मैं ले
367.45,5.939,[संगीत]
373.52,4.119,ले तुम कहीं नहीं जा
375.919,5.72,रहे
377.639,6.921,जी यह वापस रखो जाओ बैग खोलो और सामान
381.639,6.921,सारा अलमारी में
384.56,4.0,रखो जाओ
391.52,5.88,क्यों वापस रखना हम जा रहे हैं अम्मी मैं
394.36,5.92,मना कर रही हूं लेकिन क्यों मैं तुम्हें
397.4,5.919,जवाब देने की पाबंद नहीं लेकिन तुम मेरी
400.28,5.919,इजाजत के मोहताज जरूर
403.319,5.28,हो मैं आपसे इजाजत ले लेता हूं अमी क्या
406.199,5.761,हम जाए
408.599,8.241,नहीं मेरा दोस्त वेट कर रहा है अम्मी
411.96,8.4,प्लीज अच्छा तुम्हारा दोस्त वेट कर रहा
416.84,5.84,है ठीक है तुम चले जाओ
420.36,2.32,लेकिन
423.16,6.879,अकेले ये लड़की नहीं
425.68,4.359,जाएगी कभी नहीं
431.45,23.27,[संगीत]
452.28,5.199,अगर हमजा की तरफ से थोड़ी सी भी उम्मीद
454.72,6.599,होती तो मैं अपनी एडी के नीचे हाला को मस
457.479,6.16,बाहर फेंक द लेकिन तुमने उसे देखा है व
461.319,5.84,खुश है उसके
463.639,7.441,साथ मुतमइन
467.159,6.0,है तो तुम क्यों जोगन बनने लगी
471.08,6.36,हो मुझे नहीं
473.159,6.521,पता मुझे नहीं करनी शादी क्यों क्यों नहीं
477.44,4.64,करनी
479.68,5.71,के नाम पर तुम हिचकियां ले रही हो ना वो
482.08,6.119,हाला के साथ खुशियां मना रहा है और
485.39,6.69,[संगीत]
488.199,5.28,तुम शादी नहीं भी तो करते ना गुजार लूंगी
492.08,5.959,जिंदगी इसी
493.479,8.72,तरह बेशक नहीं करती होंगे लेकिन मेरी बेटी
498.039,6.101,शादी करेगी डंकी की चोट पर और ऐसे धूमधाम
502.199,3.801,से करूंगी सारी दुनिया देखेगी
504.14,4.3,[संगीत]
506.0,5.199,नहीं करनी मैंने
508.44,4.279,शादी मैंने हमजा के अलावा किसी और के बारे
511.199,5.441,में सोचा ही
512.719,7.32,नहीं तो सोचना शुरू कर
516.64,5.639,दो मैं हाला को कभी माफ नहीं करूंगी अम्मी
520.039,2.24,ना
522.64,9.0,करो मैं शादी भी नहीं
525.14,9.66,[संगीत]
531.64,6.199,करूंगी मुझे दुख मत देना
534.8,4.67,समीन मेरी खुशियां तुम्हारे पार लगाने से
537.839,4.741,जुड़ी हैं
539.47,3.11,[संगीत]
543.76,2.84,मैंने आज तक तुम्हारे बारे में कुछ बुरा
545.6,3.84,सोचा
546.6,7.6,है नहीं
549.44,4.76,ना तो फिर मान जाओ ना मेरा
558.519,5.281,बच्चा ना की बारबार कॉल आ रही
563.92,7.159,है मैं तुम्हारे इकरार के बगैर आगे कदम
567.64,3.439,नहीं बढ़ा सकती
572.92,5.12,बेटा रिश्ता बहुत अच्छा है तुम खुश रहोगी
576.76,5.18,वहां
578.04,7.309,पर हां कर दो ना मेरी
581.94,3.409,[संगीत]
589.32,10.26,जान बस अब रोना नहीं
594.44,5.14,[संगीत]
602.96,3.139,[संगीत]
613.12,5.24,लो
614.959,7.721,चलो हमजा हमजा मगर ताई
618.36,4.32,जान तुम्हारा मसला
634.46,7.23,[संगीत]
663.44,7.92,हेलो ना किधर जा रहे हैं आप लोग पाउस दो
667.88,8.24,तीन दिन वही रहेंगे दो तीन दिन मुझे भी ले
671.36,8.44,जाए जी नहीं नेस्ट टाइम अभी सिर्फ मैं और
676.12,3.68,ला जा रहे हैं सी
686.76,6.44,यू जी जी मैं जानती हूं उसने खुद ही आपको
689.88,6.84,फोन करके बुलाया पर वो समीन नहीं ना राजी
693.2,6.6,तो इस वजह से सफिया इकरार नहीं कर पा
696.72,7.32,रही दरअसल समीन राजी नहीं
699.8,7.36,है यह तो सोफिया की ख्वाहिश और कोशिश है
704.04,5.88,ना समीन राजी होगी भी नहीं यह मैं आपको
707.16,5.96,बता रही हूं पता नहीं सफिया ने आप लोगों
709.92,5.24,को क्यों इस तरह से अटका के रखा है वो वो
713.12,6.56,ब्रेन वाशिंग कर रही है अपनी बेटी की हो
715.16,7.359,सकता है समीन मान जाए प्रेशराइज हो हो के
719.68,5.839,हां लेकिन मुझे तो रह-रह के आपके भाई का
722.519,5.12,ख्याल आता है देखि ना ऐसी लाइफ पार्टनर का
725.519,4.601,क्या फायदा जिसका दिल किसी और के नाम पे
727.639,2.481,धड़कता
730.24,7.839,हो वो दरअसल सन जो है ना वो वो बस हमजा से
736.079,4.841,ही शादी करना चाहती
738.079,6.44,है समीन कहती है कि वो हमजा को अपने दिल
740.92,6.919,से नहीं निकाल र है वो शादी करेगी तो
744.519,9.161,सिर्फ सिर्फ हमजा सेई चले गए भाई चुप करो
747.839,5.841,इजाजत कसे कहसी शादी का क्या फायदा
754.6,6.2,जहान हेलो हेलो ना सोफिया हेलो
764.16,6.2,बा सोफिया कुछ नहीं कुछ मत बोलिएगा आराम
768.079,4.88,से बैठ के बात सुनलो ना तुम जो समझ र हो
770.36,6.08,ऐसा नहीं कुछ नहीं सुन सोफिया मेरी बात तो
772.959,3.481,सुन या
781.959,6.161,मेरे नफीस की कोई खबर तो
784.16,6.88,नहीं सब ठीक है सब ठीक है न जली सब ठीक है
788.12,4.839,ये तो सोफिया ऐसे ही ऐसे ही और क्या ऐसे
791.04,5.799,ड्रामा बना रही
792.959,7.721,है कर लि कुछ नहीं जली खुदा का वास्ता है
796.839,3.841,मैं बता तो रही हूं क्या हो रहा
801.079,6.841,है और यह क्या बेहद की रिजक की इतनी तहीन
805.399,5.081,इसने गिराए है जितनी तहीन आपकी बीवी ने इन
807.92,6.4,रिश्तो कीमा की कर दी उससे बढ़कर कुछ नहीं
810.48,6.12,है हां मान ले रई यकीनन शाह जहान ने कोई
814.32,5.92,ना कोई ऐसी बात की है वरना सोफिया तो ऐसी
816.6,7.239,है ही नहीं हां बता सोफिया बता क्या कहा
820.24,6.12,है इसने मुझे बता हु है सोफिया क्या बात
823.839,5.68,क्या है बोलो मैं बताती हूं कोई ऐसी बात
826.36,6.61,नहीं है आप एक लफ ही बोलेगी सोफिया खुद तो
829.519,6.91,आपका बेटा खुशियों में सरम कर रहा है और
832.97,3.459,[संगीत]
836.68,17.03,ये अच्छा बता दो
839.25,16.61,[संगीत]
853.71,11.929,[प्रशंसा]
855.86,13.26,[संगीत]
865.639,4.721,अभी आपसे वैसे ऐसी उम्मीद नहीं थी आखिर
869.12,3.159,क्या बिगाड़ा था आपका
870.36,5.599,[संगीत]
872.279,3.68,हमने एक मिनट
877.6,4.08,जलीस तुमने ये सब किया है
883.47,3.89,[संगीत]
884.88,4.05,शाहजहां मैं कुछ पूछ रहा हूं मुझे मेरी
887.36,2.8,बात का जवाब चाहिए
888.93,4.349,[संगीत]
890.16,5.119,वरना क्या हुआ अम्मी क्यों रो रही है आप
893.279,4.0,मैं तुम्हे बताती हूं तुम्हारी जही ताई
895.279,4.281,जान ने तुम्हारे साथ क्या किया है ताकि
897.279,4.151,तुम्हें भी थोड़ी अकल आ जाए क्या क्या
899.56,14.639,किया
901.43,16.409,[संगीत]
914.199,6.56,है हां तो ऐसा क्या कह दिया मैंने हिना से
917.839,5.36,अबे यही कहा ना कि सबीन की मर्जी नहीं है
920.759,5.801,तो नहीं है सबीन की मर्जी और मर्जी हो भी
923.199,5.801,कैसे जब सीन ने अपने दिल में सालों से एक
926.56,5.0,शबी बसाई हुई है तो वो अचानक किसी और को
929.0,5.6,उसकी जगह कैसे दे दे यह तो मुनाफ कत हुई
931.56,5.959,ना और भला क्यों जिए समीन मुनाफ कत की
934.6,5.4,जिंदगी यह तो उसकी मां है सूफिया जो अपनी
937.519,5.481,बेटी के जज्बात की परवाह किए बगैर उसे
940.0,5.04,औरों के सर मन रही है बताओ समीन क्या गलत
943.0,4.48,किया मैंने मैं तो तुम्हारा ही मुकदमा लड़
945.04,4.88,रही थी ना और यह सब है कि बस अपने ही घर
947.48,5.479,की बच्ची के ऊपर इस तरह से तोहमत लगाते
949.92,4.919,शर्म नहीं आई तुझे ऐसा तो कोई आस्तीन का
952.959,4.36,सांप नहीं डंग मारता अम्मा तोहमत नहीं
954.839,5.36,लगाई मैंने मैं सच बता रही हूं और अगर
957.319,5.52,अपनी बेटी के साथ यह सब कुछ हु होता तो तो
960.199,5.161,भी ऐसा करती हैं मेरा तो जी करता है मैं
962.839,4.321,तेरा मुंह नोच लू देख रही आप देख रही है र
965.36,3.24,ये क्या कर रही है ये ना अपनी उम्र ना
967.16,5.239,अपने मर्तबा का लिहाज करही है ना मेरा
968.6,3.799,लिहाज करही है मुझे मारने को ही
983.88,5.92,है आप ने मुझे थप्पड़ मार दिया तो मगर
987.959,5.481,अपनी उम्र
989.8,6.32,और अपने रुतबे का लिहाज नहीं रखो गी तो
993.44,8.399,मेरे पास भी और कोई रास्ता नहीं
996.12,7.719,होगा हमजा हमजा मैं इस घर में नहीं रंगी
1001.839,4.68,मैं इस घर से चली जाऊंगी अब मैं य नहीं
1003.839,8.161,रहूंगी हमजा मेरा बेटा मुझे इस घर से ले
1006.519,10.361,जाएगा मैं मोहताज नहीं री इस घर में नहीं
1012.0,8.319,र चले गए ला हम फम हाउस प उन्होने खुद
1016.88,3.439,बताया मुझे
1020.68,5.639,और मेरी इजाजत से गए हैं माशाल्लाह
1029.819,12.951,[संगीत]
1047.17,16.929,[संगीत]
1068.2,4.839,क्या देख रही
1070.0,9.039,है मैं खुद बहादुर नहीं हूं
1073.039,7.88,ना इसलिए मुझे बहादुर लोग शायद अच्छे लगते
1079.039,7.76,कॉम्प्ट दे रही
1080.919,10.681,हो तु डर नहीं लगता हम बा जान इतनी फका हो
1086.799,6.481,गई अगर मैं कहूं के लगता है तो तो फिर
1091.6,5.959,मुझे और ज्यादा
1093.28,8.44,लगेगा और अगर मैं कहूं कि नहीं लगता
1097.559,4.161,तो मुझ तो फिर भी डर
1101.919,3.681,लगेगा बुरी नहीं है मेरी
1106.44,4.32,मां जानता हूं मैं उ अच्छी तरी
1112.6,7.6,तुम यकीनन अच्छे से जानते होगे
1115.159,5.041,उन्हें किन मैंने जिंदगी गुजार द उनके
1121.039,5.621,साथ यू नो
1123.36,3.3,[संगीत]
1126.679,6.561,व्हाट मुझसे तुम्हारे ये खामोश आंसू नहीं
1129.36,7.439,देखे जाते जिंदगी में पहली दफा तुमने कुछ
1133.24,5.62,मांगा था कुछ चाहा था
1136.799,5.421,मैं मुझे करना था वो
1138.86,3.36,[संगीत]
1142.64,6.959,और रही बात अम्मी की उनको मैं डील
1145.94,3.659,[संगीत]
1150.12,3.0,कर
1153.76,4.08,ओके
1156.09,8.949,[संगीत]
1157.84,9.56,मूजिक तकर जब से तुझसे जुड़ी गौर से सुनो
1165.039,5.281,बाजारों में नहीं मिलते हम जैसे तुम्हे
1167.4,10.91,मिल गए ना इसलिए कदर नहीं है पूछो ना पूछो
1170.32,11.49,ना सताए हुए सताए हुए सताए हुए
1178.31,3.5,[संगीत]
1182.6,11.36,हैं ये इश्क तुम ना करना ये रोग ही लगाए
1188.76,7.799,दफन खुद करे है फिर शोग भी मना जब तुम
1193.96,5.719,मुझे मस्जिद ले
1196.559,7.48,गए और अल्लाह को गवा बनाकर तुमने मुझे
1199.679,4.36,इज्जत दी मुझे तुमसे मोहब्बत
1206.05,7.21,[संगीत]
1211.08,7.2,होथी
1213.26,11.5,[संगीत]
1218.28,12.36,भाई दि ये मेरा तेरे दिल से जा मिला है रब
1224.76,5.88,से जिसको मांगा तू वो सिला है
1237.6,5.04,अम्मी
1240.0,7.88,हमजा
1242.64,7.159,हमजा अम्मी अम्मी अमी मेरी बात सुने मुझे
1247.88,4.08,मुझे भाई ने खुद बताया था कि वो लोग जा
1249.799,4.12,रहे हैं और हाला जब वहां गई है तो उनके
1251.96,6.719,पास इतना सारा सामान भी
1253.919,4.76,था ये नहीं हो सकता तुम
1259.44,8.2,हमजा झूठ बोल रही हो तुम वो यही कई होंगे
