Start Time (s),Duration (s),Text
0.08,8.12,दिल ये मेरा तेरे दिल से जा मिला है रब से
5.64,5.56,जिसको मांगा
8.2,3.0,तूला
12.36,8.36,है मैदान जंग में दो कदम पीछे हटना पड़े
16.08,4.64,ना तो यह शिकस्त का ऐलान नहीं
21.4,8.03,होता हिकमत अमली होती
24.76,8.59,है ताकि दूसरा वार कारी साबित हो
29.43,3.92,[संगीत]
33.36,6.68,ना गहरा जखम लवा
35.559,4.481,लिया और जो दिल प लगे है
43.039,11.441,व नजर आते मेरा तेरे दिल से जा मिला है रब
50.399,4.081,से जिसको मांगा
55.559,6.32,तूला कभी ऐ नहीं किया सब है
62.199,2.32,लेकिन
65.04,9.6,हमजा हमजा ये सब कुछ ठीक हो सकता है ये सब
69.799,4.841,कुछ ठीक हो सकता है बस तुम तुम मुझे छोड़
76.72,6.759,दो छोड़ दो मत मुझे छोड़ दो मतलब तुम मुझे
81.64,6.119,तलाक दे
83.479,7.441,दो एक्सीडेंट एक्सीडेंट सब ठीक हो जाएगा
87.759,6.68,नहीं नहीं एक्सीडेंट नहीं उस देखा नहीं
90.92,8.68,क्या हुआ था कितना खून था तुम मुझे प्लीज
94.439,7.841,ला दे सब नहीं हम सु मेरी बात सुनो नहीं
99.6,7.119,ला तुमने उसका खून नहीं देखा था इतना
102.28,8.0,ज्यादा खून था उसका और बकवास बंद करो
106.719,6.661,बकवास प अपनी अपनी जुबान से ये बात दोबारा
110.28,4.32,निकाली मैं जुबान का दूंगा
113.38,4.379,[संगीत]
114.6,7.24,तुम्हारी समझती क्या तुम क्या सोच के ये
117.759,4.081,बात की हा ये सब मज के तुम्हारे
124.84,6.479,य क्या समझ के रखा तुमने मुझे हां रास्ते
128.84,7.08,में छोड़ के जाने वाला ब आदमी हूं
131.319,4.601,मैं कमिटमेंट से फिरने वाला आदमी
138.28,5.88,मैं मैं बहुत नेक इंसान नहीं
141.319,3.961,हूं लेकिन अल्लाह का ना पसंदीदा काम मुझसे
144.16,7.32,नहीं होगा
145.28,9.08,ये ओ अगर तुमने खला लेना तो
151.48,5.52,अगर मुझसे ये बात दोबारा की तो जबान निकाल
154.36,5.4,दूंगा री आ प्रॉमिस
157.0,5.82,यट प्रम
159.76,3.06,[संगीत]
165.68,9.13,यना नहीं माना
168.85,5.96,[संगीत]
