Start Time (s),Duration (s),Text
0.08,8.08,दिल ये मेरा तेरे दिल से जा मिला है रब से
5.64,6.48,जिसको मांगा
8.16,5.92,तूला है मर्द अपना घर अपना धन सब कुछ
12.12,3.52,छोड़कर जाते हैं एक औरत के भरोसे के वो
14.08,4.48,पीछे से सब कुछ संभाल
15.64,4.04,लेगी मुझे यकीन है कि अब्बू को भरोसा होगा
18.56,7.16,कि आप
19.68,10.759,है सब करते क्या समझते हो अपने आप को बां
25.72,5.8,दो मुझे दे दो सबको दे दो सबको दे दो
30.439,3.601,दे
31.52,6.12,दो दे
34.04,6.8,दो घर चल
37.64,6.36,वाला मैं घर जाना चाहती
40.84,6.719,हूं तुम्हारे साथ रिफत
44.0,3.559,मंजिल मैं जाना
49.12,6.68,चाहती क्या गलत किया था
52.16,6.76,मैंने मेरी बेटी ने इतनी बड़ी हरकत
55.8,6.48,की मुझे उसके बारे में कुछ पता ही
58.92,7.68,नहीं लेकिन इसमें कसूर इसका नहीं है
62.28,6.44,यार इसका कसूर नहीं है सारी जिंदगी उसकी
66.6,7.08,मां इसे यही कुछ तो सिखाती
68.72,10.92,र यही तरबियत तो दी है तुमने इसे ये मेरा
73.68,9.399,तेरे दिल से जा मिला है रब से जिसको मांगा
79.64,7.56,तू वो सिला
83.079,6.111,है अल्ला इंसाफ करने पर आए ना तो पत्थर भी
87.2,3.84,बोलने लगते
89.19,4.73,[संगीत]
91.04,3.8,अल्लाह जिसका पर्दा रख ले फिर दुनिया की
93.92,6.0,कोई
94.84,5.08,ताकत उस पर्दे को चाक नहीं कर सकती ताई
101.28,7.92,जान को
103.399,9.04,रू रूही कोई नहीं है और पता है मुज की बात
109.2,8.16,अब मुझे कोई पढ़ने का भी नहीं
112.439,8.121,कहता तो रूमी अब अपनी मर्जी से जिगी
117.36,6.92,नाचेगी गाएगी खाएगी
120.56,3.72,पगी ऐश
124.799,7.481,करेगी गलतफहमी में जिंदा रह सकता
128.759,7.241,हूं क्या आप अपने आवाज खो बैठी है आप कुछ
132.28,6.2,भी सोच लेती है आप कुछ भी फर्ज कर लेती है
