Start Time (s),Duration (s),Text
0.16,10.08,दिल ये मेरा तेरे दिल से जा मिला है रब से
5.68,9.039,जिसको मांगा तू वो हौसला है
10.24,8.56,मतलब ये कि वो हाला खाती थी आपकी मारे
14.719,7.281,मेरे साथ नहीं ये कर सकती आप मैं आप ही की
18.8,3.68,बेटी हूं ना हाला हूं ना जमीन हूं रोमी
22.0,2.96,हूं मैं
22.48,5.039,फौरन अस्पताल पहुंचो तुम्हारी मौजूदगी
24.96,6.159,यहां जरूरी है। नहीं रईस।
27.519,7.04,मैं नहीं आऊंगी। घर पर ही बैठकर खुशखबरी
31.119,5.6,का इंतजार करूंगी। जान छूटी मेरी।
34.559,5.241,तुम बच्चे की वजह से मुझे नहीं छोड़ सकते
36.719,3.081,थे ना।
40.48,6.72,यही कहा था तुमने ताई जान से। हाला ने
43.84,6.0,मेरे साथ क्या किया ताई? मेरे साथ जो किया
47.2,5.999,है वो आपने किया है या फिर मेरी अपनी मां
49.84,8.64,ने किया है।
53.199,9.441,ये मेरा तेरे दिल से जा मिला है रब से
58.48,6.48,जिसको मांगा तू वो हौसला है।
62.64,4.32,नहीं बताएं मुझे
64.96,4.88,कौन सा चारा डाल रहे हैं ये आपके सामने
66.96,5.28,अब। हालांकि जाने में अब मुझे कोई
69.84,5.36,दिलचस्पी नहीं है। जिस तरीके से अब आपके
72.24,4.8,बेटे हम्ज़ा भी नहीं है। मेरी लाइफ के
75.2,5.68,फोकस का बेड़ा घर करके रख दिया आप दोनों
77.04,6.399,ने। पर अम्मी आप खुद आपने कभी मेरे बारे
80.88,5.84,में कुछ सोचा नहीं। जो ताई जान ने कहा उस
83.439,5.121,राह पर चल पड़ी। एक मिनट ये सब कुछ तुम हम
86.72,3.6,पर नहीं डाल सकती। तुम खुद चाहती थी कि
88.56,3.76,तुम्हारी शादी यहां पर हो। मैंने इस
90.32,2.64,रिश्ते के टूटने पर तुम्हें रोते हुए देखा
92.32,4.159,है।
92.96,6.64,हां तो क्या आप चाहती है कि मैं जिंदगी भर
96.479,7.441,इस रिश्ते के टूटने पर रोती रहूं?
99.6,6.32,वाह। क्या बात है ताई।
103.92,5.44,बेटा तुमने शादी नहीं करनी थी।
105.92,6.159,करनी थी अम्मी। लेकिन इस तरीके से खुद को
109.36,3.84,डीग्रेड करके किसी के पीछे पड़के नहीं करनी
112.079,3.441,थी।
113.2,4.0,हमजा दुनिया में आखिरी लड़का नहीं है। फिर
115.52,2.559,किससे शादी करनी है? वो खुर्रम भी
117.2,3.76,फ्रॉडिया निकला।
118.079,4.961,मम्मी जरूरी नहीं है हर लड़की शादी करे।
120.96,5.519,कम से कम उस तरीके से जिस तरीके से आप
123.04,6.48,करवाना चाहती है। वो हाला चले उसकी तो
126.479,6.561,मजबूरी थी क्योंकि वो दर-बदर भटक रही थी।
129.52,6.079,और ताईजान आप जाके अपनी बेटी रोमी को
133.04,4.32,क्यों नहीं देखती? जिसका बस चले तो किसी
135.599,6.081,भी शादी में जाकर दुल्हन को उठाकर उसकी
137.36,7.36,जगह खुद बैठ जाए। गलत नहीं कह रही मैं।
141.68,7.0,आपकी बेटी है। मुझसे ज्यादा अच्छे तरीके
144.72,3.96,से आप उसे जानती है।
149.76,6.4,अम्मी
152.08,6.56,आप अपनी बेटी को देखिए।
156.16,5.439,आपकी बेटी को तो सितारों को हाथ लगाना था
158.64,5.2,ना।
161.599,5.241,पर आप मुझे चिंगारियां चढ़ने पे लगा रही
163.84,3.0,है।
169.12,3.0,ओम
172.39,34.959,[संगीत]
208.159,2.881,मिस्टर हसा
209.599,4.881,डॉक्टर साहब
211.04,7.199,खतरा अभी टला नहीं आपकी मिसेज फिजिकली एंड
214.48,7.28,मेंटली बहुत क्रिटिकल कंडीशन में है।
218.239,6.321,उन्हें मुकम्मल बेड रेस्ट की जरूरत है।
221.76,6.08,करवट बदलने तक में बहुत एहतियात करनी
224.56,5.759,होगी। कोशिश कीजिए उनके मूड के खिलाफ कोई
227.84,3.679,बात ना हो।
230.319,2.081,मैं मिल सकती हूं।
231.519,4.44,श्योर
232.4,3.559,थैंक यू वेरी मच।
238.879,4.801,दरवाजा खोलो। क्या तरीका है ये? दरवाजा
242.0,3.92,खोलो।
243.68,3.839,क्या बदतमीजी है? सुबह से कमरा बंद करके
245.92,3.76,बैठी हुई हो। क्या मसला है?
247.519,6.041,कुछ नहीं वापस।
249.68,3.88,नाश्ता किया था तुमने।
254.56,4.959,ये यहां क्या कर रहा है तुम्हारा बैग?
257.199,5.921,स्टोर में रखवाओ इसे। कॉलेज तो अब तुमने
259.519,7.281,जाना नहीं है और आकर खाना खाओ।
263.12,7.6,अम्मी अगर आप उसकी अम्मी को आने की परमिशन
266.8,5.679,देती थी। वो आपसे बात करना चाहती हैं।
270.72,5.36,तुम
272.479,7.041,अब तक उससे राब्ते में हो?
276.08,6.44,कैसे? फ़ोन कहां है तुम्हारा? फ़ कहां है
279.52,3.0,तुम्हारा?
290.46,4.0,[संगीत]
297.76,3.879,[संगीत]
305.85,11.5,[संगीत]
317.84,6.32,डॉक्टर ने कहा है सब ठीक हो जाएगा।
321.36,6.679,बस तुम्हें अपना ख्याल रखना।
324.16,3.879,समझ आ गया मुझे।
328.639,6.801,मुझे अपना ख्याल खुद रखना था।
333.12,3.6,मुझे अपना ख्याल खुद अकेले ही रखना चाहिए
335.44,4.4,था।
336.72,4.479,अकेले क्यों? मैं रखूंगा तुम्हारे साथ
339.84,4.639,तुम्हारा ख्याल।
341.199,7.321,तुम रख नहीं पाओगे।
344.479,4.041,ताई जान रखने नहीं देंगी।
350.16,6.4,हेलो हेलो
353.199,6.921,सिर्फ मेरी और अपनी बात करो।
356.56,3.56,अपनी बात करो।
361.68,3.16,ठीक है।
365.52,3.0,हमजा
369.28,6.12,मैं ना दिलासों से बहुत आगे निकल चुकी
372.4,3.0,हूं।
375.919,4.361,सब कुछ पीछे छोड़ आई हूं।
382.0,4.12,कुछ याद नहीं है।
386.319,3.561,दादी भी नहीं।
392.639,6.161,मुझे सिर्फ अपने बच्चे को बचाना है।
395.87,5.889,[संगीत]
398.8,6.8,इसको अपने लिए
401.759,3.841,और अपने आपको इसके लिए
411.039,7.361,ठीक है।
413.919,8.361,जो तुम्हें ठीक लगे वो करो।
418.4,3.88,बस अपना ख्याल रखो।
428.86,11.179,[संगीत]
440.08,5.6,शायद बात को समझ नहीं रहे।
443.52,6.64,शादी के बाद
445.68,6.799,बाप का हक बेटी पर बसरसमी सा रह जाता है।
450.16,4.72,इसीलिए डॉक्टर भी कह के गई है और शौहर से
