Start Time (s),Duration (s),Text
0.08,9.04,दिल ये मेरा तेरे दिल से जा मिला है रब से
5.64,7.6,जिसको मांगा
9.12,7.2,तू मैं क्या सोच रही थी समीन कि कल को
13.24,5.72,जहां पर भी तुम्हारी शादी होगी अगर दूला
16.32,4.6,भाई को यह पता चल गया कि तुमने किसी लड़के
18.96,5.399,के लिए अपना
20.92,5.439,हाथ बड़ी मुश्किल हो जाएगी ना बस अपनी
24.359,3.481,औलाद की बेहतरी के लिए जो मुझे मुनासिब
26.359,6.001,लगा वो मैंने
27.84,9.16,किया अपनी औलाद की ी
32.36,6.22,आप आप अकेले अकेले सब कुछ करती रही और मैं
37.0,3.559,ना
38.58,8.1,[संगीत]
40.559,11.721,नहीं ये इश्क तुम ना करना ये रोग ही लगाए
46.68,11.28,दफन खुद करे है फिर शौग भी मनाए दि ये
52.28,11.48,मेरा तेरे दिल से जा मिला है रब से जिसको
57.96,5.8,मांगा तू वो सला है
67.18,114.389,[संगीत]
184.64,25.17,अ अ
187.28,22.63,[संगीत]
209.81,52.3,[प्रशंसा]
209.91,52.2,[संगीत]
265.03,10.33,[संगीत]
280.8,8.119,क्या हुआ हाला कोई भूत देख लिया है नहीं
285.039,3.88,नहीं तुम जल्दी जाग
289.96,7.14,गए कौन है बा कोई भी
294.72,5.919,नहीं हेलो
297.1,7.539,[संगीत]
300.639,7.721,अभी हाला ने भी मुझसे यही पूछा है पहला
304.639,3.721,दिन है यार पहले सबसे हम पहुंचना
308.63,7.17,[संगीत]
311.6,5.719,है र लेबर का तो अली देख रहा है यार तो
315.8,4.48,मसला हल हो जाएगा
317.319,5.841,लेकिन जनरेटर का कुछ करना पड़ेगा बिग
320.28,4.28,प्रॉब्लम अगर जनरेटर बंद हो गया ना यार सब
323.16,5.29,बंद हो
324.56,7.44,जाएगा मैं पहुंचता
328.45,4.869,[संगीत]
332.0,4.46,परेशान
333.319,13.45,हो परेशान
336.46,10.309,[संगीत]
348.0,4.479,हो कपड़े स्त्री कर दो प्लीज मुझे जाना
353.28,3.28,[संगीत]
357.44,4.72,जल्दी सीरियसली ओके आ
363.319,3.6,रहा क्या कर रही
368.12,6.919,हो क्या हुआ जनरेटर का इंतजाम हो गया य घर
373.8,5.04,वाला ले
375.039,6.401,जाते क्या
378.84,6.759,[संगीत]
381.44,6.319,जनरेटर ला मुझे 160 केबी का जनरेटर चाहिए
385.599,6.201,अपनी फैक्ट्री के लिए एस बिग एस दिस रूम
387.759,7.481,ऑलमोस्ट जिससे फक्ट्री चल सके घर का
391.8,6.28,जनरेटर तो पंखे चलाता
395.24,8.72,है क्या चीज हो
398.08,5.88,तुम मुझे नहीं पता था अब पता चल
404.8,5.519,गया तुम्हे पता दादी ठीक कहती है निकाह
408.599,4.44,खुश किस्मती लाता
410.319,4.481,है मेरे सारे दोस्त भी यही मानते हैं कि
413.039,8.481,तुम मेरे लिए बहुत
414.8,6.72,लग ु किस्मती के दरवाजे तो मेहनत की चाबी
422.479,7.61,खल किस्मत मां की दुआ से भी चमकती है
426.23,3.859,[संगीत]
