Start Time (s),Duration (s),Text
0.08,8.72,मेरा तेरे दिल से जा मिला है रब से जिसको
5.6,5.72,मांगा तू
8.8,4.64,वोस किस बात की माफी मांग रहे हो अभी तो
11.32,5.24,तुमने कहा सब कुछ आला ने किया था मेरी
13.44,6.48,दोस्त तो इतनी मासूम थी कि तुम उसकी तरफ
16.56,6.479,अट्रैक्ट हो सकते थे तुम्हारा मसला हाला
19.92,6.679,या शफक नहीं है तुम्हारा मसला इस वक्त
23.039,7.521,तुम्हारी खाली जेब है एक बात आप लोग कान
26.599,6.521,खोल करर सुनले यह लड़की मेरी बीवी है
30.56,6.58,और किसी ने अब उससे ऐसा सलूक किया ना तो
33.12,11.84,मुझसे बुरा कोई नहीं होगा
37.14,13.78,[संगीत]
44.96,10.65,चलो मेरा तेरे दिल से जा मिला है रब से
50.92,51.8,जिसको मांगा तू स है
55.61,48.149,[संगीत]
102.72,3.17,मैं
103.759,3.68,आई
105.89,4.869,[संगीत]
107.439,6.761,जी सॉरी मैं आपको पहचान
110.759,5.881,नहीं हां पहचान भी कैसे सकती हो हम पहली
114.2,5.959,दफा मिल रहे हैं ना लेकिन मैंने तुम्हारा
116.64,5.079,जिक्र बहुत सुना है हाला से अब ये मत कहना
120.159,4.121,कि तुम हाला को नहीं
121.719,4.241,जानती मैं भी आपको बहुत अच्छे से जानती
124.28,5.16,हूं ताई
125.96,6.76,जान मैं भी हर चीज को बहुत अच्छी तरह से
129.44,5.439,जानती हूं
132.72,5.04,शफक कैसे आना
134.879,8.481,हुआ तुमसे मिलना था
137.76,10.72,मुझसे बैठ जाओ बैठ के बात करते हैं
143.36,8.48,बैठो वो खुर्रम का नंबर बंद जा रहा है
148.48,3.36,कहां होता है आजकल
161.67,3.13,[संगीत]
167.02,3.719,[संगीत]
173.38,5.02,[संगीत]
175.28,7.08,तुमने हमेशा एक तरफ की बात सुनी है
178.4,7.72,शक दादी को झूठी सच्ची शिकायत लगा लगाकर
182.36,7.32,हाला ने हम सब की जिंदगी को जहन्नम बना
186.12,5.64,रखा मेरे और रस के बीच ऐसी खलीज पैदा करती
189.68,5.839,जिसे हम चाहते हुए भी पुर्ण नहीं कर सके
191.76,4.8,कभी भी और जो आप उसे मारती थी उसे सजाएं
195.519,5.161,देती
196.56,6.56,थी उसे सुधारने के लिए बच्चों को सीधा
200.68,6.88,रास्ता दिखाने के लिए डांटने और मारने का
203.12,8.44,उसूल नहीं होता क्या होता है ना झूठ बोलने
207.56,7.72,पर तो मैंने कभी रू को भी नहीं बख
211.56,7.319,पर हाला को तो झूठी सच्ची शिकायत लगाकर हम
215.28,6.159,दर्दिया बटोरने की आदत स पड़ गई थी अब
218.879,4.161,देखो ना तुम्हें और खुर्रम को उसने कितनी
221.439,6.601,झूठी कहानिया
223.04,6.35,सुनाई रम का यहां क्या जिक्र है रम का ही
228.04,5.66,तो जिक्र है
229.39,4.31,[संगीत]
234.599,4.84,इस आप जूस पिएंगे
239.84,5.119,नहीं नहीं पिए ना प्लीज आपको आपको वीकनेस
242.84,2.119,हो
245.439,3.16,जाएगी ये
253.34,3.139,[संगीत]
254.439,5.2,लीजिए थैंक
256.479,5.401,यू वो मेरे पास आपका फोन और वॉलेट है
259.639,6.28,मैंने सोचा आपको लौटा
261.88,7.36,दूं ये और आपका
265.919,5.201,वॉलेट वॉलेट पता नहीं यहीं पे था कहां गया
269.24,3.28,या अल्लाह
271.12,6.639,मिल
272.52,6.88,गया ऐसे ही ऐसे हलकान हो रही है आप इसमें
277.759,3.88,संभालने वाली कोई भी चीज नहीं है बिल्कुल
279.4,4.67,खाली है ऐसा कैसे हो सकता है आपकी अमानत
281.639,5.69,थी वापस तो करनी
284.07,3.259,[संगीत]
287.4,4.94,थी वा लेकर आए और काउंटर पर बिल केयर करते
290.68,4.28,जी
292.34,5.94,[संगीत]
294.96,7.0,बिल निकाल इसको अरे क्या कर रहे आपको लग
298.28,6.44,जाएगी देखा क्या कर रहे हैं आप जरूरत है
301.96,5.28,आपको इसकी ध्यान से ड्रिप स्टैंड गिर जाता
304.72,6.12,पट्टी कर तो दी थी फजूल में ड्रिप लगाने
307.24,5.84,की क्या जरूरत थी सिर्फ डको सले हैं आपके
310.84,4.04,क्योंकि बिल में जीरो जो ऐड करने होते हैं
313.08,5.959,आप प्लीज इसको निकाले निकाले इसको नहीं
314.88,4.159,आपको इतना खून बहा है आपको जरूरत है इसकी
319.16,5.56,लेकिन मेरे पास बिल के पैसे नहीं है तो
322.96,4.04,इसमें ऐसी कौन सी बात है बल मैं क्लियर कर
324.72,6.599,देती हूं आप अपना ख्याल रखें आप मेरे साथ
327.0,4.319,आ हम मेडिसिन लेके आ रहे हैं
332.4,5.0,यह ठीक है कि मैं हमजा की शादी हाला से
334.52,6.08,नहीं करना चाहती थी इसलिए मैंने खुर्रम को
337.4,5.519,बुलवाया था मैंने सोचा था अगर वह अच्छा
340.6,6.08,हुआ तो मैं उसके लिए स्टैंड ले लूंगी
342.919,6.081,लेकिन हाला ने पथरा ही बदल लिया उसने रम
346.68,4.6,को ठुकरा दिया और हमजा के लिए हां कर दी
349.0,5.199,ऐसा नहीं हुआ था ऐसा ही हुआ था बिल्कुल
351.28,5.68,ऐसा ही हुआ था सिर्फ मुझे अजियत पहुंचाने
354.199,5.641,के लिए मुझे नीचा दिखाने के लिए वो तीन
356.96,4.0,तीन जिंदगियों से खेल गई
359.84,4.12,तीन
360.96,9.28,जिंदगिया कौन से
363.96,10.2,हमजा खुरम बेचारा और और खुद हाला मैं मैं
370.24,7.6,समझी नहीं हाला जो है ना वो हमजा के साथ
374.16,6.56,खुश नहीं है एक एक मिनट के लिए मैंने उसे
377.84,5.84,खुश नहीं देखा और हमजा उसका जिक्र तो तुम
380.72,5.8,रहने ही दो उस बिचारे ने तो यूं भी दादी
383.68,5.56,की फरमाबरदार में हाला को अपनाया था ना
386.52,5.6,इतना मेरा राज वाला बेटा मजाल है जो उसे
389.24,6.2,एक पल की खुशी भी मिली हो लेकिन आप यह सब
392.12,6.28,कुछ मुझे क्यों बता रही है तुम्हारे अलावा
395.44,4.479,किसी और को बता सकती हूं भला कोई भी मेरी
398.4,3.84,बात का यकीन
399.919,5.28,करेगा लेकिन मैं क्या कर सकती हूं यह
402.24,6.12,सुनके इससे पहले के मामला इंतहा को पहुंच
405.199,6.321,जाए तुम खुर्रम को बताओ उसे बताओ कि हाला
408.36,5.52,खुश नहीं है वह आज भी पछता रही है वो वो
411.52,4.959,हमजा को पसंद नहीं करती आज भी खुर्रम को
413.88,6.319,याद करती है इसलिए हमजा को वो मकाम नहीं
416.479,9.0,दे सकी जो उसका हक है और से क्या होगा
420.199,8.761,हाला को रम मिल जाएगा और हमजा भी
425.479,6.241,तादीन लेगा तुम तुम ना बस मुझे एक बार
428.96,6.28,र्रम से मिलवा दो मैंने उसकी आंखों में
431.72,6.599,हाला के लिए तड़प देखी है व हाला को अपना
435.24,4.92,लेगा यह तीन इंसानों की खुशियों का सवाल
438.319,6.401,है
440.16,9.96,जुपा तीन नहीं चार इंसानों की खुशियां ताई
444.72,5.4,जान चार चौथा कौन
450.199,6.081,मैं यानी
453.4,5.919,सपक आप जब यहां आई थी तो सबसे पहले आपने
456.28,4.28,क्या कहा था आप सब कुछ जानते हैं कुछ भी
459.319,6.761,नहीं जानती
460.56,7.639,आप रम सिर्फ मेरा कजन नहीं था मेरा मंगेतर
466.08,2.119,भी
470.68,6.359,था एक तरफ मेरी दोस्त ने और दूसरी तरफ
474.56,6.72,मेरे मंगेतर ने दोनों ने मिलकर मेरी पीठ
477.039,7.211,में छुरा घोपा और आप सोच मैं उनको मिलवाने
481.28,4.759,में पुल का किरदार अदा कर
484.25,6.27,[संगीत]
486.039,4.481,सकूंगी हर ग
490.98,8.88,[संगीत]
501.91,3.25,[संगीत]
507.62,3.12,[संगीत]
513.599,5.68,अबू शक
515.8,5.52,मेन किस चीज की मेडिसन क्या हुआ तुम्ह समन
519.279,6.56,नहीं नहीं मेरी नहीं है
521.32,4.519,य यह रम की है रम
527.24,5.59,को आप मेरे साथ चलिए मैं आपको
529.959,6.401,बता आए ना
532.83,7.53,[संगीत]
536.36,6.919,प्ली हाला को बर्बाद होने की बद देने के
540.36,3.56,बजाय अपनी बेटी के आबाद होने की दुआए
543.279,6.481,क्यों नहीं
543.92,8.84,[संगीत]
549.76,6.319,करती बस अपनी औलाद की बेहतरी के लिए जो
552.76,3.319,मुझे मुनासिब लगा वो मैंने
557.839,5.24,किया
559.519,5.601,सोफिया हम अपनी बेटी को सारी जिंदगी हमजा
563.079,7.241,का नाम ले लेकर रोने के लिए नहीं छोड़
565.12,8.2,सकते ना समीन को आगे बढ़ना है
570.32,4.99,हमें उसे बताना है कि हमजा कोई नहीं भूल
573.32,15.66,जाए
575.31,13.67,[संगीत]
589.399,10.12,उसे सकना
591.97,9.39,[संगीत]
599.519,4.681,इतनी बड़ी बात हो गई और तुमने किसी को
601.36,6.599,बताना मुनासिब नहीं
604.2,6.28,समझा खुद इतने गम और गुस्से में थी तो
607.959,5.641,इसलिए तुमने वह सब हाला के साथ
610.48,6.479,किया बेटा यह कोई मामूली बात नहीं है
613.6,7.799,तुम्हें हमारे इल्म में लानी चाहिए थी यह
616.959,6.321,बात मैंने मैंने ताई जान को बताया
621.399,3.841,था
623.28,4.96,[संगीत]
625.24,6.32,भाभी भाभी ने तो किसी से जिक्र तक नहीं
628.24,8.279,किया उन्होंने मुझे भी बताने से मना किया
631.56,9.64,था कह रही थी कि बदनामी होगी फजूल में और
636.519,4.681,कोई मुनासिब वक्त देके बता दें
641.92,6.52,सबको उनका मुनासिब वक्त आने से पहले तुम
644.72,7.84,पर बुरा वक्त आ गया समीन कमस कम मुझे तो
648.44,6.8,बताती मैं पूछूंगा भाभी से बात करूंगा मैं
652.56,6.44,अभी चलो मुझे उस लड़के से मिलवा मैं उसका
655.24,7.88,शुक्रिया तो अदा करूं चल
659.0,7.36,[संगीत]
663.12,6.0,तुम्हारा बहुत शुक्रिया बेटा अगर तुम ना
666.36,6.8,होते तो पता नहीं
669.12,6.0,सर मेरी जगह कोई भी होता तो वही करता जो
673.16,6.0,मैंने किया नहीं
675.12,7.519,बेटा लोगों ने ना रुकना छोड़
679.16,6.239,दिया सबको अपनी जान प्यारी होती
682.639,6.241,है तुम्हारी मां ने तुम्हारी तरबियत बहुत
685.399,3.481,अच्छी की है
692.16,7.52,वैसे वो लोग कौन थे जिस तरह वो नाम ले रहे
696.839,6.401,थे उससे तो लग रहा था कि व इन्ह जानते हैं
699.68,7.64,नहीं वो मुझे नहीं व हा बस बेटा ऐसे ही
703.24,6.56,कोई बद नियत लोग थे जाने दो आई थिंक पुलिस
707.32,5.48,में कंप्लेन करवानी चाहिए वरना तो वो लोग
709.8,5.599,दोबारा मैं करवाने लगी थी लेकिन उससे पहले
712.8,2.599,वो लोग आ
718.24,6.599,ग हां सोफिया सलाम वालेकुम जलीस हां
721.92,5.44,वालेकुम सलाम कहां है आप इतनी देर से मैं
