Start Time (s),Duration (s),Text
0.12,11.36,दिल ये मेरा तेरे दिल से जा मिला है रब से
5.64,8.039,जिसको मांगा तू सला है हालांकि आगे मेरा
11.48,6.08,बेटा ढाल बनकर खड़ा है
13.679,5.76,ना ये जंग तो मुझे उसके पहलू में खंजर घूम
17.56,6.12,के जीतने
19.439,6.0,होगी चड़े काटनी होगी और कौन-कौन रहता है
23.68,6.64,इस घर
25.439,8.921,में मैं और बस मेरे पेरेंट्स क्या बकरी हो
30.32,7.36,कोई क्लास फेलो होगा वाह जी आज से पहले तो
34.36,6.76,ना आया कोई क्लास फेलो और सुनि ची ने मुझे
37.68,8.28,थक्के मार के कमरे से बाहर निकाले अब बोले
41.12,4.84,साफ साफ बोलो कि अभी मेरे लिए कुछ नहीं कर
46.399,10.921,सकते फिलहाल इस फूल से काम चला लो मेरा
51.28,10.64,तेरे दिल से जा मिला है रब से जिसको मांगा
57.32,4.6,तू वो सला है
87.92,2.92,सलाम
88.92,4.44,वालेकुम
90.84,6.36,वालेकुम सलाम आप खैरियत से पहुंच गए थे
93.36,7.32,उसन जी जी पहुंच गया था असल में मैं काफी
97.2,5.08,देर से आपको ढूंढ रहा था और आप य थे मुझे
100.68,4.36,ढूंढ रहे थे
102.28,7.76,य काम
105.04,6.88,है नहीं कोई काम तो नहीं था वैसे ही अच्छा
110.04,4.32,मैं भी अपने लिए कुछ लेकर आता हूं मैंने
111.92,7.28,कुछ नहीं खाया नहीं नहीं मैं इजाजत चाह
114.36,4.84,बहुत पोर्टेंट क्लास है आ यरा
124.37,11.169,[संगीत]
136.12,5.72,यह तो बहुत दता चश्म
138.0,8.8,निक मैंने अपनी हड्डिया तुड़वा और यह मजे
141.84,11.0,से बायक ककर चलती बनी लेकिन हैरत क्या न
146.8,6.04,तो एक ही है दोनों का बे मुरत थो के
167.92,9.599,पास सला वालेकुम सलाम वालेकुम वालेकुम
172.959,5.881,सलाम ना रहने दे तेरा हाथ दुख जाएगा उठ
177.519,3.08,जाऊंगी मैं खुद
178.84,5.84,ही क्या
180.599,7.081,हुआ लगता है रिश्ता पसंद नहीं आया पसंद तो
184.68,3.0,आया
187.76,8.039,लेकिन लेकिन क्या आगे कोई बात बनती तो है
190.68,7.76,नहीं लेकिन फिर भी चल बता दे अम्मा वो
195.799,6.921,सोफिया को खानदान बहुत बड़ा
198.44,7.879,लगा क्यों क्या खराबी खानदान में खराबी की
202.72,7.239,तो बात नहीं है बस बहुत बड़ा खानदान था
206.319,6.56,जॉइंट फैमिली सिस्टम अ वो तो हमारा भी है
209.959,7.84,माशाल्लाह से यह कौन सा ऐब निकाला तुमने
212.879,8.321,बा हमारे तो गिनती के चार लोग हैं उधर सास
217.799,5.401,सुसर दादी सास दादा सुसर और फिर उनकी
221.2,4.2,ब्याही हुई बेटी अपने चार बच्चों के साथ
223.2,6.0,वहां रहती है क्योंकि उसका मिया दुबई में
225.4,7.759,है हजार गस के बंगले में पोल्ट्री फार्म
229.2,6.64,की तरह भरे हुए हैं तो तो ये कि समीन को
233.159,5.881,तो आदत नहीं है इतने लोगों में रहने की आई
235.84,6.039,मीन इतना शोर शराबा वो तो पढ़ने लिखने
239.04,6.08,वाली लड़की है और उनकी बहुए इतनी इतनी
241.879,5.321,बड़ी देया चढ़ के बस सालन भ रही थी मेरी
245.12,5.44,बेटी से भी यही तवक रखेंगे
247.2,7.72,ना मुझे नहीं देनी इतने बड़े खानदान में
250.56,6.679,अपनी लड़की फिर हो गया रिश्ता बीबी गमले
254.92,6.92,में नहीं उगते लड़के कि जिनका आगे पीछे
257.239,8.601,कुछ हो ही नाप मैं ऐसे नहीं कह रही लेकिन
261.84,4.0,छोटा खानदान होना चाहिए
271.21,4.66,[संगीत]
276.96,5.079,आला क्या कर रही हो यार संडे सोने
280.16,4.879,दो जी
282.039,5.361,नहीं संडे और हमने सेटिंग करनी है बहुत
285.039,6.761,काम है उठो हमजा
287.4,7.68,क्याला प्लीज या सोने दो यार करो हम उठो
291.8,3.28,हमें बहुत काम करना है
295.56,5.34,आज तुम जैसे लोगों के लिए कहा था कायद आजम
298.639,7.54,ने काम नौजवान की मौत
300.9,5.279,[संगीत]
308.6,5.8,है क्या ने ये कहा
314.46,3.12,[संगीत]
319.84,8.079,था आज बड़ी नई लग रही हो क्या बात
324.919,3.0,है
328.039,5.88,ठो नहीं तो
330.68,6.28,मैंने तो सबसे पुराना सूट निकाल कर पहना
333.919,3.041,लेकिन कुछ तो है जो
338.56,6.44,न नया शायद एहसास
341.77,5.269,[संगीत]
345.0,7.08,है अब
347.039,7.381,मैं हाला नफीस की जगह हाला हमजा बनकर
352.08,5.04,दुनिया को देख
354.42,7.339,[संगीत]
357.12,6.96,रही हाला नफीस और ला हमजा में क्या
361.759,6.121,है हाला
364.08,8.76,नफीस एक बहुत ही बिचारी सी लड़की
367.88,9.439,थी और हाला हमजा एक
372.84,4.479,बातिर बात माद लड़की
378.0,8.88,[संगीत]
384.479,5.921,है तुमने मुझे बातों में ही लगा दिया
386.88,3.52,कितने काम करने
391.08,7.16,एक काम करो हां
394.0,4.24,बता जा ममी को बता हम क्या
401.56,8.639,कर मैं हा तुम उ अच्छा
406.36,6.72,[संगीत]
410.199,5.72,लगेगा तुम ने तो कहा है अभी हाला हमजा
413.08,2.839,बामा लड़की
416.879,4.0,है हा
421.199,6.241,तो इसमें कौन सी बड़ी बात है
423.879,3.561,मैं बता देती
436.72,7.12,हूं
439.599,7.201,दादी छोड़ ना क्या हुआ है लाठी निकल आई है
443.84,6.28,कोई बैठे तो सही मैं आपको बताऊं आपकी भी
446.8,5.88,लॉटरी निकल आई है अरे मेरी हम मेरी कौन सी
450.12,5.639,लॉटरी आपको पता है मैं क्या करने वाली
452.68,6.519,हूं मैं इस घर की पूरी सेटिंग बदलने वाली
455.759,5.401,हूं आपके भी कमरे की बदल दूंगी यह कुर्सी
459.199,4.4,ऐसे 10 साल से यहां पड़ी हुई हैसे दिल
461.16,3.879,अजीब सा हो गया इसको देख देख फिर आपको भी
463.599,2.961,पता चलेगा कि मैं कितना अच्छा घर की
465.039,5.241,सेटिंग बदल सकती
466.56,3.72,हूं क्या करने लगी
470.759,10.521,हो मैं नहीं वो मैं मैं और हमजा घर की
475.039,6.241,सेटिंग बदलने लगे हैं किसकी इजाजत से
482.039,6.28,मैं आपको बताने ही आ रही थी अच्छा अभी कोई
485.759,7.521,इतनी चीज तो तुम ई नहीं कि मुझे इत्तला
488.319,4.961,देने आ रही हो तुम्हें मुझसे इजाजत लेनी
493.44,7.68,है लेकिन हमजा ने इजाजत दे
496.4,8.44,दी मुझसे इजाजत समझी हमजा ने कहा है कि
501.12,7.479,मैं कर सकती हूं मेरी मर्जी के बगैर इस घर
504.84,5.44,में एक तिनका भी नहीं हिलेगा अच्छा बस ना
508.599,5.041,बस कर दे
510.28,6.679,हाला बेटा जो तुम्हारा जी चाहता है ना वो
513.64,6.48,तुम करो यह तुम्हारा घर है हमने तो अपनी
516.959,8.08,जिंदगी गुजार ली है इसको तो आदत है इस तरह
520.12,4.919,से बोलने की सलाम वालेकुम अम्मा वालेकुम
526.04,7.28,सलाम क्या बात है मुंह क्यों उतरा हुआ है
