Start Time (s),Duration (s),Text
0.08,8.08,दिल ये मेरा तेरे दिल से जा मिरा है रब से
5.6,6.68,जिसको मांगा
8.16,6.359,तूला है ऐसे कैसे मुझ ऐसा नहीं है हमजा
12.28,4.919,मेरा बेटा है मेरा मैंने उससे कहा था कि
14.519,5.121,वो नहीं जाएगा वो मेरी बात मानता है वो
17.199,5.601,मेरा हुकम मानता है वो नहीं जाएगा मेरी
19.64,6.36,बात हुई है उनसे वो शहर से बाहर गए हैं
22.8,4.84,किसी फार्म हाउस में नेटवर्क प्रॉब्लम है
26.0,5.96,वहां नहीं मिलेगा
27.64,4.32,नंबर ये हमारे नाम का इज
32.16,3.559,तुमने कभी हमारे नाम नोट किए
36.0,6.12,ल जहां हमजा खत्म होता है वहां से हाला
40.92,5.119,शुरू होती
42.12,6.84,है और जहां हाला खत्म होती है वहां से
46.039,6.641,हमजा शुरू होता है मेरे मना करने के
48.96,6.64,बावजूद तुम तुम उस लड़की को
52.68,7.96,लेकर लड़की नहीं
55.6,10.44,बीवी बीवी को लेकर गया था ये मेरा
60.64,8.64,दिल से जा मिला है रब से जिसको मांगा तू
66.04,6.6,वो सिला
69.28,6.159,है कितनी बद नियत और हासिल है शाह जहान
72.64,6.72,बुला लिया ना तुझे वापस नहीं दादी उनकी
75.439,5.961,तबीयत खराब है ना ओ काहे को खराब है बेटा
79.36,5.439,अगर मैं इस वक्त यहां पर लौटना शुरू कर
81.4,5.679,दूं और दर्द से कराना शुरू कर दूं झूठ मूठ
84.799,4.801,तो दुनिया भर के डॉक्टर क्या वो चीन हो या
87.079,5.961,जापान हो यह नहीं पता कर सकेंगे कि मुझे
89.6,6.799,मर क्या है दादी उनकी सच में तबीयत खराब
93.04,6.2,है उनका बीपी ओ बीबी अब तू अगर उसकी तरफ
96.399,5.72,दारी नहीं करेगी तो और कौन करेगा हां भैया
99.24,5.32,ठीक है सास के आगे दादी सास की क्या
102.119,2.441,हैसियत
105.36,5.48,कैसी बातें कर रही है दा आप तो मेरी अम्मा
108.92,6.44,है
110.84,7.279,ना तेरी तो मां हूं लेकिन हमजा को देखा
115.36,4.99,कैसा सीधा गया है मां के कदमों में ये
118.119,4.561,नहीं हुआ कि रास्ते में दादी को सलाम
120.35,5.769,[संगीत]
122.68,6.68,सुन इतनी देर से कोई शोर हंगामे की आवाज
126.119,6.961,नहीं आई जाके पता कर जीती भी है यह गुजर
129.36,5.64,गई दादी हां शाहजन इतनी देर चुप रहने वाली
133.08,4.7,कहां है
135.0,9.319,दादीस बीमार
137.78,12.94,[संगीत]
144.319,9.321,है आप माने या ना माने बीवी तो है
150.72,5.4,अपने हाथों की लकीरों को तो नहीं बदल
153.64,5.72,सकते इस दुनिया
156.12,6.68,में जिस काम के मुमकिन होने का हम तस भी
159.36,5.2,नहीं कर सकते व हो जाए तो समझ ना चाहिए
162.8,5.56,उसे होना ही
164.56,8.28,था अल्ला की मर्जी के आगे जिद मत
168.36,4.48,लगाए प्लीज हाला को एक्से कर
173.68,4.36,लीज
175.72,6.12,नहीं
178.04,5.6,नहीं मैं हाला को कभी कबूल नहीं करूंगी
181.84,5.52,कभी
183.64,7.28,नहीं पुपू
187.36,5.879,फप्पू या अल्लाह खैर पपो क्या हुआ है मुंह
190.92,6.679,से तो बोलना सब खैरियत है जलीस ठीक है
193.239,6.64,नफीस ठीक है बता पपो ना हिना की कॉल आई थी
197.599,4.681,वो वो कह रही थी कि दिल में किसी को रखकर
199.879,5.161,किसी और का घर बसाने वाली तो अमेरका में
202.28,6.2,भी मिल जाती है उन्होंने मेरी जमीन के लिए
205.04,6.479,साफ इंकार कर दिया पपो साफ इंकार कर दिया
208.48,5.6,और वो तो कह रही थी कि शाहजन आप की शुक्र
211.519,4.401,गुजार हूं क्योंकि उन्होंने सच बोल दिया
214.08,5.28,साफ जवाब हो
215.92,6.0,गया तेरा तो दिमाग उलट गया शाह जहान
219.36,5.84,खबरदार जो एक लफ भी मुंह से
221.92,6.44,निकाला अम्मी क्या ये सब ठीक है क्या वाकई
