Start Time (s),Duration (s),Text
0.16,7.679,तारक मेहता का उल्टा चश्मा
4.96,2.879,अरे कोई बात
10.04,5.4,नहीं पांडे
12.12,3.32,जी वो
16.73,3.12,[संगीत]
21.72,4.92,देखिए सक्सेना साहब तो घर में नहीं है
24.08,5.199,लेकिन उनके घर में हलचल दिख रही है। वो
26.64,4.799,देखिए लगता है कहीं सच में चोर तो नहीं है
29.279,3.081,अंदर?
31.439,6.081,आई
32.36,6.48,थिंक अंदर चोर हैं। लेट्स मूव। अरे तुम
37.52,4.0,लोग
38.84,4.48,नहीं। मैं अपने डिपार्टमेंट वालों को आने
41.52,3.559,के लिए कह रहा
43.32,7.559,हूं। और
45.079,5.8,हां इस बार चोर मैं पकडूंगा।
50.92,4.0,मैं प्लीज
64.0,6.159,अंदर जो भी कोई चोर है वो बाहर निकल लो।
67.84,4.639,पुलिस ने तुम्हें चारों तरफ से घेर लिया
70.159,6.32,है।
72.479,6.601,घेर लिया है ना? नहीं मालूम नहीं सर।
76.479,4.441,देखो शराबों से बाहर आ
79.08,4.92,जाओ।
80.92,4.28,एक दो
84.0,4.32,तीन
85.2,4.8,लगता है सर आपकी आवाज सुन नहीं पा रहे सर।
88.32,4.24,चोरी करने में इन्वॉल्व है तो मेरी आवाज
90.0,4.0,क्या सुनेंगे? जब तक इनको कान के नीचे
92.56,4.44,नहीं बजाऊंगा ये लोग मेरी आवाज नहीं
94.0,3.0,सुनेंगे।
100.96,8.04,इस दरवाजे से नहीं उस दरवाजे से जाएंगे।
104.56,4.44,समझे? यस। कौन मूव?
115.75,12.77,[संगीत]
123.92,4.6,ये देखो रुको रुको कितना चोरी
129.58,4.18,[संगीत]
131.52,5.05,ओए चोरों चोरी कर दियो तुम लोगों को तो
133.76,5.28,मैं छोडूंगा नहीं
136.57,5.47,[प्रशंसा]
139.04,6.0,अरे रोक अरे
142.04,3.0,रोक
149.8,4.24,पकड़ी करते हम
155.2,6.56,हां आया मजा
157.28,7.76,पांड्या जी बाहर आ जाइए हमने चोरों को
161.76,5.4,पकड़ लिया है
165.04,4.96,हां भाई देखते
167.16,5.439,हैं आइए आइए देखिए
170.0,5.84,पांडे जी आ जाओ जी आ
172.599,7.401,जाओ रोशन सिंह हरजीत सिंह सोनी के हाथों
175.84,7.679,से कोई भी चोरू चिक बच नहीं सकता देखो
180.0,6.0,मैंने इन लोगों को पकड़ लिया है चलिए सर
183.519,4.72,उनको पकड़ लीजिए कहां पकड़ लोगे उन लोगों
186.0,5.15,ने ऑलरेडी पकड़ लिया है अब हम उनको
188.239,8.381,छुड़ाएंगे फिर बाद में पकड़ पाएंगे चलो
191.15,5.47,[संगीत]
196.959,3.521,आइए आइए पांडे जी आइए
200.76,8.92,आइए आइए आइए सर आइए ये तो मंगू है मास्टर
206.159,5.36,पहले चाबी बनाने का काम करता था
209.68,4.44,फिर इसने अपने हुनर का इस्तेमाल करके
211.519,6.881,चोरिया करना शुरू कर
214.12,8.199,दिया पहले भी जेल की हवा खा चुका है अच्छा
218.4,7.28,ओ तेरी तुम्हारी तो मुलाकात नहीं हुई इससे
222.319,7.84,खैर इस बार हाथ लग गया है इस बार इसकी ऐसी
225.68,4.479,धुनाई करेंगे चोरी करना ही बंद कर देंगे
231.12,9.679,श्रीपाल यस सर ले जाओ इन सबको चलो देना
235.28,9.039,छोड़ो छोड़ो उसको चल लेके जा चल
