Start Time (s),Duration (s),Text
0.08,8.08,तारक मेहता का उल्टा चश्मा
4.88,7.04,तो प्यारे खिलाड़ियों गोकुल धाम खेल
8.16,7.24,महोत्सव 2011 की शुरुआत हम नींबू चम्मच की
11.92,3.48,दौड़ से करेंगे।
16.88,4.609,[संगीत]
23.199,5.521,दोस्तों नींबू चम्मच जो है शुरू होने वाली
25.519,5.961,है और सभी बहुत ही उत्साहित हैं। अय्यर जी
28.72,5.92,को लगता है अपना लकी नींबू मिल चुका
31.48,6.599,है। और ये जेठा भाई ने उठाया सबसे बड़ा
34.64,5.36,नींबू छान के ये चमक पर रखा लेकिन अफसोस
38.079,4.8,गिर गया।
40.0,5.36,ओए पापा जी। सोडी भाई को अपना नींबू मिल
42.879,5.84,गया और सुंदर भाई चेक कर रहे हैं कि ये
45.36,5.92,नींबू है या संतरा। सभी परिवार जोरों
48.719,5.52,शोरों से तैयारी पर हैं। नाउ गेम अबाउट टू
51.28,5.599,बिगिनिंग।
54.239,5.601,क्या है इनको इतना इंग्लिश बोलने का? अरे
56.879,5.601,1 मिनट 1 मिनट 1 मिनट। तो मुझे जरा पानी
59.84,6.0,पीना है। मैं अभी आता हूं। हां। अरे नींबू
62.48,5.92,काट के पी लो। अरे पोपट लाल जल्दी आना।
65.84,5.33,यहां भिड़े मास्टर नींबू का बैलेंस रखने की
68.4,9.169,प्रैक्टिस करके कहीं जीत ना जाए।
71.17,6.399,[संगीत]
77.96,6.839,कपू ब्रश निकाल के बात कर ना समझ में नहीं
81.36,6.399,आ रहा क्या बोल रही है अरे ये नींबू चमची
84.799,6.801,की रेस मैं ही जीतूंगी
87.759,8.72,ए चमची ये नींबू शरबत बनाने जैसा आसान काम
91.6,8.93,नहीं है मैं ही जीतूंगी अरे मुझे पता है
96.479,6.081,लेकिन मेरे पास है एक्सपीरियंस असिस्टेंट
100.53,3.19,[संगीत]
102.56,4.4,अरे
103.72,7.24,अनुभव आप मानोगे नहीं बचपन में मैं जब
106.96,7.199,छोटी थी ना तब मामा के घर तीन घड़े सर पर
110.96,6.08,रख के ब्लेंस करके कुएं से घर तक आती थी
114.159,5.28,तब ये नींबू को ब्लेंस करना तो बहुत आसान
117.04,4.48,बात है गिर गया नींबू तेरा हां हां ये तो
119.439,5.081,अभी गिर गया लेकिन मुंह में ऐसे ब्लेंस
121.52,3.0,रहेगा
125.36,5.66,चलो चलो चलो रेडी रेडी रेडी हां भाई आ जाओ
127.52,5.56,आ जाओ चलो चलो चलो चलो
131.02,5.06,[संगीत]
133.08,3.0,सावधान
136.92,7.8,ये अब सभी लोग मुंह में चम्मच रखेंगे। जी
141.76,7.88,रखा हुआ है।
144.72,4.92,और उसी चम्मच पर नींबू रखेंगे।
150.8,6.159,फिर हम इस गन से फायर करेंगे और आपको
153.84,6.75,भागना शुरू करना है।
156.959,5.121,सभी तैयार है। नट्टू काका
160.59,3.41,[संगीत]
162.08,2.11,सब तैयार?
164.0,3.409,[संगीत]
164.19,3.219,[प्रशंसा]
168.64,4.319,सब तैयार?
170.48,5.92,सभी खिलाड़ी बहुत ही उत्साहित है नींबू
172.959,6.881,चम्मच रेस खेलने के लिए।
176.4,6.08,पाका ये लोग कोई जवाब क्यों नहीं देते?
179.84,4.64,अरे नट्टू काका सबके मुंह में नींबू चम्मच
182.48,4.64,है।
184.48,5.2,तो जवाब कैसे देंगे? अरे वो तो मैं भी देख
187.12,7.119,रहा हूं कि सबके मुंह में नींबू चम्मच है।
189.68,7.919,मगर जवाब तो देना चाहिए ना। हम करके
194.239,9.121,नट्टू काका इन सभी ने हम करके जवाब दिया
197.599,9.541,है। ओह आई एम सॉरी। आई डिडंट हियर।
203.36,6.98,"ठीक है, ठीक है। रेडी"
207.14,3.2,[संगीत]
211.0,5.48,वन
213.159,6.041,टू और ये हमारे पहले जज नट्टू काका ने
216.48,5.839,गोली चलाने की कोशिश की। लेकिन ये हम क्या
219.2,6.0,देख रहे हैं? ये गोली चल ही नहीं रही है।
222.319,5.441,सब लोग बहुत परेशान हैरान है कि आखिर
225.2,5.2,नट्टू काका ये कर क्या रहे हैं। हे भगवान
227.76,6.08,ये बंदूक की लली इंटरनेस्ट की तरफ घूम गई
230.4,3.44,है। सभी बहुत घबरा गए
233.879,6.841,हैं। ये बबीता भाभी अयर जी को बचाने की
236.959,6.321,कोशिश लेकिन भाग गए।
240.72,5.12,सभी इंडस्ट्रेंट्स बहुत ही बकबरा गए हैं।
243.28,5.2,यहां पर स्थिति ऐसी हो गई है जैसे भारत
245.84,6.44,पाकिस्तान का बॉर्डर हर तरफ गोलीबारी का
248.48,3.8,एहसास हो रहा है।
252.71,3.769,[संगीत]
254.0,5.759,नट्टू काका एक मिनट मुझे दीजिए। मैं ट्राई
256.479,7.041,करता हूं। राहत की सांस ली सभी ने। भूत गए
259.759,7.44,तो प्रेत आ गए। अरे ए नटू काका हम सबको
263.52,5.76,मार डालना है क्या? हां
267.199,4.401,अरे मेरी रोशन को कुछ हो जाता ना तो मैं
269.28,4.0,छोड़ता नहीं। अरे ये कोई शूटिंग कॉम्पटीशन
271.6,4.8,चल रहा है क्या किसी को कुछ हो जाता तो?
273.28,7.28,अरे पर ये जाम है। क्या जामनगर से लाए थे?
276.4,6.72,अरे जाम के चक्कर में जान चली जाती इधर।
280.56,5.52,अरे भाई किधर से लेके आए हो तुम लोग ये दम
283.12,6.0,भूक? हम लाए हैं सेठ जी। और इस बंदूक के
286.08,8.0,मालिक को भी साथ में लाए हैं। एक मिनट अभी
289.12,8.4,बुलाता हूं। मुलन भाई ओ मुलन भाई। मुल भाई
294.08,5.36,नहीं मुकुंद भाई अरे हां ओ मुलुंड वाले
297.52,4.48,मुकुंद भाई अरे मुन भाई रहता है क्या
299.44,5.52,अंदाजा नाला है और ये आई बंदूक की असली
302.0,5.6,मालिक चल भाई चल अरे मुकुंद भाई ये चलती
304.96,4.959,नहीं है दिखाइए लगता है अब ये सिटी को
307.6,5.879,अपने कंट्रोल में ले लेंगे ये तो अपने आप
309.919,3.56,ब्लॉक हो गया है
314.16,3.039,[प्रशंसा]
315.59,3.77,[संगीत]
317.199,5.041,ओ मुकुंद भाई क्या है ये सब क्या है
319.36,4.8,मुकुंद भाई क्या लॉक बिगड़ गया है ना
322.24,4.16,कभी-कभी अपने आप लॉक हो जाता है। अरे तो
324.16,5.28,अनलॉक करो ना। तो अपने आप खुलता क्यों
326.4,7.88,नहीं? वो भी होता है कभी-कभी। और इसमें
329.44,6.24,क्या-क्या होता है? अपना भाई भी होता है।
334.28,4.919,[संगीत]
335.68,5.68,ए कैंसिल करो। ये गन अभी अभी कैंसिल करो।
339.199,4.961,भाई मैं तो कहता हूं सीटी बजा के काम चला
341.36,6.0,लो। वरना यहां हमेशा हमेशा के लिए किसी की
344.16,5.44,चींटी बज जाएगी। हां।
347.36,4.559,चल भाई मुकुट। अब तू जा। हां जाता हूं।
349.6,4.8,चाय पानी तो दो। अरे चाय पानी कल सुबह तू
351.919,4.321,दुकान में आएगा ना सेठ जी से दिलवा दूंगा।
354.4,4.48,नहीं नहीं नहीं नटो काका कोई दुकान दुकान
356.24,6.799,पे कुछ मत देना। खर्चा पानी दो इसको खट्टा
358.88,6.48,पानी। चाय पानी वाली चल चलो रे। भाई मुकुट
363.039,5.28,तू अभी जा सेठ जी का गुस्सा एकदम चढ़ गया
365.36,5.52,है। और ये बंदूक के मालिक बंदूक वापिस ले
368.319,6.561,जाते हुए। सावधान। हां भाई हां सावधानी है
370.88,7.8,अभी। काम चलाया जाएगा। अब सभी लोग मुंह
374.88,3.8,में चम्मच रखेंगे।
379.039,9.241,और फिर उसी चम्मच पर नींबू रखेंगे।
382.639,9.041,फाइनली रेस शुरू होने वाली है। रेडी वन
388.28,6.359,टू थ्री
391.68,5.359,और ये नींबू रेस शुरू। कट टू कट कॉमटीशन
394.639,3.961,है। खिलाड़ी चम्मच में नींबू रखकर आगे बढ़
397.039,4.88,चुके
398.6,5.96,हैं। दर्शकों का जोश बनते ही दिखता है।
401.919,6.881,दया भाभी कॉन्फिडेंटली आगे बढ़ते हुए।
404.56,7.68,अय्यर भाई भी आगे बढ़ते हुए।
408.8,6.44,और ये अंजलि भाभी आउट ऑडियंस में काफी
412.24,3.0,उत्सुकता।
416.2,5.8,[संगीत]
417.759,4.241,सभी अपना-अपना बैलेंस बनाकर आगे बढ़ते
432.68,7.76,हुए गोली और पिंकू गेम से आउट। चाचा जी और
437.44,7.08,हाथी भाई आगे बढ़ते
440.44,7.56,हुए धीरे भाई भी आउट लग रहे थे
444.52,3.48,कॉन्फिडेंस हो चुके
450.44,5.96,हैं बाबा जी
453.68,6.239,और ये दया भाभी का नींबू भी चम्मच से गिरा
456.4,6.56,और वो भी खेल से बाहर सुंदर सोडी भाई रोशन
459.919,8.441,भाभी और पोपट लाल लय में लय मिलाकर एक साथ
462.96,8.959,आगे बढ़ते हुए और ये भाई का नींबू
468.36,8.26,गिरा और ये जेठा भाई भी आउट और मेधा भाई
471.919,5.251,भी आउट तो परम मित्र खेल के मैदान में चित
476.62,3.06,[संगीत]
477.17,6.91,[प्रशंसा]
479.68,4.4,टप्पू भी एकाग्रता से आगे बढ़ रहा
484.84,7.78,है और ये क्या नींबू को लड्डू समझ के निगल
488.319,5.761,गए? नींबू शिकार हुआ हाथी भाई की भूख का।
492.62,4.979,[संगीत]
494.08,6.959,और ये अब्दुल भाई आउट और अब हम आ पहुंचे
497.599,7.481,हैं खेल के आखिरी पड़ाव पर। बबीता जी भी
501.039,6.84,खेल से बाहर बैलेंस नहीं रख
505.08,5.959,पाई। कोमल भाभी भी
507.879,6.28,आउट। खेल बहुत ही रोमांचिक स्थिति में
511.039,7.081,पहुंचता हुआ टप्पू सोनू अय्यर भाई चाटर्जी
514.159,3.961,सुंदर पोपट लाल।
525.68,10.599,अय्यर जी और चंपक चाचा के बीच भी कांटे की
530.6,5.679,टक्कर और इसी के साथ रेस खत्म
539.25,5.03,[प्रशंसा]
543.0,2.02,[संगीत]
544.28,3.08,[प्रशंसा]
545.02,5.3,[संगीत]
547.36,6.64,देखा हम उमदाबाजी जी बोल के नहीं करके
550.32,7.8,दिखाते हैं। नहीं सुंदर भैया आपका नींबू
554.0,4.12,आपसे पहले आ गया था।
560.48,3.76,बोलो वाकई में कर क्या
565.0,7.959,दिखाया? अबे भोले क्या? क्या अभी कुछ समझ
568.959,6.351,में नहीं आ रहा है। टप्पू सेठ आप तीसरे
572.959,4.081,स्थान पे आ गए हैं।
575.31,4.05,[प्रशंसा]
577.04,6.12,क्या हुआ टपड़ा? थैंक यू दादा जी जेठालाल
579.36,9.24,बधाई हो थैंक यू थैंक यू
583.16,5.44,सोनू तुम दूसरे स्थान पे आई हो
590.56,9.279,पोपट भैया आप पहले आए हैं थैंक यू थैंक यू
597.279,5.201,क्या बात है कमाल करता है यार। अरे मैं
599.839,5.601,जीत गया जीत गया मैं मुझे पता था मैं ही
602.48,3.72,जीतने वाला हूं मुझे पता था मैं ही जीतने
605.44,2.44,वाला
606.2,5.56,हूं
607.88,8.36,हां। माय डियर पोपट लाल। ये आपका नींबू
611.76,5.759,गिरता क्यों नहीं है? कोई जादू है?
616.24,4.0,[प्रशंसा]
617.519,6.56,रोशन बैठो अजब गजब छे। सच्ची बात है। ये
620.24,6.64,तो कुछ गड़बड़ लग रही है। ओह हो खरच। अरे ये
624.079,4.88,तो न्यूटंस ला के आ गए इसे।
626.88,4.16,नींबू गिरता नहीं है। अरे काहे का
628.959,3.681,ग्रेविटी का लॉ और काहे का जादू चीटिंग की
631.04,4.32,है इस पोपट लाल। ने नींबू चिपकाया है इस
632.64,4.48,चम्मच से। अन्याय ही अन्याय है। नहीं भाई
635.36,5.52,नहीं। मैं तो साहब मैंने कोई चीटिंग नहीं
637.12,6.8,की है। हाय पप्पू चीटिंग तो तूने की है।
640.88,5.56,ये बता चम्मच से नींबू चिपकाया कब? मुझे
643.92,6.159,क्या पता? मुझे मुझे पता है मैं बताता
646.44,6.2,हूं। वो क्या हुआ सो? वो पानी पीने गया ना
650.079,5.44,पोपट लाल तभी नींबू को चम्मच के ऊपर एकदम
652.64,5.12,प्यार उमड़ आया। तो नींबू चम्मच को ऐसे गले
655.519,4.801,लगा लिया। एकदम ऐसे चिपक गया। क्या बोल
657.76,6.16,रहे हो जेठालाल?
660.32,7.759,पोपट लाल भाई बहुत बुरी बात है ये।
663.92,7.84,दर्शकों गौर से देखिए इस मासूम चेहरे के
668.079,7.521,पीछे छिपे चीटर को। इसका नाम है पीपीपी
671.76,6.56,यानी पत्रकार पोपट लाल पांडे। यही है वो
675.6,4.96,जिसने चीटिंग करके नींबू चम्मच रेस जीतने
678.32,4.8,की कोशिश करी।
680.56,5.12,लेकिन अफसोस ये अपने मंसूबों में कामयाब
683.12,5.2,नहीं हो पाए और पकड़े गए। पेड़ की खाल में
685.68,6.0,भेड़िया। गौर से देखिए इस चीटर के चेहरे
688.32,7.44,को और पहचान लीजिए। चलिए अब इनसे पूछते
691.68,7.12,हैं कि कब से ये चीटिंग के धंधे में है।
695.76,5.6,बात सालों पुरानी है। मतलब सालों से
698.8,4.479,चीटिंग के धंधे में है।
701.36,4.32,अरे नहीं भाई नहीं मैं सालों से चीटिंग
703.279,4.961,नहीं कर रहा हूं। चीटिंग तो आज पहली बार
705.68,3.31,की है। पहली बार कोशिश की लेकिन वो भी
708.24,2.159,नाकाम रही।
708.99,4.849,[संगीत]
710.399,7.281,बात दरअसल यह है कि बचपन से मेरी ये प्रबल
713.839,6.721,इच्छा रही थी कि मैं जीवन में एक बार
717.68,5.279,सिर्फ एक बार नींबू चम्मच की रेस में
720.56,5.36,फर्स्ट आऊं।
722.959,6.0,लेकिन आज तक मेरा ये सपना पूरा नहीं हो
725.92,6.479,पाया था। इसलिए बच्चों की तरह चीटिंग की
728.959,7.281,तुमने। अरे बच्चों की तरह मतलब क्या पापा?
732.399,6.721,हमने कभी चीटिंग की? हां। नहीं मतलब?
