Start Time (s),Duration (s),Text
0.16,9.0,तारक मेहता का उल्टा चश्मा
5.04,4.12,वो देखिए वो उनके साथी
9.92,2.32,आराम
15.4,4.28,से एक मिनट एक
22.039,7.361,मिनट दम लगा
24.84,4.56,के जोर लगा के
30.88,4.839,शाबाश आ गया आ गया एक मिनट
40.559,5.361,आ गया आ गया आ गया आ गया
43.36,5.12,किसी ने भागने की कोशिश की तो खैर नहीं है
45.92,2.56,तुम्हारी
50.52,7.8,अरे साफ-साफ बताओ चोरी का माल कहां है
55.12,6.0,चोरी नहीं नहीं हमने कोई चोरी नहीं की हम
58.32,5.2,लोग तो बहुत शरीफ चुप
61.12,4.16,खबरदार कोई कुछ बोलेगा नहीं सर बोलने
63.52,5.8,दीजिए आपको कुछ गलतफहमी हुई हम लोग बहुत
65.28,6.56,शरीफ आदमी हैं गरीब आदमी है देखिए मैं एक
69.32,5.88,शिक्ष है ठंड लग रही थी ना इसलिए लगाया था
71.84,6.0,मैं एक शिक्षक हूं ये काढ़ाना हूं ये
75.2,5.64,डॉक्टर हंसराज हाथी है ये हमारे बड़े
77.84,7.44,मैकेनिक साहब है गराज के मालिक है सोडी
80.84,6.84,साहब ये पोपट लाल पत्रकार है वरिष्ठ युवा
85.28,5.839,पत्रकार काहे फर्क पड़ते कहने तो ये हमारे
87.68,6.32,हमारे साइंटिस्ट साहब हैं अय्यर जी।
91.119,6.081,और मैं एक व्यापारी हूं। ये जेठालाल गड़ा
94.0,5.36,इनकी खुद की इलेक्ट्रॉनिक की शॉप है। हां।
97.2,4.879,और ये हमारे मेहता साहब बहुत बड़े लेखक
99.36,5.119,हैं। अरे लेखक हूं। मैं लेखक हूं। हम सब
102.079,4.641,शरीफ हैं। बहुत शरीफ हैं। शरीफ लोग आधी
104.479,4.801,रात को दीवार कूद कर किसी के घर में नहीं
106.72,4.96,जाते।
109.28,5.199,अरे ऐसा काम सिर्फ चोर करते हैं।
111.68,6.0,इंस्पेक्टर साहब। हम लोग चोरी करने नहीं
114.479,5.761,नींबू लेने गए थे। हां।
117.68,5.28,दिखाना नींबू। हां ये देखिए अभी मैंने रखे
120.24,5.44,हाथ में। ये देखिए ये हम लोग टोटल आठ
122.96,4.799,नींबू लेके आए हैं। ये दो और है इसमें।
125.68,4.799,हां आठ ही नींबू लिए हमने ज्यादा भी नहीं
127.759,7.761,लिए। आधी रात को दीवार फाकर नींबू लेने गए
130.479,7.361,थे। हां देखा है? हां। कहानियां बनाते हो।
135.52,3.84,नहीं नहीं कोई कहानी कोई कहानी नहीं बना
137.84,3.759,रहे सर। और हमने ये नींबू चुराया भी नहीं
139.36,5.2,है। हमने उस आठ नींबू की कीमत वहां पे रखी
141.599,5.121,है ₹30। डेढ़ साल से ₹ मैंने मैंने दिए।
144.56,4.64,₹30 मैंने दिया। ये एक चिट्ठी लिखी वहां
146.72,4.0,पे। सक्सेना साहब के नाम की क्योंकि भई हम
149.2,2.72,बिना अनुमति के ले जा रहे हैं इसलिए पैसे
150.72,3.12,रख रहे हैं। वहां पेड़ के नीचे चिट्ठी रख
151.92,4.039,के आए हैं। पैसों के साथ। इतने शरीफ लोग
153.84,6.32,हैं वहां लोग। फिर एक और नई
155.959,6.841,कहानी। बंद करो ऐसा बकवास। चलो। अरे गाड़ी
160.16,4.12,बिठाओ सबको। सर ऐसे मत बोलिए। हम सब
162.8,5.439,बेकसूर
164.28,6.2,हैं। पर मैं तो अंदर भी नहीं गया था।
168.239,4.161,देखिए हम बाकी के सब अंदर गए थे लेकिन
170.48,5.44,हमने चोरी नहीं की है। हम नींबू लेने ही
172.4,6.32,गए थे। सोडा पीने के लिए। आधी रात को कोई
175.92,4.88,नींबू लेने निकलता है क्या? चलो पुलिस
178.72,5.64,स्टेशन। मैं वहां तुम्हें नींबू पानी
180.8,3.56,पिलाता हूं। चलो।
192.319,5.041,बहुत बकवास कर रहे हो। चलो। मैंने पहले ही
195.44,4.92,बोला था कि अंदर नहीं जाते। अंदर जाना गैर
197.36,5.92,कानी है। लेकिन मेरी किसी ने नहीं
200.36,5.72,सुनी। एक दिन बगैर नींबू के सोडा पीता तो
203.28,5.599,क्या फर्क पड़ता? अरे भाई यहां आने का
206.08,5.12,निर्णय तो हम सब ने मिलके लिया था ना।
208.879,4.08,सबसे पहले असूड़ी ने बोला था और मैंने तो
211.2,4.64,सिर्फ आईडिया दिया था। सबको जबरदस्ती उठा
212.959,4.64,उठा के यहां मैं थोड़ी ना लाया था।
215.84,4.959,लेकिन उठा उठा के खुदवाया तो था ना पर
217.599,4.801,मुझे उठा के नींबू चढ़वा दिए।
220.799,3.121,मुझे तो आना ही नहीं चाहिए था। अंजली कह
222.4,5.36,रही थी घर रुक जाओ। घर ही रुक जाता तो
223.92,7.76,अच्छा रहता। क्यों आया मैं अब्दुल शॉप पे?
227.76,6.559,आपस में खुसूर खुसुर नहीं। फ़ ले लो सबके।
231.68,5.119,फ़ फ़ नहीं। फ़ क्यों आया? क्यों? बाकी के
234.319,4.321,गैंग वालों को इत्तला नहीं है। नहीं नहीं
236.799,5.52,सर गैंग वालों को नहीं घर वालों को एक बार
238.64,6.239,घर वालों से बात करेंगे घर वाली से मतलब
242.319,5.2,हां वो मेरे बापूजी है घर पे उनको बोलना
