Start Time (s),Duration (s),Text
0.16,7.679,तारक मेहता का उल्टा चश्मा
4.96,5.92,पूरा चैप्टर गिर गया कुमार ने नाम लिख के
7.839,4.72,गलत कर दिया ओ चाचा जी चाचा जी आपने बोल
10.88,3.919,तो दिया कि हम दूर चले जाते हैं लेकिन
12.559,4.961,इतना बड़ा मंडप है ये निकालेंगे कहीं कोई
14.799,5.291,कहीं नहीं जाएगा
17.52,5.699,कोई कहीं नहीं जाएगा
20.09,3.129,[संगीत]
23.439,7.211,यह मंडप भी यही रहेगा आप लोग भी यहीं
26.0,5.92,रहेंगे और छाछ वितरण जारी रहेगा
30.65,4.27,[संगीत]
31.92,6.56,अगर आप लोग यहां से चले
34.92,7.159,गए तो जनता में बात फैल जाएगी कि कुरमुरा
38.48,3.599,कुमार मैदान छोड़ के भाग
43.32,9.16,गया। इसलिए आप लोग यहां से नहीं जा
49.0,5.079,सकते। अरे क्यों नहीं जा सकते? क्यों नहीं
52.48,4.8,जा सकते?
54.079,5.48,ये छाछ वितरण केंद्र हमारा है। हम जहां
57.28,4.799,चाहे वहां जाकर छाछ वितरण कर सकते
59.559,4.841,हैं। तो
62.079,4.641,हां चाचा जी कर सकते हैं। छाछ वितरण कर
64.4,5.32,सकते हैं। लेकिन इस बैनर पे मेरे साथ
66.72,6.399,गोकुलधाम सोसाइटी का भी तो नाम
69.72,4.18,है। और सोचिए गोकुलधाम वालों का कितना
73.119,3.98,बड़ा नाम
73.9,3.199,[संगीत]
77.56,4.8,है। हिंसा सारे लोग करते
80.18,5.82,[संगीत]
82.36,7.32,हैं। आप लोग क्या चाहते हो कि लोग यह कहे
86.0,3.68,कि गोकुलधाम वाले डरपोक
89.799,8.161,है। मैदान छोड़ के भाग गए।
94.0,3.96,बहुत डरपोक है ये।
99.92,8.0,अरे हू ए बाबा तो सैंडल
104.0,6.399,और पोपट लाल जी कल को आपका रिश्ता आएगा तो
107.92,5.12,लड़की वाले कहेंगे कि पोपट लाल जी मैदान
110.399,2.641,छोड़कर भाग
113.32,7.6,गए तो रिश्ता तोड़कर भी जा सकते हैं।
118.64,6.4,नहीं नहीं मैं ऐसा कभी नहीं
120.92,5.96,चाहूंगा। और चाचा जी हम यहां पहले आए हैं।
125.04,5.919,हम बिलकुल नहीं जाएंगे यहां से। हम क्यों
126.88,7.8,सर? अगर जाना ही है तो चना कुमार और
130.959,3.721,जेठालाल जाएगा।
135.36,4.959,नहीं नहीं मेरे पापा कहीं नहीं जाएंगे।
137.92,5.36,अरे भाई कोई कहीं नहीं जाएगा और कोई
140.319,7.64,हंगामा भी नहीं करेगा। अब तो हम यहीं
143.28,4.679,रहेंगे और यहीं छाछ वितरण करेंगे।
148.64,7.879,जेठा भाई जिस किसी को भी आप नींबू पानी दे
151.44,5.079,ना उससे कहना चना कुमार को ही वोट करें।
157.84,7.2,आपकी बात बिल्कुल बराबर है। लेकिन मैं
161.04,7.6,क्या कह रहा हूं कि नींबू पानी देते ये
165.04,6.96,बोलना जरा बराबर नहीं रहेगा।
168.64,6.959,क्यों? क्या है जो नींबू पानी लेने आएगा
