Start Time (s),Duration (s),Text
0.16,5.719,तारक मेहता का उल्टा चश्मा
6.319,9.681,पटेल गाड़ी चेक करो
10.639,9.921,सर बहुत सारे नींबू है नींबू नींबू अरे ऐ
16.0,7.039,गो बैक गो बैक गो बैक गो बैक
20.56,7.4,नींबू के लिए टूट पड़े हैं गो बैक जाओ
23.039,4.921,अपना काम करो तो अरे जाओ
28.32,6.12,सर मेरी दुकान दुकान है तो दुकान पे ध्यान
30.64,5.32,दो। नींबू पे क्या ध्यान देते हो?
34.44,6.24,नींबू
35.96,8.52,देखा इंस्पेक्टर चालू पांडे कितना स्मार्ट
40.68,6.12,है। नाकाबंदी देखकर कोई भी क्रिमिनल यू
44.48,7.04,टर्न मारेगा।
46.8,4.72,और यह बात चालू पांडे अच्छी तरह जानता
51.64,7.16,है। जैसे ही वो यू टर्न मारकर भागने जाता
55.039,6.52,"है, चालू पांडे उसे पकड़ लेता है। दैट्स द"
58.8,7.08,स्मार्टनेस ऑफ इंस्पेक्टर चालू
61.559,8.24,पांडे। तुम लोगों को क्या लगा? इतने सारे
65.88,8.84,नींबू पुलिस की नजर से बचा कर ले
69.799,8.761,जाओगे? नहीं नहीं ले जा सकते।
74.72,3.84,हमने आखिर में पकड़ लिया तुम लोगों
78.759,6.68,को। तुम लोगों को पता है पिछले 10 दिन से
82.159,5.761,बासुंधी बोल रही है कि पांडे जी दो नींबू
85.439,5.04,तो ला दो।
87.92,4.559,और मैं दो नींबू लाकर उसे नहीं दे पा रहा।
90.479,5.441,अरे तो पांडे जी कोई प्रॉब्लम नहीं। आप
92.479,6.561,उसमें से आधी गोली लेके जाइए।
95.92,5.44,तुम लोग एक ईमानदार पुलिस ऑफिसर को नींबू
99.04,6.32,की रिश्वत देने की कोशिश कर रहे हो। नहीं
101.36,6.56,नहीं नहीं ऐसे समय में नींबू मिलना दुर्लभ
105.36,5.84,हो गया है और तुम लोग इतने सारे नींबू
107.92,5.28,लेकर भाग क्या रहे थे?
111.2,4.32,सर ये लोग पक्का जमाखोरी का काम कर रहे
113.2,4.36,हैं। नहीं नहीं पाटिल साहब हम लोग कोई
115.52,4.72,जमाखोरी नहीं कर रहे पंडित
117.56,5.159,जी तो तुम लोगों के पास इतने सारे नींबू
120.24,7.36,आए कैसे?
122.719,8.641,जहां तक मेरा नॉलेज कहता है तुम तीनों
127.6,6.24,नींबू की खेती तो करते नहीं।
131.36,4.4,तुम लोग नींबू के पकड़े जाने के डर से ही
133.84,4.64,नाकाबंदी से भाग रहे थे ना? नहीं नहीं
135.76,3.17,पंडित जी ना जी ना तुझे गलत समझ रहे हो।
138.48,1.72,अरे
138.93,4.59,[संगीत]
140.2,6.88,चुप हम पर विश्वास करो। हमको गलत समझ रहे
143.52,8.48,हो। कब से यही बकवास किए जा रहे
147.08,8.439,हो। और मास्टर जी आपसे ये उम्मीद नहीं थी।
152.0,5.239,एक शिक्षक होकर ऐसा काम करोगे। अब आपको
155.519,4.8,जेल
157.239,6.08,होगी और जेल में आपको कैदियों को पढ़ाना
160.319,3.0,होगा।
163.959,5.881,पाटिल नींबूओं के साथ इन लोगों को हिरासत
167.84,3.52,में लो।
169.84,4.0,पाटिल जी सच बोल रहा हूं। मैंने कोई
171.36,4.959,जमाखोरी नहीं की है। नहीं नहीं नहीं। चलो
173.84,4.56,मान लिया कि तुम लोग जमाखोर नहीं हो। हां
176.319,4.881,हां। पर ये तो मानते हो ना कि तुम लोग
178.4,7.119,मिडिल क्लास हो। हां हां बिलकुल।
181.2,7.44,तो ऐसे दुर्लभ समय में आप मिडिल क्लास
185.519,5.44,लोगों के पास इतने सारे नींबू आए कैसे?
188.64,6.64,पंडित जी सबसे पहले तो मैं आपको एक सच्चाई
190.959,7.481,बता दूं कि ये जो भी जितने भी नींबू है वो
195.28,6.92,सिर्फ मेरे हैं। इनके नहीं है। ओह माय
198.44,7.079,गॉड। ये सारे नींबू तुम्हारे
202.2,6.679,हैं। चलो मान लेते हैं कि तुम जमाखोर नहीं
205.519,6.321,हो। ये नींबू तुम्हारे हैं। जहां से तुमने
208.879,8.241,"ये नींबू खरीदा है, उसका बिल तो होगा ना।"
211.84,8.0,तो बिल दिखाओ। बिल तो नहीं है मेरे पास।
