Start Time (s),Duration (s),Text
0.16,7.119,तारक मेहता का उल्टा चश्मा।
5.08,5.559,[संगीत]
7.279,5.36,अरे क्या बात है अब्दुल? आज नए साल की
10.639,4.88,पहली सोडा पीनी है और अभी तक कोई आया नहीं
12.639,4.72,है। भाई सब आते ही होंगे। हां वैसे बात तो
15.519,3.881,सही भाई नए साल का पहला सोडा कौन मिस
17.359,4.521,करेगा? बैठो बैठो बैठो आ
19.4,4.4,[संगीत]
21.88,7.96,जाओ।
23.8,8.44,आय गुड इवनिंग गुड इवनिंग आ गया आ गया।
29.84,2.4,सत श्री
32.44,6.36,अकाल सत श्री अकाल क्या करेगा नहीं यार आज
36.64,4.0,तो चमत्कार हो गया तुम जल्दी आ गए जेठालाल
38.8,3.919,नहीं नहीं भाई मैं जल्दी नहीं आया तू लेट
40.64,4.239,हो गया है
42.719,4.481,और तुझे पता है ना साल के पहले दिन जो
44.879,5.041,होता है फिर पूरा साल वही होते रहता है
47.2,5.12,मतलब आज तू लेट हुआ तो अभी पूरा साल तू
49.92,4.159,लेट होगा तो आज से मैं तुझे लेट लतीफ
52.32,3.84,बुलाऊंगा
54.079,4.401,जेठालाल एक बार कोई लेट आया तो उसको लेट
56.16,4.32,लतीफ नहीं बोलते भाई तुम्हें मुझे लेट
58.48,5.12,लतीफ बुलाने के लिए मुझे तुम्हारी तरह हर
60.48,5.44,बार लेट आना पड़ेगा।
63.6,5.72,लेकिन दोस्त अफसोस तुम्हारी ये मंशा कभी
65.92,6.559,पूरी नहीं होगी। देखते हैं। ए
69.32,5.28,देखो गोकुलधाम के वन्य जीव आ रहे हैं।
72.479,5.481,वन्य
74.6,7.28,जीव हाथी और पोपट
77.96,7.96,ओ वन्य जीव। गुड इवनिंग दोस्तों। गुड
81.88,8.36,इवनिंग। आइए आइए आइए। क्या बात है। आइए
85.92,4.32,आइए आइए। भाई आइए आइए।
90.32,2.32,बढ़िया
93.079,4.561,बढ़िया सोडा कब से
97.759,6.241,आया बाबू
99.759,8.561,अब्दुल यारा ओ नए साल का सबसे पहला नींबू
104.0,6.88,सोडा सबके लिए बना हां हां बनाता हूं
108.32,5.439,अय्यर भाई अभी तक आए नहीं है वो आ जाए फिर
110.88,5.12,सब साथ में पीते हैं
113.759,4.4,अय्यर भाई नहीं आए अभी तक आपको कहीं दिखाई
116.0,5.28,दे रहे हैं
118.159,6.32,अय्यर भाई नहीं आए अभी तक। जी ऐसा बोलिए।
121.28,6.159,मुझे नहीं लगता अय्यर भाई अभी आएंगे।
124.479,5.521,एमएम अरे वो लेते हैं ना नए साल में क्या
127.439,5.041,वो सशन तो मुझे लगता है अय्यर भाई ने नए
130.0,5.92,साल में सशन लिया होगा कि भाई नए साल में
132.48,6.32,मुझे सोडा नहीं पीनी है। जेठालाल उसका
135.92,6.24,सॉलशन नहीं रेोल्यूशन बोलते हैं और मैंने
