Start Time (s),Duration (s),Text
0.16,8.64,तारक मेहता का उल्टा चश्मा
4.96,5.679,पप्पू अकीता तू पोपट लाल तुम समझने की
8.8,5.04,कोशिश नहीं कर रहे हो भाई इस वक्त कीमत
10.639,5.04,नींबू की नहीं है कीमत वक्त की है लेटनाइट
13.84,3.439,कभी हमें टैक्सी लेनी पड़ती है या रिक्शा
15.679,4.161,लेना पड़ता है तो किराया ज्यादा ही होता
17.279,3.92,है ना और हम देते हैं ना तो उस वक्त हम
19.84,3.359,थोड़ी बोलते हैं कि ये भाई ये लुटेरा है
21.199,4.561,या कालाबाजारी कर रहा है तो वक्त की कीमत
23.199,4.881,है सॉरी सॉरी दोस्तों भाई मैंने उस नजरिए
25.76,4.56,से सोचा ही नहीं अरे क्या सॉरी पोपट लाल
28.08,4.319,इतनी रात को एक तो चल के यहां तक नींबू
30.32,5.2,लेने आए। नींबू मिल भी गए थे कि तुमने
32.399,4.961,सब्जी वाले को भगा दिया। पर अब नींबू कहां
35.52,3.6,से मिलेंगे? हम अब्दुल भी को फ़ोन लगा के
37.36,2.96,पूछ लेते हैं ना कि आसपास कोई और सब्जी की
39.12,3.439,दुकान है? क्या वहां नींबू मिलेंगे कि
40.32,8.04,नहीं? वो बता देगा। मैं अभी अब्दुल को फ़ोन
42.559,5.801,करता हूं। लगा लगा स्पीकर पे कर लेता हूं।
50.719,6.241,बोलिए छोड़ी भाई। मिल गए नींबू? ओ नहीं
53.6,7.36,यार। क्यों? क्या हुआ? सब्जी वाला नहीं
56.96,4.0,था। नहीं सब्जी वाला मिला लेकिन
61.199,7.92,लेकिन क्या उसने हमको नींबू नहीं
65.159,6.041,दिए। क्यों
69.119,4.401,अब्दुल ये सब हम तुम्हें बाद में विस्तार
71.2,4.4,से बताएंगे जब सोडा शॉप पे आएंगे तब। इस
73.52,3.76,वक्त तुम हमें यह बताओ कि आसपास कोई दूसरा
75.6,3.68,सब्जी वाला होता है क्या इस वक्त या कोई
77.28,3.4,दूसरी सब्जी की दुकान जो खुली हो इस वक्त?
79.28,7.4,हां
80.68,6.0,आसपास नहीं अभी कोई खुला नहीं होगा।
87.119,9.36,ओो और कोई रास्ता है अब्दुल एक रास्ता है
91.28,7.44,क्या? अरे वाह की नहीं नहीं जाने दो
96.479,4.64,अरे अब्दुल क्या रास्ता है बताओ बताओ
98.72,4.24,प्लीज बताओ नहीं नहीं जाने दीजिए वो
101.119,3.521,रास्ता आप लोग के लिए ठीक नहीं है अरे पर
102.96,4.96,रास्ता ठीक है कि नहीं है वो हम बाद में
104.64,7.2,देख लेंगे तू रास्ता बता हां हां हां अभी
107.92,6.4,आप लोग जहां पर हैं उसके आगे एक बंगला है।
111.84,5.2,उसके कंपाउंड में एक नींबू का झाड़ है। मैं
114.32,4.88,रोज आते हुए देखता हूं। अब्दुल तुम क्या
117.04,4.079,कहना चाहते हो भाई? इतनी रात गए हम लोग
119.2,4.16,वहां जाके उस बंगले वाले से नींबू मांगे।
121.119,4.801,भाई ये क्या बात हुई? नहीं नहीं नहीं भाई
123.36,4.119,नींबू मांगने की जरूरत नहीं है। वो बंगला
125.92,4.319,बंद पड़ा
127.479,5.001,है। वो बंगले के जो मालिक है ना मिस्टर
130.239,4.241,सक्सेना वो अमेरिका में रहते हैं। अरे फिर
132.48,5.6,तो बेस्ट है भाई। हम लोग जाते हैं और वो
134.48,3.6,पेड़ से नींबू तोड़ लेते हैं।
138.36,3.879,हां। क्या बात कर रहे हो जेठालाल? एक
140.879,3.841,नींबू के लिए इतना सब करने की क्या जरूरत
142.239,5.761,है? अरे एक क्या भाई? आठ नींबू चाहिए ना।
144.72,5.92,हां भाई। तो आज हमने कमिटमेंट कर दी कि हम
148.0,6.879,नींबू सोडा पिएंगे तो नींबू सोडा पिएंगे।
150.64,6.959,हां हां चाहिए ही चाहिए। ए भाई अब्दुल तू
154.879,5.601,भाई रास्ता बता कहां है या बंगला? अभी आप
157.599,4.801,लोग जहां पर हो ना उसके थोड़ा आगे एक
160.48,4.8,आयुर्वेदिक डॉक्टर का दवाखाना है। हां वो
162.4,4.8,चतुर्वेदी जी का दवाखाना। हां हां हां
165.28,5.28,उसके थोड़ा आगे जाओगे ना तो सामने एक
167.2,4.88,बंगला है जिसका नाम है स्वीट ओम। स्वीट
170.56,4.24,ओम।
172.08,4.72,और ठीक है अब्दुल जरा। थैंक यू वेरी मच।
174.8,3.92,अगर और कुछ जरूरत पड़ी तो फिर से फ़ोन
176.8,4.88,करूंगा आज। ठीक है ठीक है छोटी भाई। जल्दी
178.72,6.239,आना। हां। चंगा। थैंक यू।
181.68,6.4,चलो यार अब नींबू लेने जाते हैं। मिल गया
184.959,6.161,ना रास्ता। कितना अच्छा बढ़िया रास्ता है।
188.08,6.879,मैं तो साहब एक विचार आया है।
191.12,6.16,ये हम लोग एक नींबू फंड बनाए तो नींबू फंड
194.959,4.801,मतलब? मतलब हम लोग एक किटी करते हैं।
197.28,4.959,उसमें सब थोड़ा-थोड़ा पैसा डालते हैं। और वो
199.76,4.88,पैसा अब्दुल को देते हैं कि भाई तू इसमें
202.239,4.481,से एक नींबू का स्टॉक बना। अच्छा। सिर्फ
204.64,5.12,हमारे लिए। मतलब सिर्फ हम इस्तेमाल करते
206.72,5.36,"हैं। हां, औरों के लिए नहीं। हां, बहुत"
209.76,3.92,बढ़िया है। बढ़िया है। तो कम से कम ऐसे फिर
212.08,5.84,रात को ये नींबू यात्रा तो नहीं करनी
213.68,7.52,पड़ेगी ना? सही बात है। स्टॉक है। जेठालाल
217.92,5.92,अरे थक गए क्या? रिक्शा करके दूं? हां दो।
221.2,5.44,मंगाओ रिक्शा। कहां है?
223.84,5.84,अरे जेठालाल? मैंने इतना धीरे-धीरे चल रहे
226.64,5.679,हैं। थक गए क्या? मैं और मेहता साहब दोनों
229.68,4.88,साथ में चल रहे हैं। आपको मैं ही दिखा।
232.319,5.441,मैदा साहब तो तुमको कंपनी देने के लिए
234.56,6.959,धीरे चल रहा है। अरे हां तो मैं आतिफ भाई
237.76,7.28,को कंपनी देने के लिए धीरे चल रहा था।
241.519,6.161,थैंक यू जेठा भाई। डॉक्टर आती तुम जेठाल
245.04,5.04,को थैंक यू मत बोलो। ये फेंक रहा है। बाल
247.68,4.119,तो चल ही नहीं सकता। अच्छा आओ रेस्ट लगाते
250.08,6.48,हैं। आओ आ
251.799,6.68,जाओ। अरे सुनो। अरे भाई आओ दिखाता हूं। ए
256.56,5.519,आप दौड़ रहे हैं। आप दौड़ रहे हैं। दौड़ना का
258.479,5.871,नहीं। पास चलो। अरे यारों रुको ओ देखो
262.079,8.161,बंगलो आ गया
264.35,9.01,[संगीत]
270.24,7.8,ओय नींबू पे तो नहीं है तो
273.36,4.68,[संगीत]
280.919,9.321,नींबू और मिल गया नींबू यारों इधर है
285.04,9.28,नींबू का पेड़ ओ यार अंदर है मतलब
290.24,6.88,गेट पर तो ताला है।
294.32,7.68,अय्यर भाई कभी-कभी सच में मुझे शक होता है
297.12,7.92,कि आप वाकई में साइनिस्ट है या
302.0,6.08,जनरल क्या कुछ भी बोलता है? कुछ भी आप बोल
305.04,5.2,रहे हैं यार भाई। अरे अब्दुल ने साफ-साफ
308.08,4.16,बोला ना। बोला कि नहीं भाई कि बंगला बंद
310.24,4.239,है और जो उनके मालिक है सक्सेना सब
312.24,4.399,अमेरिका में रहते हैं। तभी आदमी अमेरिका
314.479,6.0,जाएगा तो बंगले को ताला मार के ही जाएगा
316.639,5.84,ना। साली ऐसा कुंडी अटका के थोड़ी जाएगा।
320.479,3.681,ठीक है जेठालाल पर ये बहस का विषय नहीं है
322.479,4.16,भाई। नहीं नहीं बहस की बात ही नहीं है
324.16,5.2,मेहता साहब। जब भी हमने अब्दुल को फ़ोन
326.639,4.961,किया फ़ोन स्पीकर पे था और अब्दुल की ये
329.36,3.399,सारी बातें हम सब ने सुनी थी। अयर भाई ने
331.6,4.56,भी सुनी
332.759,6.241,थी। फिर अभी अय्यर भाई पढ़े-लिखे शायनिस्ट
336.16,7.12,हो के। यह बंगले का ताला देख के
339.0,6.84,मुझे मैं तो बंगले में आया है।
343.28,4.4,[हंसी]
345.84,3.52,अरे जेठालाल ठीक है पर जानबूझ के नहीं
347.68,4.239,बोला इतनी देर में भूल करो तात्कालिक
349.36,4.48,प्रतिक्रिया दे दी कि लाओ साहब आज आप बहुत
351.919,3.761,तरफदारी कर रहे हैं अय्यर भाई की क्या बात
353.84,4.0,क्या है अरे यार ये अय्यर की तरफदारी की
355.68,4.0,बात नहीं है जेठालाल इंस्टेंट रिएक्शन ऐसा
357.84,3.919,था कि ताला है अभी ये सोचो कि अंदर कैसे
359.68,4.639,जाना है करेक्ट करेक्ट तो उसमें क्या है
361.759,5.28,जी अभी जाके ताला तोड़ देता हूं अरे तोड़ी
364.319,5.121,भाई तुम्हें हर चीज तोड़नी क्यों होती है
367.039,5.361,सही बात है सो ऐसे किसी के घर का ताला
369.44,6.0,तोड़ना ठीक नहीं है
372.4,4.96,फिर तू ही दास की करिए थोड़ी ऐसे में से
375.44,3.599,किसी के भी घर का ताला तोड़ना गैरकानूनी
377.36,8.16,है। ताला तोड़ के हम लोग अंदर नहीं जा
379.039,6.481,सकते। तो भाई नींबू कैसे मिलेंगे? ए कौन
385.8,8.36,बोला? देखिए तो पोपट लाल जी बोले।
389.8,6.679,अरे पोपट लाल जी आप कहां हो? अरे यहीं
394.16,4.8,हूं। अरे तो कब से चुपचाप खड़े कुछ बोल
396.479,4.481,नहीं रहे। मौका ही नहीं मिला। चलो मैं
398.96,5.2,आपको मौका देता हूं। जाओ दीवार कूद के
400.96,5.76,अंदर जाओ और नींबू तोड़ के लेके आओ।
404.16,4.64,अरे मैं क्यों? अरे भाई तुम लंबे हो।
406.72,3.919,आसानी से दीवार कूद के अंदर जा सकते हो
408.8,5.76,इसलिए।
410.639,6.641,अरे तो तो लंबा तो छोड़ी भी है। उसको भेजो।
414.56,4.88,अरे भाई सो का तो तुम्हें पता है ना। वो
417.28,4.8,अंदर जाएगा तो पूरा पेड़ उखाड़ के लेके
419.44,5.36,आएगा। हां हां।
422.08,4.64,और दूसरा क्या है? सो को बहुत मौका मिला
424.8,4.08,है बोलने का। तुम्हारी शिकायत थी ना भाई
426.72,4.4,कि तुमको बोलने का मौका नहीं मिला है। तो
428.88,4.719,ये तुम काम भी करो और जो मर्जी बोलो भी
431.12,3.919,जाओ। नहीं नहीं भाई मुझे कुछ नहीं बोलना
433.599,5.6,है। मैं चुपचाप इधर खड़ा हूं। मुझे ऐसा
435.039,6.321,मौका नहीं चाहिए। मैं भिड़ जाएगा। मीिका
439.199,4.4,अरे भाई तुम सोसाइटी के एक मेवा सेक्रेटरी
441.36,3.92,हो। सोसाइटी की एक मेवा सोडा की दुकान में
443.599,4.561,अगर नींबू नहीं है तो उसको लाने की
445.28,5.44,जिम्मेदारी तेरी है। क्या कुछ भी बोल रहे
448.16,4.4,हो पोपट लाल? सोसाइटी का सेक्रेटरी होने
450.72,4.16,का यहां पे क्या लेना देना? मैं नहीं जाने
452.56,5.12,वाला। है? ओ छो जा रहा हूं। ओ मैं ही
454.88,4.879,नींबू तोड़के लेके आता हूं। ये छोड़ी क्या
457.68,4.639,कर रहा है? ये थोड़ी दीवार। वो छोटी है
459.759,4.481,उधर। अरे ए सॉरी भाई इधर आ इधर आ इधर आ
462.319,3.761,ऐसे मालिक के परमिशन के बगैर किसी के घर
464.24,4.88,में घुसना अच्छी बात नहीं है भाई भिड़े
466.08,6.32,मास्टर अभी तुम ये बात कह रहे हो जब फ़ोन
