Start Time (s),Duration (s),Text
0.16,8.16,तारक मेहता का उल्टा चश्मा।
5.04,5.92,सॉरी सुनीता मुझे पता नहीं था। नींबू की
8.32,5.84,वजह से समाज में इतना बड़ा बबल खड़ा हो
10.96,5.28,गया है। चलो। चलो चलते हैं। हां। अरे
14.16,5.199,सब्जी नहीं लेनी? नहीं वो आज एक्चुअली
16.24,8.0,"मुझे सिर्फ नींबू ही चाहिए थे। हां, मुझे"
19.359,6.92,"भी। हां, मुझे भी। मुझे भी। चलो, फिर चलते"
24.24,4.879,हैं और क्या? मैं एक काम करता हूं बबिता
26.279,5.881,जी मेरे दुकान के आसपास में देखता हूं अगर
29.119,6.241,नींबू मिलते हैं तो बाघा के हाथों आप सबके
32.16,6.84,लिए नींबू भिजवाता हूं हां थैंक यू सो मच
35.36,7.28,थैंक यू क्या ओके
39.0,5.68,ओके क्या जमाना आ गया है हां भाई नींबू
42.64,5.439,जैसी चीज भी महंगी हो गई
44.68,6.68,बोलो जेठालाल सब्जियों का भी शेयर मार्केट
48.079,4.681,जैसा हो गया है कब किसका दाम बढ़ेगा बोल
51.36,4.82,नहीं
52.76,8.209,सकते तुम दुकान कहां जा रहे हो? हां
56.18,4.789,[संगीत]
64.76,6.92,चलो।
66.92,7.879,ये क्या कर रहा है तू? ऐ अभी लग जाता मुझे
71.68,6.24,भाई। सॉरी सॉरी सॉरी सॉरी। लगा तो नहीं?
74.799,5.441,अरे क्या सॉरी? अभी मुझे लग जाता तो? लगा
77.92,5.519,तो नहीं ना? लगा तो नहीं मतलब। तुझे अफसोस
80.24,5.84,हो रहा है? एक काम कर भड़े फिर से बाहर जा
83.439,6.161,सखाराम लेके और सखाराम लेके फिर से अंदर आ
86.08,5.52,और ये सखाराम ये पोपट लाल के ऊपर चढ़ा दे।
89.6,3.68,ये जेठालाल क्या बोल रहे हो? नहीं नहीं
91.6,4.159,मैं तुम्हारी साइड पे हूं भाई। अभी इसने
93.28,4.799,बोला लगा तो नहीं ना इसका क्या मतलब है?
95.759,4.0,तो अरे लेकिन जेठालाल पोपटल को लगा तो
