Start Time (s),Duration (s),Text
0.16,5.719,तारक मेहता का उल्टा चश्मा
7.59,5.14,[संगीत]
12.8,5.039,बंद कैसे अरे भाई साहब ये होटल कब खुलेगा
15.519,2.32,पता
20.039,7.32,नहीं अरे भाई सुन ये होटल कब खुलेगा
24.4,6.08,कभी नहीं कभी नहीं मतलब सेठी साहब का होटल
27.359,5.441,तो हमेशा के लिए बंद हो गया
30.48,4.56,हमेशा के लिए बंद। अरे क्यों? वो पहले से
32.8,4.96,ही कोरोना की वजह से धंधा बंद था तो उधारी
35.04,5.12,बहुत हो गई थी और अभी धंधा मंदा था इसलिए
37.76,4.24,उन्होंने होटल बंद कर दिया। अरे देवा कब
40.16,5.12,बंद किया? तीन महीने पहले ही बंद करके चले
42.0,7.2,गए। 3 महीने पहले और कहां गए? वो नहीं पता
45.28,7.959,साहब। उतना कांटेक्ट नहीं ना उनसे।
49.2,4.039,काहे कौन यहां?
55.84,7.76,आपके द्वारा डायल किया गया ना। अभी शॉप
59.039,6.48,है। स्टफ पता काहे करूं? क्या हुआ सेठ?
63.6,3.68,क्या काम था आपको उनसे? अरे आचार्य बावड़
65.519,4.721,का पेमेंट लेना था उनसे। लगता है मेरा
67.28,4.72,पैसा डूब गया। क्या जमाना आ गया है?
70.24,4.239,आचार्य बावड़ तो यूज़ कर लिए पर पैसा ही
72.0,4.4,नहीं दिया। बहुत जबरदस्त नुकसान हो गया है
74.479,5.121,मेरा।
76.4,5.399,हे देवा इतना बड़ा नुकसान। अभी रंगतरंग
79.6,4.839,रिसोर्ट का ऑर्डर कैसे पूरा
81.799,6.041,होगा? हे गणपति
84.439,5.161,बाप्पा। ये आर्डर हाथ से नहीं जाना चाहिए।
87.84,4.88,कहीं से भी पैसों का बंदोबस्त करवा दो
89.6,7.0,बप्पा। चलो घर जाता हूं। वहां पे बेचारी
92.72,3.88,माधवी टेंशन में होगी।
97.759,5.68,गणपति बाप्पा इनको पैसे मिल जाए तो अच्छा
101.119,5.28,है ताकि हम लोग रंगतरंग रिसोर्ट का आर्डर
103.439,5.36,पूरा कर सके। फिर उसके बाद बहुत सारे
106.399,6.08,ऑर्डर बड़े-बड़े ऑर्डर्स मिलते रहेंगे
108.799,8.921,आपकी कृपा से।
112.479,5.241,बोला गणपति बाप्पा मोरया।
118.84,6.76,अरे सोडी भाई
122.079,7.68,अरे माड़ी ओ पड़ू कित वो जरा काम से बाहर
125.6,7.52,गया है मगर वो तो घर के ही काम करता है ना
129.759,6.641,मेरा मतलब है कि घर से ही काम करता है ना
133.12,6.32,वो ऑनलाइन ट्यूशन हां पर अभी वो अचार पापड़
136.4,6.88,का पेमेंट लेने बाहर गए हैं। कुछ काम था
139.44,3.84,आपको? वो उसको बिजली का बिल देना था।
143.48,6.44,उनको आपका बिल ये भरने वाले हैं? अरे नहीं
146.879,5.921,नहीं दरअसल ये आप लोगों के घर का बिल है
149.92,5.17,जो गलती से मेरे घर में आ गया था। ओ अच्छा
152.8,3.92,थैंक यू।
155.09,4.19,[संगीत]
156.72,6.879,क्यों है वेडी? बिल कुछ ज्यादा आया है
159.28,7.44,क्या? नहीं नहीं। तो फिर ऐसे बिल देख के
163.599,6.321,आपके चेहरे का रंग क्यों उड़ गया? मतलब आप
166.72,5.28,टेंशन में क्यों आ गए? नहीं बिल का टेंशन
169.92,5.52,नहीं है सोड़ी अरे तो फिर किस चीज का टेंशन
172.0,6.16,है? ओ मेनु दसो ओ मैं सॉल्व कर देता हूं।
175.44,5.36,काहे हमें 50 किलो नींबू के अचार का आर्डर
178.16,7.92,मिला है। ओह वै गुड है जी। वो लखलाख दया
180.8,8.48,मुबारका। थैंक यू। पर उसके लिए हमें 25 से
186.08,6.32,"30,000 की जरूरत है। अरे तो इतनी सी बात"
189.28,5.44,में मेरी बहिनी का चेहरा इतना सा हो गया।
192.4,4.8,ओ मेनू दसो मैं अभी बंदोबस्त करके ले के
194.72,4.4,आता हूं। नहीं नहीं अभी उसकी जरूरत नहीं
197.2,5.44,है क्योंकि यह पार्टी से पेमेंट लेने गए
199.12,5.759,हैं ना। तो काम हो जाएगा। तो फिर किस चीज
202.64,6.2,की टेंशन है? पैसे मिले तो काम हो जाएगा
204.879,6.961,ना सोडी भाई। पता नहीं पैसे मिलेंगे नहीं
208.84,6.2,मिलेंगे। ऑर्डर पूरा कर पाएंगे नहीं कर
211.84,5.52,पाएंगे। इतना बड़ा आर्डर मिला है। हाथ से
215.04,5.279,जाने नहीं देना है। बस उसी का टेंशन है
217.36,5.68,"सड़ी भाई। ओह वेणी, ओ ठंड रखो। और पैसे मिल"
220.319,6.881,"जाएंगे। उनपे भरोसा रखो। नहीं, नहीं। इन"
223.04,8.64,"पे तो भरोसा है ही। अजी, इन पे नहीं।"
227.2,7.92,उन पे बप्पा पे
