Start Time (s),Duration (s),Text
0.24,4.72,तारक मेहता का उल्टा
7.4,4.4,चश्मा क्या हो गया
12.639,4.081,जेठिया
14.32,5.84,लगता है नहाते वक्त कान में पानी चला गया
16.72,7.6,होगा अब समझ में आया सोसाइटी का पानी गया
20.16,6.72,किधर ए अय्यर भाई क्या बोल रहे हैं आप वो
24.32,5.92,अयरडी बोल रही है कि अभी समझ में आया कि
26.88,5.96,सोसाइटी का पानी गया किधर
30.24,5.28,अरे वाह
32.84,5.399,मतलब आपको ठीक से सुनाई दे रहा है बापू जी
35.52,6.24,बहुत अच्छे वाह वाह वाह
38.239,5.921,ओ अय्यर भाई बापूजी का कान है कोई दुकान
41.76,4.16,नहीं है कि पूरी सोसाइटी का पानी उसमें
44.16,3.919,चला जाएगा
45.92,4.959,बबीता जी
48.079,5.761,अय्यर तुम क्या बोल रहे हो अरे बबीता मैं
50.879,6.52,मजाक कर रहा था
53.84,3.559,पानी आ गया
59.84,5.84,मतलब भिड़े मास्टर आ गए।
63.9,4.39,[संगीत]
65.68,4.96,ओ सीधा वो एविंग की तरफ सीधा
68.29,5.11,[संगीत]
70.64,5.839,भाई आलिका नसीब जल्दी आ
73.4,4.56,गई आ भी गया।
76.479,3.881,नमस्ते चाचा
77.96,6.6,जी नाइस यहां
80.36,6.36,पे नाइस आ गया आगे थोड़ा आगे आगे आगे आगे
84.56,5.28,बस बस बस बस
86.72,3.12,बस बस बस बस
90.119,5.881,बस देवा
92.52,6.4,मजा कितना हुआ भाई
96.0,6.28,360 हाय शाबाश
98.92,9.839,360 ये रहे आपके
102.28,6.479,300 50 और ये 10 थैंक यू
109.439,7.161,अरे मास्टर इतनी सारी सब्जियां सब्जियां
113.52,6.0,नहीं आती भाई नींबू लेकर आया हूं
116.6,5.879,[संगीत]
119.52,5.68,इतने सारे नींबू हां अभी सीजन चल रहा है
122.479,6.241,ना अचार बनाने के लिए
125.2,5.839,भी भाई ये नींबू क्या भाव से मिला मैं अभी
128.72,4.72,25 पैसे का मिला
131.039,6.28,अरे वाह और होलसेल मार्केट था ना इसलिए
133.44,8.159,₹500 के 2000 नींबू लेके आया हूं ओ हो
137.319,7.0,वाओ 2000 नींबू भीड़ भाई ये नवी मुंबई में
141.599,6.241,सब्जी बहुत सस्ती मिलती है हां अरे सस्ती
144.319,5.841,मतलब दया भाभी ₹15 किलो मटर।
147.84,5.92,₹10 में 1.5 किलो टमाटर और उसी भाव में
150.16,7.52,बैंगन भी मिलते हैं। बोलो। अरे वाह। अरे
153.76,6.8,वाह। भिड़े भाई तो सब लेकर आना था ना। हां
157.68,4.96,हां कर। हां भड़े भाई। कितनी सस्ती सब्जी
160.56,4.16,है। आप सारी लेके आते तो थोड़ी-थोड़ी हम भी
162.64,4.239,ले लेते थे ना आपसे। अरे अंजली भाभी ये
164.72,4.72,2000 नींबू का इतना वजन हो गया के चाहते
166.879,5.201,हुए भी नहीं ला पाए हम सब्जी।
169.44,4.879,भाई अगली बार जब आप वाशी जाएंगे ना तो
