Start Time (s),Duration (s),Text
0.16,8.24,तारक मेहता का उल्टा चश्मा
5.2,6.8,एक मिनट एक मिनट
8.4,6.239,यहां समूह गान की प्रतियोगिता चल रही है
12.0,5.279,एक-एक करके बोलो ठीक है ठीक है ठीक है मैं
14.639,5.521,मैं बोलता हूं देखिए चालू जी पांडे जी हम
17.279,5.041,लोग चोरी करने नहीं गए थे अच्छा तो
20.16,4.24,इंस्पेक्टर साहब झूठ बोल रहे हैं।
22.32,4.4,नहीं नहीं देखिए इंस्पेक्टर पवार ने
24.4,4.879,बिल्कुल सही देखा है कि हम लोग वो बंगले
26.72,5.6,की दीवार फान के अंदर गए जरूर थे लेकिन हम
29.279,6.401,चोरी करने नहीं गए थे। नहीं नहीं चोरी
32.32,5.44,करने नहीं गए थे भाई बंद बंगले के दीवार
35.68,4.32,को कूद कर हाई जंप की प्रैक्टिस कर रहे थे
37.76,3.76,आधी रात को ना अबे नहीं नहीं पांडे जी ये
40.0,4.879,हाई जंप की प्रैक्टिस थी हम लोग वहां पे
41.52,5.6,नींबू लेने गए थे
44.879,5.281,नींबू
47.12,4.4,नींबू लेने शरीफ इंसान सब्जी वाले के पास
50.16,4.16,जाता है
51.52,7.6,गए थे पांडे जी सब्जी वाले के पास ही गए
54.32,7.039,थे लेकिन वहां हमें नींबू नहीं मिले।
59.12,4.8,नींबू नहीं मिले तो किसी के घर की दीवार
61.359,4.641,कूद कर चोरी करोगे।
63.92,4.559,नहीं नहीं दरअसल पांडे जी बात ये है कि
66.0,4.72,रोज रात को हम लोगों को नींबू सोडा पीने
68.479,4.561,की आदत है।
70.72,4.96,और जब हम लोग सोडा की दुकान पे गए तो वहां
73.04,6.399,नींबू खत्म हो गए थे। तो हम लोग नींबू
75.68,6.799,"लेने के लिए निकले थे। हां, हां।"
79.439,7.121,"अरे, नींबू के बिना सोडा मतलब सांभर के"
82.479,8.32,बिना इडली। बिना जलेबी का फाड़ा। बिना
86.56,7.32,"मक्खन के पराठे, बिना पूरन की पूड़ी।"
90.799,6.96,जैसे बिना करेले का मेरा भोजन?
93.88,6.52,हम्म। आपका कुछ है तो आप भी बोल दो। है
