Start Time (s),Duration (s),Text
0.16,8.56,तारक मेहता का उल्टा चश्मा।
5.279,5.681,थैंक यू। थैंक यू ईशर भाई। जबरदस्त आईडिया
8.72,4.56,दिया हैं। बबिता जी बहुत अच्छा आईडिया
10.96,4.719,दिया आपने। चलो हम भी घर में जितने नींबू
13.28,4.48,है सब लेकर आते हैं।
15.679,4.081,हां जल्दी जल्दी जल्दी। और हम लोग चलके
17.76,4.4,चाचा जी से बात करते हैं। जेठालाल बी
19.76,3.92,पॉजिटिव। सब ठीक हो जाएगा। चलो। हां। नहीं
22.16,4.72,नहीं मैं तो साहब मैं क्या कहता हूं? मेरा
23.68,5.519,दिमाग में एक ख्याल आ रहा है। कि अभी मैं
26.88,4.319,बात करूंगा तो बापूजी शायद मानेंगे नहीं
29.199,5.52,यार। हम में से कोई भी बात करेगा बापूजी
31.199,7.52,नहीं मानेंगे। लेकिन अगर टप्पू बापू जी से
34.719,6.321,बात करेगा ना तो बापूजी टप्पू को मना नहीं
38.719,5.36,कर सकते। मतलब आज तक बापूजी ने टप्पू की
41.04,4.8,किसी भी बात को टाला नहीं है। तो अगर
44.079,4.8,टप्पू बात करे तो मुझे लगता है कि शायद
45.84,6.48,बापूजी मान जाएंगे। बेटा टप्पू पापा डोंट
48.879,7.36,वरी मैं दादाजी को मना लूंगा। डालूंगा।
52.32,6.25,शाबाश शाबाश मेरे गड़ा खानदान के शेर जा
56.239,12.001,फतेह कर बेटे फतेह कर।
58.57,15.15,[संगीत]
68.24,5.48,दादा जी एक बात कहूं हां बोल
74.159,6.64,ये जो आपके पैर है ना उसके आशीर्वाद से ही
77.28,6.24,ये घर पापा की दुकान मेरी अच्छी पढ़ाई ये
80.799,5.201,सब मुमकिन हुआ है। जैसे हमें जीने के लिए
83.52,4.88,ऑक्सीजन की जरूरत होती है वैसे ही हमें
86.0,5.439,मुसीबत में टिके रहने के लिए आपके पैरों
88.4,6.24,के आशीर्वाद की जरूरत है। तो आप मानते हो
91.439,6.64,ना कि हम इन्हें कुछ नहीं होने देंगे।
94.64,6.24,मानता हूं बेटा मानता हूं। अरे देख ना
98.079,5.121,सुबह से तू और जेठिया और तुम दोनों ही
100.88,4.64,क्यों? पूरी गोकुलधाम सोसाइटी परेशान हो
103.2,4.72,गई। हां तो दादा जी उसी गोकुलधाम सोसाइटी
105.52,4.4,ने खास करके अय्यर अंकल ने आपके पैरों को
107.92,4.559,छुड़ाने का एक उपाय सोचा है जिससे आपको
109.92,5.28,दर्द भी नहीं होगा और सब ठीक हो जाएगा। बस
112.479,5.041,दादा जी थोड़ा गर्म पानी जितना आप सह सको
115.2,4.559,उसमें ढेर सारे नींबू निचोड़ कर अगर आपके
117.52,5.48,पैर डूबाएंगे तो आपके पैर दरवाजे से अलग
119.759,6.241,हो जाएंगे। तो दादा जी आप तैयार
123.0,5.0,हो? दादा जी प्लीज मान जाइए ना। अब यही
126.0,4.399,लास्ट ऑप्शन है। और दादा जी आप नहीं चाहते
128.0,6.2,हो ना कि आपका ऑपरेशन हो। प्लीज प्लीज
130.399,3.801,दादा जी मान जाइए ना।
135.68,6.919,थैंक यू दादा जी। पापा सब लोग अंदर आ
138.72,3.879,जाइए। दादा जी मान गए।
148.59,13.25,[प्रशंसा]
158.36,5.48,मान मतलब मुझे मनाने के लिए ये टप्पू नाम
161.84,4.399,का ब्रह्मास्त्र जेठिया तूने छोड़ा था।
163.84,5.84,क्या करूं बापू जी आप मेरी बात तो मानते
166.239,6.841,है नहीं। पर मुझे पता था आप टप्पू का मना
169.68,3.4,नहीं कर पाएंगे।
173.44,6.5,अच्छा कुल मिला के 22 नींबू जमा हुए हैं।
176.879,5.36,22 नहीं 22.5
179.94,4.019,[संगीत]
182.239,5.521,ये मेरा
183.959,7.801,हिस्सा 22.5 अरे घर में पूरा एक था ना।
187.76,5.759,अरे भाई आधा यूज़ हो गया था।
191.76,4.399,लेकिन मैं हमेशा हर मैं घर पे स्टॉक रखता
193.519,4.881,हूं नींबू का। ये नींबू का कैसे स्टॉक हो
196.159,3.841,सकता है? जब तक बाकी के नींबू अब्दुल भाई
198.4,4.16,लेकर आते हैं तब तक हम लोग ये नींबू
200.0,4.959,निचोड़ते।
202.56,5.28,बाबूजी एक काम कीजिए आइए। आप झूले पे आराम
204.959,5.92,से बैठिए। तब तक हम पानी और नींबू के रस
207.84,4.959,का सब बंदोबस्त करते हैं। हां
210.879,4.561,जेठा भाई तब तक मैं पानी गरम करके लाती
212.799,5.201,हूं। हां। चलिए। बाथरूम में आओ। चालू करते
215.44,5.92,हैं ना? नहीं।
218.0,5.76,आइए आइए। आराम से आराम से आराम से। आराम
221.36,5.68,से हो जाएगा।
223.76,7.6,अब हो जाएगा बस बैठ जाइए बैठ जाइए मैंने
227.04,8.32,पकड़ा है झूला पकड़ा बैठ जाइए आराम से
231.36,6.159,खाके कलसा गांव वाला वसा नहीं
235.36,4.079,मतलब घर में इतना सादा सा इलाज था लेकिन
237.519,4.72,हम लोग कहां-कहां क्या-क्या ढूंढ रहे थे
239.439,4.8,नहीं कहां
242.239,4.961,बगल में छोरा शहर में ढिंढोरा बोलते हां
244.239,5.521,करेक्ट आम आदमी बहनी जी बहुत बढ़िया घरेलू
247.2,5.44,उपचार वो दादी मां के नुस्खे होते हैं ना
249.76,6.56,वो
252.64,5.8,एकदम बराबर कोमल भाभी। ये घर का विज्ञान
256.32,5.4,है। विशेष ज्ञान मतलब
258.44,6.6,विज्ञान। नेचर इज सो
261.72,7.8,काइंड। आधे से ज्यादा रोग और परेशानी का
265.04,8.76,इलाज तो हमारे घर में ही होता है। देखो
269.52,4.28,आ गए आ गए। नींबू आ गए।
274.26,5.03,[प्रशंसा]
276.15,3.14,[संगीत]
279.36,4.559,चलो चलो अभी ये नींबू आ गए। सब लोग काम पर
281.68,5.64,लगते हैं और वो नींबू को निचड़ कर उसका रद
283.919,3.401,निकालते हैं।
290.52,13.479,[संगीत]
304.4,8.88,हे भगवान बस ये उपाय काम कर जाए और मेरे
308.8,7.84,पैर लकड़ी से अलग हो जाए ऐसी कृपा करना।
313.28,3.36,[संगीत]
317.32,7.84,बाबूजी अभी धीरे-धीरे पैर आप इसके अंदर आप
321.68,3.48,रख सकते हैं।
327.4,8.2,[संगीत]
330.96,8.16,चाचा जी फर्क पड़ रहा है ना?
335.6,6.96,हां थोड़ा-थोड़ा लग तो रहा है। अरे वाह
339.12,6.4,वाह वाह वाह यार व्हाई
342.56,4.14,क्या बात है। थोड़े धीरे-धीरे पांव ऊपर
345.52,2.519,कीजिए।
346.7,4.1,[संगीत]
348.039,6.88,बाबूजी बाबूजी कह रहे हैं धीरे-धीरे पैर
350.8,7.679,बाहर निकालिए। हां हां। सुना सुना
354.919,3.56,सॉरी साइड
367.38,3.629,[संगीत]
376.61,3.479,[प्रशंसा]
380.12,7.95,ओके जी तुम्हारी मेहर
383.84,6.479,वाह वाह वाह भगवान वाह गम पिघल रहा है
388.07,4.969,[संगीत]
390.319,5.681,पिघल गया पिघल गया ये गम पिघलेगा तो चाचा
393.039,4.72,जी की जिंदगी से ये गम दूर होगा ऊपर ही
396.0,4.759,निकला नहीं
