Start Time (s),Duration (s),Text
0.16,6.99,तारक मेहता का उल्टा
4.04,6.209,चश्मा ओ बाबा जी
7.15,3.099,[संगीत]
13.599,5.921,अरे गयो मरो रोशन
16.16,5.68,इन दोनों को किसने बुलाया? गोकुल भाई रोशन
19.52,5.2,को मैंने बुलाया और अय्यर भाई को बबीता जी
21.84,5.04,ने बुलाया। अच्छा वो क्या है ना सिचुएशन
24.72,4.16,इतनी टेंस हो गई तो मुझे लगा कि सारे
26.88,5.519,गोकुलधाम वाले एक साथ होंगे ना तो बेटर
28.88,5.92,होगा। बराबर है बराबर
32.399,4.281,ओए क्या हुआ? ये चना कुमार और कुरमुरा
34.8,5.36,कुमार की इतनी
36.68,6.44,हिम्मत कि मेरा जेठापुरा और मेरे गोकुलधाम
40.16,7.12,वालों को परेशान करें
43.12,6.24,ओ मैं इन दोनों नु छूंगा नहीं ए ठोक ठोक
47.28,3.92,मैं भी नहीं छोडूंगा बाबा शांत हो जा शांत
49.36,5.28,हो जा अरे कैसे शांत हो जाओ बेटा शांत हो
51.2,5.359,जा रुक जा ना शांत हो जा ए देवा सो भाई
54.64,5.2,अपने गुस्से से टेंशन के माहौल को और ना
56.559,6.0,बढ़ा दे हां सो
59.84,5.2,कंट्रोल शांत भाई
62.559,4.001,सॉरी भाई अगर आप चना कुमार जी और कुरमरा
65.04,6.04,कुमार जी पर गुस्सा करेंगे तो हमारी
66.56,4.52,परेशानी और बढ़ जाएगी। हां
72.799,6.0,सही बात है सो अभी हमें गुस्से से नहीं
75.6,5.519,समझदारी से काम लेना है।
78.799,5.441,तू भाई ये हॉकी स्टिक वापस जेब में रख दे।
81.119,6.241,हमें यहां लड़ाई नहीं करनी।
84.24,5.28,हां सो चाचा जी बिल्कुल सही कह रहे हैं।
87.36,4.399,वरना ये दोनों नेता कुरमुरा कुमार और चना
89.52,5.78,कुमार को सबक सिखाने के लिए ये तूफानी
91.759,6.161,पत्रकार की जुबान और कलम ही काफी है।
95.3,4.62,[संगीत]
