Start Time (s),Duration (s),Text
0.16,5.719,तारक मेहता का उल्टा चश्मा।
7.44,3.56,यहां है नींबू।
11.36,6.16,यहां है नींबू। अरे ये नींबू नहीं जो गोनी
14.32,7.68,में लाए थे वो कहां है? हां वो है रखे हैं
17.52,9.48,लेकिन तुम पैसे लाए हो। पाटिल बी शुड मूव
22.0,5.0,नाउ। यहीं पे रुको लेके आता हूं।
27.039,5.931,ऐ कहां जा रहा है? कहां जा रहा है? कहां
29.599,5.841,जा रहा है?
32.97,5.35,[संगीत]
35.44,6.799,कौन हो आप?
38.32,8.759,अरेस्टेड। अरे लेकिन मैंने किया क्या है?
42.239,4.84,पुलिस स्टेशन चलो सब पता चल जाएगा।
47.92,5.479,पुलिस स्टेशन? हां पुलिस स्टेशन। कौन हो
50.64,6.36,आप? हम कौन
53.399,8.361,हैं? हम कौन हैं पूछ रहे
57.0,7.76,हैं। हम हैं इंस्पेक्टर चालू पांडे चालू
61.76,3.0,पांडे
65.36,6.24,थैंक यू बेटे अरे थैंक यू थैंक यू सो आप
69.439,5.04,लोग रिलैक्स मुंबई पुलिस इज हियर रिलैक्स
71.6,7.8,रिलैक्स एंजॉय द पार्क एंजॉय एंजॉय हो गया
74.479,4.921,हो गया हो मूव मूव मूव रिलैक्स
79.68,4.439,वाह वाह वाह चालू पंडित जी आखिरकार आपने
81.92,5.04,गुड्डू खटी को पकड़ ही लिया।
84.119,4.68,यस भले भिड़े नाम तुम्हारा है लेकिन
86.96,4.72,मुजरिमों से भिड़ने के लिए इंस्पेक्टर चालू
88.799,5.441,पांडे हमेशा तैयार रहता है। बराबर है
91.68,4.439,बराबर है। बड़े मास्टर गोकुलधाम वालों से
94.24,5.04,जाकर कह
96.119,5.721,देना कि ये केस गोकुलधाम वालों ने नहीं
99.28,5.199,इंस्पेक्टर चालू पांडे ने सॉल्व किया है।
101.84,6.0,हां हां हां पक्का पक्का बोल दूंगा।
104.479,6.401,और हां तुम वो सवेरे सवेरे अपने सोसाइटी
107.84,5.76,में सुविचार लिखते हो ना वहां पर लिख देना
110.88,4.96,कि दिस केस इज बीन सॉल्व बाय रिस्पेक्ट
113.6,6.08,चालू पांडे
115.84,8.04,हां हां एकदम ठड़क अक्षरा लिख तो ठड़क ठड़क
119.68,8.16,ठड़क जा मतलब बोल्ड लेटर में लिखूंगा
123.88,7.76,गुड कम ऑन मऊ मैंने कुछ नहीं किया अरे जाओ
127.84,6.16,जाओ जाओ और कैसे
131.64,6.599,[प्रशंसा]
134.0,7.2,ओए हवले जवाखोर गुड्डू खटी को पकड़वा दिया
138.239,6.08,ओ मेरे बड़ू दी हो गई वाह भाई वाह मास्टर
141.2,6.16,बड़ू दी हो गई वाह भाई वाह मेरे बड़ू दी हो
144.319,6.801,गई वाह भाई वाह बड़ू मास्टर दी हो गई वाह
147.36,8.28,भाई वाह मुबारक हो मुबारक हो आपको भी
151.12,7.44,मुबारक हो गुड्डू खटीला पकड़ा गया पकड़ा गया
155.64,6.36,मुसीबत मुसीबत तो टली लेकिन ये मुसीबत अभी
158.56,5.92,भी सर पे बाकी है इतने सारे नींबू कहां और
162.0,4.879,कैसे बेचूं
164.48,4.399,पडू तू ठंड रख यार और घर चलते हैं और
166.879,4.481,लस्सी वस्सी पीते हैं और ठंडे दिमाग से
168.879,3.321,सोचते हैं कि इतने सारे नींबू किसको और
171.36,4.159,कैसे
172.2,3.319,बेचने तू
178.04,5.4,ऐसे सॉरी क्या कर रहा है तू देख सॉरी सॉरी
181.519,6.8,अरे मुझे क्या सॉरी बोले उनको सॉरी बोलो
183.44,7.36,सॉरी सॉरी बहनजी सॉरी लगी तो नहीं लगी
188.319,4.321,अरे देवा बहन जी आप एक काम कीजिए हमारे
190.8,3.6,साथ ना हमारी सोसाइटी चलिए
192.64,4.959,वहां पे डॉक्टर आती है। वो आपका इलाज कर
194.4,6.479,देंगे। हां। वैसे बहन जी कितने लगी है?
197.599,5.371,दिल पे लगी।
200.879,3.321,जो धोखेबाजी तुम लोगों ने की है
202.97,6.75,[संगीत]
204.2,5.52,ना वो सीधी दिल पे लगी है।
212.8,5.28,[संगीत]
214.319,7.521,ये तो आदमी की आवाज है ना? हां।
218.08,7.12,ओ एक सेकंड। और तुसी हो कौन? और हमने क्या
221.84,7.88,धोखेबाजी की आपसे? हां। मेरा नाम है
225.2,9.48,गुड्डू खटीला। गुड्डू खटीला
229.72,4.96,खटीला खटीला खटीला।
240.48,5.839,ए गुड्डू खटीला तो फिर वो कौन सी? अच्छा
244.159,5.601,हुआ। चेक करने के लिए पहले मैंने अपने
246.319,6.0,बंदे को भेज दिया।
249.76,4.759,वरना उसकी जगह पे मुझे पुलिस लेके चली
252.319,6.64,जाती।
254.519,6.84,यानी यानी तुम आप साड़ी पहन के बेवकूफ बना
258.959,5.161,रहे थे सबको।
261.359,7.921,अरे क्या करें
264.12,8.2,सेठ? अपना धंधा ही ऐसा है।
269.28,5.359,सब करना पड़ता है। मतलब खुद को बचाने के
272.32,5.68,लिए अपने ही आदमी की कुर्बानी दे दी।
274.639,8.881,अभी जिंदगी के बिसात में बादशाह को बचाने
278.0,8.0,के लिए पैदों को कुर्बानी देनी पड़ती है।
283.52,6.84,और वैसे भी जब पुलिस चौकी में इंस्पेक्टर
286.0,9.12,को पता चल जाएगा कि ये गुड्डू खटीला नहीं
290.36,7.08,है। तो वो खुद ब खुद छूट जाएगा सेठ। ओए
295.12,7.12,लेकिन आज ये तेरे गाल पे सोडी का हाथ
297.44,6.56,पड़ेगा ना तो खुद कुर्बान हो जाएगा।
302.24,5.6,अच्छा।
304.0,8.36,तू खुद को बहुत बड़ा 30 मारखा समझता है।
307.84,4.52,रुक तेरे को दिखाता हूं। दिखा।
331.039,5.081,अब बता
334.0,4.52,मारेगा मेरे
336.12,6.2,को ए मार
338.52,8.56,ना मार
342.32,4.76,नहीं छोड़ नहीं
352.0,6.12,ए डर गया क्या
354.56,3.56,थोड़ी नहीं
362.32,6.28,ए मार ना
365.29,3.31,[संगीत]
369.68,2.4,डर रहा
372.28,5.52,है ए मार मार मार मार मार
381.759,4.72,डर रहा है मार ना मार ना बिलकुल नहीं
384.639,5.241,बिलकुल नहीं
386.479,3.401,ए मार
403.08,8.08,ये देख क्या रहे
406.28,4.88,हो? मारो इन लोग को।
411.26,3.129,[प्रशंसा]
417.039,3.0,अरे
421.68,4.12,अरे मेरी बात तो सुनिए आप
428.65,3.2,[प्रशंसा]
433.12,6.65,ओ खबरदार है अब्दुल हाथ लगाया तो तेरे
435.919,6.951,छेगा नहीं ओए छोड़ लूं
439.77,3.1,[संगीत]
445.199,3.681,ओए बड़े अतुल
453.4,5.88,अरे फटाफट इंस्पेक्टर चालू पांडे जी को
456.08,3.2,फ़ोन करके बुलाना पड़ेगा यहां
460.36,4.2,पे है | अरे मैं क्या केला?
465.919,4.161,हेलो मिस चारू पांडे जी मैं आत्माराम
468.0,5.36,दुकान भड़े गोकुला सोसाइटी का एक सेक्रेटरी
470.08,6.0,बात कर रहा हूं। हां बोलो भड़ मास्टर आपने
473.36,4.39,गलत आदमी को पकड़ा है पांडे जी असली गुड्डू
476.08,5.71,खड़ी ना तो यहां
477.75,4.04,[संगीत]
486.759,5.361,पे आजा वो देख
492.4,4.519,ओ बाबा जी
494.33,4.19,[संगीत]
496.919,5.72,बोल
498.52,7.399,अरे क्यों रहे हो भाई? अरे बात सुनो ए रुक
502.639,3.28,ए रुक ए
508.199,3.0,रुक
513.409,5.671,[संगीत]
515.479,8.561,ये कोई हिलेगा
519.08,9.879,नहीं सबको इधर लेके आओ चल इधर
524.04,6.12,आओ कोई नहीं करेगा चल सीधा अरे अरे
528.959,4.841,हां बाबा हां
530.16,3.64,इधर लेके आओ।
539.72,12.119,[संगीत]
546.519,5.32,क्यों बंदूक देख केकड़ी हिल
552.36,9.919,गई? मारने वाला था ना? ले
557.24,8.12,मार। हैं? मारेगा मेरे को। पब्लिक को
562.279,6.881,मारेगा। इज्जत से धंधा करते तो नींबू के
565.36,3.8,बदले मिलते पैसा।
571.92,3.56,लेकिन अब मिलेगा।
575.76,6.48,देखो ये गलत कर रहे हो गुड्डू खटीला। जी
578.959,6.241,अरे गलत तो तुम लोगों ने किया है पुलिस को
582.24,7.35,बुलाकर।
585.2,6.079,सॉरी सॉरी। हां। नींबू की कोनिया किधर है?
589.59,5.13,[संगीत]
591.279,7.801,वो गाड़ी में रखे हैं। अरे गाड़ी किधर है?
594.72,4.36,वही जहां आपको थप्पड़ पड़ा था।
599.12,7.6,होशियारी मत कर। पर जब तक मैं सारे नींबू
602.88,6.72,लेके नहीं जाता ना कोई लेगा नहीं इधर से।
606.72,5.76,ओए हम शांत बैठे हैं। इसका मतलब ये नहीं
609.6,7.44,कि हम डर गए।
612.48,7.52,ओए खटीले अब तेरी खैर नहीं। ओ तेनु छेगा
617.04,4.96,नहीं। छ सॉरी सॉरी भाई कंट्रोल गलती से
620.0,3.92,ट्रिगर दब गया तो लेने के देने पड़ जाएंगे
622.0,6.279,भाई।
623.92,4.359,इसके हाथ में गन है भाई देख ना।
634.64,4.96,अरे सुनिए सुनिए
636.279,4.721,सुनिए आप लोग सुनिए आजकल जो नींबू के भाव
639.6,5.0,आसमान छू रहे हैं
641.0,6.279,ना ये ऐसे आदमियों की वजह
644.6,4.479,से ये गुड्डू खटीला है ये नींबू की
647.279,5.041,जमाखोरी करता
649.079,6.521,है ये नींबू हमसे छीन के लेके जाने वाला
652.32,5.759,है और फिर उसकी काला बाजारी करेगा इनू
655.6,2.479,छटना
658.959,6.32,ओ चना जोर वाले भाई साहब आपके ठेले पे एक
662.32,4.84,भी नींबू नहीं है और बिना नींबू के कोई
665.279,5.281,खरीदता नहीं होगा
667.16,5.4,ना हां या ऐसे आदमी की वजह से इन जैसे
670.56,5.56,लोगों की वजह से मार्केट में नींबू नहीं
672.56,3.56,मिल रहे हैं। हां
680.079,5.171,बंदूक मेरे पास है और ये लोग तुम्हारी मदद
683.519,4.56,करेंगे।
685.25,4.149,[संगीत]
688.079,3.88,कौन
689.399,4.901,करेगा? ए तू
691.959,4.32,करेगा तू
694.3,4.35,[संगीत]
696.279,6.581,करेगा तू
698.65,7.3,[संगीत]
702.86,3.09,[प्रशंसा]
706.69,7.829,[हंसी]
710.2,4.319,करेगा कौन बनेगा?
731.279,6.961,ये नकली बंदूक है क्या?
735.24,3.0,अरे
741.48,3.0,पकड़ो
747.32,6.6,पकड़ो अरे
749.88,5.199,जमा जमाखानी करते जमाखरी करते पकड़ो पकड़ो
753.92,6.56,सबको
755.079,8.2,पकड़ो कोई नहीं हिलेगा कोई नहीं हिलेगा
760.48,8.599,मैं नहीं चाहता कि सरकार की एक भी गोली
763.279,5.8,वेस्ट हो किसी नींबू के जमाखोर पर।
769.6,6.2,ओह माय गॉड। ओह माय
772.44,6.92,गॉड। मास्टर जी ये मैं क्या देख रहा
775.8,5.16,हूं? आप किसी महिला के साथ ऐसा व्यवहार कर
779.36,3.36,रहे हैं।
780.96,3.08,[संगीत]
782.72,4.4,हां
784.04,6.2,देखना। कैसे जबरदस्ती कर रहे हैं। ए गप्पे
787.12,7.519,ए गप्पे अरे पांडे जी ये कोई महिला नहीं
790.24,7.599,है। ये है गुड्डू खटीला।
794.639,3.2,महिला की बेस पे ये
798.12,5.0,देखो हमें पता नहीं था कि तुम महिला ड्रेस
801.36,4.44,में आ रहे हो वरना हम किसी महिला
803.12,5.399,कांस्टेबल को लेकर
805.8,5.719,आते
808.519,5.641,अरेस्ट रिलैक्स एवरीवन रिलैक्स रिलैक्स
811.519,6.041,मुंबई अरे आप क्यों रहे हो पकड़ो इसको
814.16,7.6,अच्छा ये लोग तीन है इनको मत रिलैक्स करने
817.56,6.719,दो हो पता ही नहीं चलता आजकल गुंडे कौन है
821.76,5.36,और शरीफ कौन है
824.279,5.081,सर मतलब इस बार भी गोकुल दाम उन्होंने केस
827.12,6.44,सॉल्व कर दिया
829.36,4.2,हां जी वो तो है
834.92,6.12,पाटिल डिपार्टमेंट को इन्फॉर्म कर दो इस
838.48,5.039,महीने की सैलरी गोकुलधाम वासियों में बांट
841.04,5.2,दे
843.519,4.961,क्यों पांडे जी जब आप लोगों ने केस सॉल्व
846.24,6.08,कर ही लिया है तो सैलरी लेकर मैं क्या
848.48,5.359,करूंगा अरे रे पांडे जी इस बार केस हम
852.32,5.48,लोगों ने सॉल्व नहीं किया है। पब्लिक के
853.839,3.961,साथ मिलके किया है। हां।
859.12,4.079,और पांडे जी केस किसने सॉल्व किया ये
861.44,4.32,इंपॉर्टेंट नहीं है ना? केस सॉल्व हुआ ये
863.199,5.681,इम्पोर्टेन्ट है।
865.76,6.56,जब पुलिस और जनता मिलके काम करती है ना तो
868.88,5.72,बड़े से बड़ा मुजरिम पकड़ा जाता है। पुलिस
872.32,6.639,डिपार्टमेंट इज थैंकफुल टू यू
874.6,6.679,ऑल। बट आई एम नॉट।
878.959,4.761,पंडित जी आप तो पर्सनल हो रहे हैं अभी।
881.279,4.961,हां मैं हऊंगा ही ना
883.72,4.08,पर्सनल प्रोफेशनली तो मुझे कुछ करने देते
886.24,4.599,नहीं तुम
887.8,6.12,लोग तुम लोगों को पता है आज मैं कितना खुश
890.839,4.881,था आज मैं बासुंदी को जाकर कहने वाला था
893.92,4.64,कि
895.72,4.72,फाइनली मैंने गोकुलधाम वासियों का केस
898.56,5.44,सॉल्व कर लिया
900.44,6.16,है आज भी वो मुझ पर हंसेगी वो क्यों
904.0,5.36,हंसेगी हंसेगी
906.6,4.599,क्यों जब भी बासुंदी को पता चलता है कि
909.36,3.08,मैं गोकुलधाम वासियों का केस सॉल्व करने
911.199,5.041,जा रहा
912.44,5.79,हूं। तो हंसती है और कहती है जाओ जी पांडे
916.24,3.88,जी आपसे ना हो
918.23,6.169,[संगीत]
920.12,7.32,पाएगा। आज वो सच हो गया। पांडे जी अभी
924.399,5.761,जाने दो ना जो हुआ सो हुआ। लेकिन एक
927.44,6.079,प्रॉब्लम है जो आप सॉल्व कर सकते हो। क्या
930.16,6.08,क्या प्रॉब्लम है? मेरे पास ये 350 किलो
933.519,6.031,नींबू पड़े हैं गाड़ी में। हां। वो आप
936.24,6.24,बिकवाने में मेरी मदद कर सकते हो।
939.55,5.96,[संगीत]
942.48,5.28,पाटिल हां मैं बिकवा दूंगा ना सर
945.51,4.249,[प्रशंसा]
947.76,4.879,कैसे कैसे वाशी की सब्जी मंडी में मेरे
949.759,7.08,मामा होलसेलर हैं वो आपके नींबू बिकवा
952.639,7.601,देंगे थैंक यू थैंक यू पाटिल सर
956.839,5.44,वाह गोकुलधाम वालों का केस खुद गोकुलधाम
960.24,5.279,वालों ने सॉल्व कर
962.279,6.12,लिया और भिड़े का पर्सनल प्रॉब्लम हमारे
965.519,6.721,पाटिल साहब ने सॉल्व कर लिया और मैंने
968.399,7.601,क्या कुछ नहीं। अरे पांडे जी आप ऐसा क्यों
972.24,5.76,सोच रहे हो? आप तो मुंबई पुलिस हो और आज
976.0,3.92,मुंबई पुलिस की वजह से ही हम आम जनता
978.0,6.079,शांति और चैन की जिंदगी जी रहे हैं। हो कि
979.92,5.839,नहीं? हां जी। थैंक यू थैंक यू थैंक यू।
984.079,3.361,ब्ली मास्टर तुम्हारे सोसाइटी में जो
985.759,3.601,बोर्ड है ना उस पर हां हां लिख दूंगा लिख
987.44,3.199,दूंगा। केस आपने सॉल्व किया।
989.36,5.52,[संगीत]
990.639,6.64,तुम नोटिस बोर्ड पर कुछ नहीं लिखोगे।
994.88,5.68,क्योंकि मुझे झूठी तारीफ बिल्कुल पसंद
997.279,6.56,नहीं है। ठीक है ठीक है नहीं लिखूंगा।
1000.56,5.68,अच्छा पाटिल जी वो हां मैं आपको मेरे मामा
1003.839,4.8,का नंबर भेज देता हूं। आप उनसे डायरेक्ट
1006.24,5.36,बात कर लेना आपका काम हो जाएगा। थैंक यू
1008.639,6.401,थैंक यू पाटिल अगर तुम्हारा नींबू का
1011.6,6.32,व्यापार खत्म हो गया हो
1015.04,5.719,तो अरेस्ट देम और उसके साथ कौन-कौन था?
1017.92,5.919,आइए बैठते हैं। चलो चलो कम ऑन
1020.759,7.2,"क्वक डोंट वेस्ट टाइम हियर। कम ऑन भाऊ, ए,"
1023.839,4.12,क्या आराम से चलता है तू।
1028.079,7.081,"थैंक यू, थैंक यू वैरी मच। थैंक यू। थैंक"
1030.64,4.52,"यू, बहन जी, थैंक यू। थैंक यू, थैंक यू।"
1037.839,2.72,"माधवी,"
1041.079,6.381,सोनू टन टन। पैसे आ गए तो नींबू फेंका है।
1046.16,5.76,यस।
1047.46,4.46,[संगीत]
1053.919,9.801,गए नींबू गए अरे गणपति बाप्पा मोरया मंगल
1059.76,3.96,मूर्ति मोरया
1063.919,6.041,गणपति बाप्पा थैंक यू थैंक यू वेरी मच
1067.36,6.52,देवा टेंशन गला रे
1069.96,7.16,गला आपकी कृपा से सब संकट दूर हो
1073.88,6.28,गया पापा मैं आपको नींबू शरबत पिलाऊंगी
1077.12,5.559,हां अरे नींबू शरबत दे वाला एंड लोगों का
