Start Time (s),Duration (s),Text
0.16,6.639,तारक मेहता का उल्टा चश्मा
5.3,4.14,[संगीत]
6.799,4.641,एक आईडिया है भड़ा जैसे तुरंत पता चल जाएगा
9.44,5.68,"कि नींबू किसने भेजे हैं। हां, बोलो,"
11.44,5.919,"बोलो। हां, चार गोनी नींबू है ना? हां।"
15.12,6.48,"तो, चारों गोनी में से तीन-तीन चार-चार"
17.359,6.881,नींबू बाहर निकाल। सबको लाइन में खड़ा कर।
21.6,5.04,और वो पुलिस वो थर्ड डिग्री टिम-टिम देता
24.24,5.439,है ना। ऐसा थर्ड डिग्री टिमटिम सब नींबू
26.64,6.8,को देख। वो यूं उगल देंगे। कहां से आए
29.679,5.981,हैं? किसने भेजे हैं सब? जेठालाल फिर से
33.44,3.6,मजाक।
35.66,3.94,[संगीत]
37.04,5.44,मैं परेशान हूं। में मजाक सूझ रहा है। अरे
39.6,5.92,भाई परेशान क्यों हो रहा है? तू मजा कर ना
42.48,5.44,भाई। वैसे भी तुझे वो 50 किलो अचार का
45.52,5.519,आर्डर पूरा करने के लिए नींबू चाहिए थे
47.92,5.68,ना। तो यूं समझ भगवान ने सामने से तेरे
51.039,5.121,लिए नींबू भेज दिए। तो अभी इसमें से 50
53.6,4.24,किलो अचार बना और गोपाल भाई का आर्डर पूरा
56.16,4.32,कर। अरे नहीं नहीं जेठालाल पता नहीं ये
57.84,5.68,किसकी अमानत है। ऐसे कैसे मैं किसी के भी
60.48,5.36,नींबू का अचार बना दूं? ये तो गलत है।
63.52,4.32,तो अभी क्या करेगा तू? पता नहीं क्या
65.84,4.08,करूंगा लेकिन पता लगाना पड़ेगा किसने भेजे
67.84,5.04,हैं।
69.92,5.519,ए भाई पता लगाने के चक्कर में कहीं लेने
72.88,6.04,के देने ना पड़ जाए। हां। क्या मतलब? अरे
75.439,6.32,भूल गया पोपट लाल ने क्या कहा था?
78.92,5.08,जमाखोरी। बहुत सारे सप्लायरों ने नींबू का
81.759,4.961,स्टॉक अपने पास दबा के रखा है। इसीलिए
84.0,5.84,नींबू के दाम बढ़ रहे हैं। और सरकार ने
86.72,5.359,कहा है जिनजिन सप्लायर के पास नींबू का
89.84,5.599,स्टॉक मिलेगा उनके खिलाफ सख्त कारवाई की
92.079,6.0,जाएगी। अरे वाह। तो क्या करूं अभी? अब एक
95.439,4.72,काम कर जितनी जल्दी हो सके ये नींबू से
98.079,4.321,छुटकारा पा ले भाई। मैं तो कहता हूं बेच
100.159,3.761,दे सारे नींबू। नहीं भाई नहीं जेठालाल मैं
102.4,4.64,व्यापारी नहीं हूं। ना ही मैं नींबू
103.92,5.839,बेचूंगा और ना ही इसका अचार बनाऊंगा। अरे
107.04,6.64,भाई नींबू बेचने नहीं है। अचार नहीं बनाना
109.759,7.201,है। तो एक काम कर ये चार गोनी तू ले जा के
113.68,5.759,वो पुलिस स्टेशन में जमा कर दे। और उनको
116.96,4.479,सब सच-सच बता दे कि भाई ये नींबू मेरा
119.439,4.401,नहीं है। मुझे पता नहीं है मेरे घर पे
121.439,4.881,किसने भेजे हैं। फिर वो लोग देखेंगे उसका
123.84,6.399,क्या करना है। नहीं नहीं नहीं उस झमेले
126.32,6.16,में तो मुझे पढ़ना ही नहीं है। का ठीक है
130.239,5.36,मैं सोचता हूं क्या करना है। हां ठीक है
132.48,5.36,भाई जैसे तेरी मर्जी चल ओके काहे मला रे
135.599,4.241,कौन सा झमेला? अरे वो बोल रहा है कि पुलिस
137.84,4.88,में कंप्लेंट कर दो। तो बराबर है ना?
139.84,5.039,बरोबर बोल रहा है जेठा भाई। जाते हैं ना
142.72,5.28,पुलिस में बता देते हैं उनको सब ऐसा हुआ
144.879,4.801,हमारे घर क्या ऐसासा हुआ है बोल देंगे
148.0,4.4,माधवी पुलिस बोलेगी कि प्रूफ क्या है
149.68,5.52,तुम्हारे पास हमने तो वो टेमो का नंबर भी
152.4,4.72,नोट नहीं किया था घाईघाई में
155.2,6.64,लेना ना देना हम पे ही जमाखोरी का इल्जाम
157.12,7.9,आ जाएगा तो अभी ये क्या करें
161.84,5.0,महसूसत नहीं है ना क्या
165.02,4.98,[संगीत]
166.84,6.679,करें मैंने तय कर लिया है कि हम ये सारे
170.0,6.64,नींबू फेंक देंगे क्या लेकिन क्यों बाबा?
173.519,6.481,हां इतने महंगे नींबू फेंकने क्यों है? और
176.64,6.319,इसका असली मालिक आ गया तो क्या जवाब देंगे
180.0,6.319,हम लोग? नहीं नहीं रख ही देते हैं। और अगर
182.959,6.961,पुलिस ने छापा मारा तो? नहीं लेकिन फेंकने
186.319,7.131,नहीं है। ये फेंकना गलत है। पता है माधवी
189.92,6.78,लेकिन तो करे तो क्या करें अभी?
193.45,3.25,[संगीत]
196.76,6.479,बाबा तुम्हें टेंशन नका गेहूं। आप देखना
200.72,7.439,कोई ना कोई रास्ता जरूर निकल
203.239,7.161,आएगा। आो आप जरा ठंडे दिमाग से सोचिए। मैं
208.159,5.681,आपके लिए नींबू शरबत बना के लाती हूं। ए
210.4,6.04,लेकिन घर में तो नींबू नहीं है ना?
213.84,5.92,है ना?
216.44,6.32,कहां? माधवी। एक भी कहीं ओत नहीं है। ये
219.76,3.0,आंटी।
223.84,5.52,"सोनू बाला, ये नींबू के भाव ऐसे ही बढ़ते"
226.879,5.92,रहेंगे ना। तो जल्दी नींबू सुनार के दुकान
229.36,7.239,में मिलेंगे। तुम देखना शादियों में भी
232.799,3.8,लोग नींबू गिफ्ट करेंगे।
237.69,10.23,[संगीत]
244.4,5.6,ऐ मैं हूं। मुझे पता है आप हो। तो चिल्ला
247.92,4.399,क्यों रहा है? नहीं वो आप मेरे फोन के
250.0,5.68,स्क्रीन में अचानक प्रकट होंगे तो डर तो
252.319,5.92,लगेगा ही ना। ये क्या है ये सब? और ये सब
255.68,4.32,के साथ तू शपली क्यों ले रहा था? ये नींबू
258.239,5.001,है सेठ जी।
260.0,6.4,और नींबू आजकल बहुत बड़े सेलिब्रिटी बन गए
263.24,6.72,हैं। तो सेलिब्रिटी के साथ एक सेल्फी तो
266.4,3.56,बनता ही है।
273.44,5.68,कौन है? किसका मैसेज है? बावरी जी का। अभी
276.639,4.881,उसका क्या है? वो क्या है? मैंने सारे
279.12,6.72,सेलिब्रिटीज के साथ उनको सेल्फी खींच के
281.52,8.119,भेजी थी। तो उनका रिप्लाई आया है। अरे वाह
285.84,6.72,बागेश्वर जी आपके गोडाउन में इतने सारे
289.639,6.601,सेलिब्रिटीज पता है पेठा जी को बहुत बड़ा
292.56,6.68,मुनाफा हुआ है। अब तो आपकी पगार बढ़ाएंगे
296.24,6.88,ही बढ़ाएंगे।
299.24,8.12,अच्छा वाह वाह वाह। शादी से पहले ही उसकी
303.12,7.32,नजर तेरे सैलरी पे है। संभल ना भाई। नहीं
307.36,8.0,नहीं बावरी जी ऐसे नहीं
310.44,7.64,है। अच्छा समझा मतलब बावरी जी के आड़ में
315.36,5.6,तू अपने मन की बात मुझे कह रहा है। नहीं
318.08,6.08,ऐसी बात नहीं है सेठ जी। मतलब तुझे अपना
320.96,6.079,पगड़ बढ़ा के नहीं चाहिए।
324.16,4.56,ऐसी बात नहीं है। अरे क्या हर बात में ऐसी
327.039,4.241,बात नहीं है। ऐसी बात नहीं है कर रहा है।
328.72,6.08,चल छोड़ ये बता इतने सारे गिफ्ट बॉक्स
331.28,5.28,किसने भेजे? अरे सेठ जी ये गिफ्ट बॉक्स
334.8,5.28,नहीं है।
336.56,6.16,ये गिफ्ट हैंपर है। अरे हैंपर फैंपर जो भी
